ID,Comentario,Clasificacion_ISO_25010_2023,Justificacion
1301,"Nunca me permitió terminar mi registro en la aplicación. Cada vez que ingreso con mi correo, y luego de validar el código, me sale ""ocurrió un inconveniente, inténtelo en unos minutos"". Ya va más de 1 mes y me sigue saliendo ese comunicado. Ni siquiera funciona desinstalándolo y volviendo a instalar. Pésimo.",authenticity,"1 mes sin completar registro + reinstalación sin solución"
1302,"La verdad que es decepcionante contar con esta aplicacion, sientes una frustracion tremenda cuando te urge hacer movimientos y todo el dia te aparece esa porqueria de mensaje "" hemos detectado un error estamos trabajando para solucionarlo pronto, intentelo de nuevo en unos minutos"" y esa solucion nunca llega, la verdad que te llena de impotencia, que calificacion le voy a dar ""0"" pero lamentablemente tengo que marcar una estrella sino mi comentario no se publica",not_applicable,"Todo día error trabajando solución + impotencia - 0 estrellas"
1303,"Me piden actualizar el aplicativo y antes de hacerlo eh liberado mucho espacio eliminando archivos y otras cosas, el proceso de actualización dio inicio y ahora me sale no se ha podido descargar Yape que pruebe de nuevo😑eso hago varias veces y nada sigue lo mismo, después todo👌🏻solo esa parte de actualización que me tiene reincomodo😏😒",not_applicable,"Actualización falla pese liberar espacio + múltiples intentos"
1304,"He venido usando la app sin problema alguno pero desde el día 31 que cambié de móvil no puedo instalarla en mi nuevo equipo me sale un mensaje que los datos ya han sido registrados. Llamé y me dijeron que la única solución era desafiliarme y que demoraba 72 horas. Pedí la desafiliación, llegó el mensaje de confirmación y he vuelto a intentar instalarla y nada. Tremenda pérdida de tiempo y uno sin poder realizar sus pagos. Pésima atención y ninguna solución al problema. Ni una estrella merecen.",accountability,"Cambio móvil: 72h desafiliación sin solución + sin pagos"
1305,"El día 28 de octubre hice un yapeo y me salió el aviso de error vuelva a intentarlo más tarde, minutos despúes hice el yapeo al mismo número y esta vez fue sin problemas. Pero al entrar a mi cuenta de banco vi que me había descontado dos veces, el errado y el sgt. que realice, en la lista de yape sólo sale un yapeo. Peeo en mi cuenta del banco salen dos pagos, pensé que me retornaria como a veces lo suele hacer pero ya estamos 2 de noviembre y no retorna mi dinero.",integrity,"28 oct: error + exitoso = 2 descuentos, 2 nov sin retorno"
1306,"Hace un par de semanas que intento ingresar al aplicativo y lo único que me indica es que ha ocurrido un error y que vuelva a intentarlo más tarde. Super incomodo, ya he desinstalado e instalado ora vez pero nada. Deberían verificar cuál es el inconveniente.",not_applicable,"Semanas error más tarde pese reinstalación"
1307,"Tengo un problema con el sistema de recarga de saldo para mi número o cualquier otro número ya que cuando voy a esta opción y al querer siquiera intentar escribir el monto, pues se cierra la aplicación. Ya lo he actualizado y desinstalado y nuevamente instalado pero nada que ver y esto me pa ha pasado desde hoy 24/11/23",not_applicable,"24/11/23: recargas cierran app pese actualizar/reinstalar"
1308,"Desde el día de ayer está que gire y gire para actualizar y nada . Debieron de programar mejor su actualización están dejando a muchas personas al aire prácticamente en cobros o pagos atraves de yape ahora no puedo ni retirar o ver los yapeos que me han realizado , pésimo la actualización ya va hacer 24 horas y nada que se actualiza y no me digan has espacio en memoria cache , res estable o espacio en el celular .",accountability,"24h actualización girando + cobros/yapeos bloqueados"
1309,"No me permite crear mi cuenta ya contacté con varios asesores y no logran solucionarme ... Cada que intento me sale que ya usé todos los intentos para crear mi cuenta cuando en realidad es mi primer intento y me bloquea ... anteriormente estaba usándolo muy bien pero ya hace dos semanas que no puedo con la creación de mi cuenta...... Bueno creo que ya es tiempo de usar Plin en adelante ...",authenticity,"Asesores sin solución: primer intento marca agotado + 2 semanas - migra PLIN"
1310,"Presento el mismo problema de muchos. Letras grandes, el mensaje de ¡Ups! Hemos encontrado un error... No me deja yapear ni ver mi saldo actual, llevo con este problema ya 3 días. Pd: ya desinstale e instale la app pero sigue igual.",not_applicable,"Problema masivo: 3 días sin yapear/saldo pese reinstalación"
1311,"No se puede ingresar con la contraseña desde que la aplicación se actualizó y no te ofrecen un modo seguro de recuperar la contraseña en caso de olvido, no hay soporte al cliente. Tiene una serie de deficiencias. Leo casos de personas que han perdido dinero. Antes de instalar esta aplicación piensenlo muy bien y mejor busquen otras opciones.",authenticity,"Actualización bloquea contraseña + sin recuperación + casos dinero perdido"
1312,"No se que les pasa, quiero entrar y solo me sale, ""upps, algo salio mal, cierre la aplicacion y vuelva a abrirla"". Lo hice y nada. Ahora la acabo de desitalar y ojala pueda reactivar mi cuenta. Que falla!!!! sigue en lo mismo. No se arregla. Ni siquiera sale el codigo qr. QUE MAL!!!!",not_applicable,"UPS algo salió mal + desinstalar sin QR"
1313,"Cambié mis ahorros a BCP porque el Yape se usa más en los pagos. Lastimosamente es lo peor que hice. Nunca abre la aplicación!. Tengo casi un mes! Lleve a revisar mi celular y nada de nada. Nunca se abre la aplicación y me deja solo la opción de pagar con débito, y algunos comercios te cobran el 5%. Malisima decisión.. 😑",accountability,"Ahorros a BCP por YAPE: 1 mes nunca abre + 5% débito - mala decisión"
1314,"Al principio me fue muy útil, pero en el último mes no puedo abrir la aplicación, me sale un mensaje de que ocurrió un problema inesperado que intente mas tarde, intente actualizar la aplicación pensando sea fallas internas pero sigue en las mismas condiciones, esta herramienta la utilizo para mi trabajo por lo que me es difícil retirar el dinero que tengo invertida en ella estos momentos. y no sé cómo hacer para encontrar una solución.",accountability,"Mes sin abrir trabajo + dinero invertido retenido"
1315,"Estamos cansados de que su app pida actualizaciones todo el tiempo... y cada vez ocupa más y más espacio en nuestro celular. Nos obliga a eliminar otras app para darle espacio y más espacio. Solo simplifiquen sus opciones y listo. Cada día seremos menos quien la usemos y volvamos al efectivo. Gracias!",not_applicable,"Actualizaciones constantes saturan espacio + volver efectivo"
1316,"Qué decepción tan grande con la aplicación anterior, podía realizar mis transferencias con toda normalidad ahora ya no puedo... Me comunicó con el Messenger que la misma aplicación arroja pero no pasa nada... Me dice que tengo que realizó los pasos de desafiliacion cuando voy a registrar nuevamente mi cuenta no me deja acceder a una cuenta nueva...",not_applicable,"Transferencias normales vs imposibles + Messenger sin solución + desafiliación bloquea nueva"
1317,"Desde que descargué el app hace casi 1 mes NUNCA puedo hacer uso de ella de forma normal. Cada vez que la abro se queda cargando y jamás funciona. Tengo que perder tiempo en desinstalarla y volverla a instalar y sólo así funciona una vez. Luego quiero volverla a usar y nuevamente no sirve para nada. Terrible!",not_applicable,"1 mes nunca normal: reinstalar cada uso único"
1318,"No me permite acceder atravez de mi wifi Solo puedo ingresar con mis datos móviles. Pero mi wifi funciona bien para las demás aplicaciones menos para yape pueden solucionar ese error de actualización. Ya voy como más de 5 veces desinstalado y instalando la aplicación y no hay solución.",not_applicable,"WiFi bloqueado solo datos + 5 reinstalaciones sin solución"
1319,"Pensaba q el error era de un idea por el tema de la actualización, pero una semana después lo vuelvo a descargar y sigue saliendo el mismo error ""hubo inconvenientes a la hora de registrar tu tarjeta"". Tremendo problema que deben arreglar, y lo esperamos los consumidores",authenticity,"1 semana después: inconvenientes registrar tarjeta persistente"
1320,"Una porquería, le doy cero estrellas, ni siquiera puedo abrirlo y tengo una cantidad grande de dinero, me sale wue la contraseña es incorrecta pero es una falla de la aplicación porque ya me ha pasado que sale que es clave incorrecta pero luego desoues de horas si abre y con la misms clave, deberían mejorar esta nefasta aplicación.",accountability,"Cantidad grande dinero retenida + contraseña correcta rechazada horas"
1321,"Solían darme créditos, nunca tuve problemas, siempre solicitaba, lo obtenía y lo pagaba a tiempo. De la noche a la mañana me bloquearon esa opción. Dicen que no soy elegible. Cómo pasé de ser elegible a no serlo de un día para el otro? Ya va un mes que no puedo solicitar nada 👎🏼",not_applicable,"Créditos bloqueados súbitamente: elegible→no elegible 1 mes"
1322,"no recomiendo la aplicación, hice un yapeo de 100 soles me apareció un error, y a la persona a la cual yapee nunca le llegó el yapeo pero el dinero desapareció de mi cuenta, me dieron un correo pero los de yape jamás contestan, dinero perdido, más de 6 meses insistiendo pero jamás responden, Malísima atención a los usuarios, Debería tener más formas de poder recuperar la clave, ya que la única opción es escribirles al Messenger pero te dan una fecha y otra y no cumplen.",integrity,"100 soles desaparecidos + 6 meses sin respuesta correo"
1323,"Antes con Yape podía resolver pagos de hasta 400 y lo Pagaba en una cuota, cambie a esta actualización y como BCP piden tantos datos de verificación qué al final sale un monto de 2000 a más y se cuelga la gestión porque el tiempo se agotó. Ya no resuelve al contrario molesta perder el tiempo. Me pasaré a Plin solamente",not_applicable,"400 cuota vs 2000+ verificación timeout - migra PLIN"
1324,"Hace dos días me apareció un mensaje de actualización y lo confirmé pero se ha quedado como pendiente y hasta ahora no puedo volver a usarlo, ya probé reiniciar el equipo, desinstalé el yape y lo he vuelto a instalar pero igual se queda en el proceso de instalación y nunca termina.",not_applicable,"2 días actualización pendiente + instalación nunca termina"
1325,"Este es mi aporte para mejorar yape: Creo que es un excelente app. Pero como hago para recargar mi CEL desde yape si no funciona cuando no tengo datos... Opino que debería funcionar como whats. Que aún sin datos te permite recibir y enviar mensajes. Aveces uno se encuentra en apuros y quiere recarga la línea móvil pero no sé puede porque yape no funciona sin datos😪",not_applicable,"Sugerencia recargas sin datos como WhatsApp"
1326,"Tanta estafas gracias a este tipo de pago y aún no dan una solución para aquellos que trabajan con yapes de algún familiar por no tener cuenta BCP, si los yapes tienen un número de operación deberían crear una página que poniendo el número de operación del yape te confirme que es válido ese Yape y así evitar que a muchos que trabajan de igual manera los sigan estafando. Ahora gracias a Yape y Tarjeta sin contacto los delincuentes saben q cuentas con dinero ahí y altoq te vacean las cuentas.",confidentiality,"Estafas masivas + delincuentes vacían cuentas tarjeta sin contacto"
1327,"Veriquen la aplicación cómo reacciona ante las fallas de red, ya me ha pasado como 3 veces, a veces mi señal 4G se desaparece por momentos y cambia a +H, cuando quiero hacer un yape me aparece que el pago fue exitoso haciendo 3 pagos! Me pasó haciendo un pago de 185 soles, la vendedora lo reconoció y me devolvieron los 370 de más que le había pasado, el hecho es que hice la compra durante un viaje, si yo no me daba cuenta hubiera tenido problemas para contactarme con esa persona.",integrity,"3 veces fallas red: 185 soles→555 soles triple pago"
1328,"Hola, no me permite abrir la aplicación estando ya instalada, tendrán alguna manera de darle pronta solución. Es importante poder saber tener el conocimiento de alguna pregunta frecuente para tener alternativas de solución. Tomando la información del motivo ambiguo que da la app, deja mucho a la imaginación, agradecería por favor un bot talvez, o un foro claro para interactuar sobre situaciones de interrogantes buscando respuestas rápidas y claras, despejando dudas y resolviendo con eficacia..",not_applicable,"App instalada no abre + motivos ambiguos + sugerencia bot/foro"
