ID,Comentario,Clasificacion_ISO_25010_2023,Justificacion
901,"Cuando cambiarán la interfaz para que los estafadores no sigan perjudicando a los clientes? Ya tiene mucho tiempo ocurriendo esto y ustedes no hacen nada para solucionarlo no cambian la interfaz no modifican en la forma en que se verifica el yape no colocan algo de seguridad para que el usuario pueda certificar inmediatamente en el yape realizado que efectivamente es seguro si siguen así ya nadie querrá usar la aplicación ya en muchos locales no lo están permitiendo solucion ya !",confidentiality,"Interfaz facilitaestafas + locales prohíben YAPE"
902,"Tengo configurado el Yape con mi cuenta del banco de la nación y tengo demasiados problemas como por ejemplo me da mensajes de error ""algo sucedió mal"" y sí se realiza el yapeo, también me ha pasado que realizo el yapeo mi entidad me confirma la transferencia pero al final no se realiza. Si van a crear una app exclusiva para BCP entonces no deberían dar la opción de agregarle con otra entidad financiera.",integrity,"Error yapeo pero sí se realiza + transferencias confirmadas no realizadas"
903,"Yo también estoy decepcionada de yape, ya que me era útil, pero hace dos semanas tengo un problema. Me descontaron una cantidad significativa de mi saldo. Fui al banco y me dijeron que por error yape me había hecho un deposito doble. Y obviamente yo sé cuando tengo de saldo porque constantemente verifico mis movimientos financieros y porque es mi cuenta personal. Ahora ya no lo recomiendo.",integrity,"Descuento significativo por supuesto depósito doble erróneo"
904,"Malísima app, en lo personal no funciona el registro de autenticidad del DNI con la fotografía ,es más cuando dice corroboraremos con tus datos personales,no logra vincularlos, acabo de intentarlo varias veces,pero nada. Además aparece un mensaje que menciona ,ocurrió un error inténtelo en unos minutos. Un consejo cuando los minutos se convierten en un acumulación de tiempo ,como ya no da ganas de instalar la app.",authenticity,"DNI + fotografía no vinculan datos personales"
905,"Corrijan esta tonteria, sigo los pasos para crear la cuenta enfoco todo mi rostro y el de mi dni pero nada, es una tontal molestia, tengo como 1 hora intentando abrir la cuenta y es un asco, sale a cada rato, se reinicia, no detecta nada, sale y sale a cada rato cuando todo está correcto, si no van a arreglan esta tonteria eliminen su aplicación.",authenticity,"1 hora intentando crear cuenta - rostro + DNI no detecta"
906,"Todo iba bien hasta hace algunos días,dónde empezó a salirme UPS! Ocurrió un problema cierre la aplicación pero en 10 min máximo podía volver a acceder ,pero hoy estoy toda la tarde intentando abrir mi app y nada me sale el mismo mensaje del UPS!!! Me hicieron un pago de más de 260 soles y nisiquiera puedo usarlo, porfavor necesito una solución yaaa!!!",accountability,"260 soles recibidos pero UPS impide acceso"
907,"Fue mi peor experiencia, tal vez a ustedes les paso lo mismo acabo de hacer un yape de s/ 200 dos veces, ayer y hoy día. Tal vez ustedes saben o tal vez no, mi persona no estaba ni enterada pero resulta que yape te cobra por un yapeo fallido, es decir que a pesar de que no se hizo el yapeo, esta aplicación lo cobra y simplemente pierdes tu dinero,me parece un robo!!!!!!!",integrity,"200 soles x2 - cobra yapeos fallidos = ROBO"
908,"Necesito con urgencia una solución a mi problema, realicé una yape de s/45 y se descontó dos veces, no le llegó a la otra persona. Ya va para una semana, llamé al BCP me dieron la razón y dijeron que se iban a poner en contacto conmigo para el reembolso y todavia no hacen NADA.Necesito el reembolso ya, he esperado suficiente pacientemente, pero no he tenido mas respuesta de ninguna parte. Adicional en la app ahora pasa que no se ven las transacciones aveces. SOLUCIONEN RAPIDO!!",integrity,"45 soles x2 sin llegar + 1 semana sin reembolso BCP"
909,"Al ingresar a la aplicación me dice que verifique el internet cuando lo tengo a alta velocidad, los números están ilegibles en un tono demasiado claro. También cuando voy a colocar mi contraseña para entrar no se ven los números, está en blanco totalmente y no se ven.. Las actualizaciones son para mejorar la aplicación, mas no para deteriorarla más. Por favor, arreglar eso ya que es una app bastante necesaria. Gracias",authenticity,"Números contraseña invisibles + internet alta velocidad no reconocido"
910,"Esta app esta mal últimamente, desde que lo descargue los primeros problemas fueron que no me llegaban con normalidad los mensajes para validar mi número, y de la misma forma mi correo. Ahora el problema es que no entra, falla, dice que verifique mi conexión a Internet cuando la tengo en velocidad alta. Y cada vez que entro, me cierra la a aplicación, se demora en optimizarse y eso en un urgencia no sirve. La app es pésima, demora en su funcionamiento.",authenticity,"Códigos validación no llegan + cierre en urgencias"
911,"Al principio me funcionaba la aplicación, pero ahora me sale hubo un inconveniente, inténtelo en unos minutos. Y pues aunque esperaba no se resolvía nada y debía pagar la cuenta. Y no es la primera vez, hay momentos que funcionan y otros no. Soluciónenlo, por favor, estas cosas no debería pasar, genera malos momentos confiando en que vas a pagar con Yape y no puedes en el momento.",not_applicable,"Fallas intermitentes generan malos momentos al pagar"
