ID,Comentario,Clasificacion_ISO25010
1401,Otra vez necesito entrar y está con pantalla congelada que odiosa aplicación! mejoren esto cuando uno lo necesita enserio no sirve .. Uno espera hasta varios días para que funcione esto y nada! y así tratan a sus clientes !,not_applicable
1402,"Yo pensaba que era mi celular, pero veo que es la aplicación, pésimo servicio. Se pone bien unos días, despues quiero ingresar y sale que ya lo intente mi clave 3 veces y fue con error!!! Tengo que actualizar cada 3 días casi, instalar y desinstalar, siento tampoco que no es seguro 😡😡😡😡",authenticity
1403,"Desde el día de ayer comenzó a tener porblemas, me salía error de 3 intentos con solo 1 ves ingresar ahora me sale que no puede abrir. Esto se puede prestar a hackers así espero solucione su app y le den más seguridad al sistema.",resistance
1404,"Por favor llevó más de 3 meses que no puedo ingresar a mi aplicativo y ver mi estado de cuenta, no puedo hacer transferencias, no puedo pagar, etc. Me sucede lo mismo que a todos los usuarios, pide actualizar datos, coloco los datos que pide, el aplicativo carga pero no actualiza nada y otra vez me pide actualizar datos y lo mismo vez tras vez. POR FAVOR ARREGLEN EL SISTEMA DEL APLICATIVO, LOS INGENIEROS DEL ÁREA DE SISTEMAS DEL BN NO PUEDE HACERLO???? ES BASTANTE INCÓMODO Y MOLESTO",authenticity
1405,"Pésima aplicación, lenta, y nada practica. Además que no atiende solicitudes ""en estos momentos no podemos procesar su solicitud "", si se trata de transaccion dinero...y lo necesito con urgencia, nada recomendable. Pero estamos obligados a continuar con esta app",not_applicable
1406,"Pésima aplicación, no la recomiendo, intento ingresar y no puedo, me sale un mensaje que dice LA APLICACIÓN NO PUEDE EJECUTARSE, ir al banco y hacer cola solo para regularizar la clave digital, es una perdida de tiempo.",not_applicable
1407,"He estado trabajando con el aplicativo anteriormente en otro teléfono, pero he cambiado de equipo. Ahora que estoy intentando abrir la aplicación en mi nuevo teléfono, cada vez que lo intento abrir, se cierra automáticamente",not_applicable
1408,"El aplicativo lleva fallando 2 semanas. He eliminado el aplicativo y vuelto a descargar y no me permite hacer absolutamente nada, ni siquiera abrir la app y he dado todos los permisos como en mis demás aplicativos.",not_applicable
1409,"Muy pésimo cuando uno quiere realizar un pago trasferencia u otra operación, siempre sale su transacción o se pudo realizar. Acérquese a una agencia. Deberían de activar una oficina virtual para atender, puesto que cuando quieres ir a una agencia todos los días hay unas colas enormes y peor aun exponen al contagio. Con la coyuntura actual es una lástima. Por favor mejoren.",not_applicable
1410,Es una basura su aplicación.. llevo tres dias seguidos intentando hacer transferencias sea directas o diferidas ya que trabajo todo el dia y no puedo ir a ventanillas y obtengo mensajes como el servicio está restringido o no podemos en este momento... mejor denla de baja si esta es la pésima clase de servicio que van a ofrecer,not_applicable
1411,"Me para descontando dinero , son porcentajes mínimos pero no sé cuál es motivo del descuento y para realizar transferencia te piden token. Deberían mejorar su aplicación dar más facilidades para las transferencias. Y no roben mi dinero",integrity
1412,"Una aplicación de porquería, nunca puedo hacer transferencias y hasta para yapear hay problemas, para ingresar al aplicativo me dice que ya realice 3 intentos cuando apenas acabo de entrar, y ni siquiera puedo ver mi saldo. Si no pueden hacer una app funcional, mejor no hagan nada",authenticity
1413,"Funcionaba bien, pero ahora esta de mal en peor . Los números del banco nunca contestan ,ni entra la llamada, quieres bloquear una tarjeta y esa llamada tampoco ingresas un peligro en el caso de perdida de documentos ...",not_applicable
1414,"Pésimo están actualizando de mal en peor la app se cuelga no abre y más problemas no se que pasa con ustedes, un estudiante de universidad de ing de Software y programación crea mejores aplicaciones y encima con bajo presupuesto y ustedes que son un BANCO no pueden con su aplicación.",not_applicable
1415,Malísima. Nunca se puede hacer nada con esta pésima aplicación. Funciona cada vez peor igual que todo en el estado peruano. Ahora pide correo para entrar y al ingresar el correo se cierra. Mejor elimįnenla porque no sirve para nada.,not_applicable
1416,"La verdad que no se puede utilizar el aplicativo muchas veces sale error , ya no se puede realizar transferencias de manera rápida y sencilla como se venía realizando desde el *551#, todo esto genera un malestar dentro de todos los usuarios generando trámites engorrosos para realizar una depósito",not_applicable
1417,"Esta App es pésima y por seguridad, no activen el toke digital porque es muy inseguro y pueden ser víctimas de fraude informático, pese haber manifestado con anticipación el fallo de la app el Banco no hizo nada, esta App cuando ingresas tu clave te dice que ya superaste los 3 intentos, tengo varios reclamos ingresando que esta App es la mas insegura Comparación los demás banco del país.",resistance
1418,"Pésima la última actualización, no me permite ingresar ningún dato. No activaron la opción del teclado ni virtual ni del mismo celular uno desea acceder y no puede. Solucionen el problema ya mismo !",not_applicable
1419,"Definitivamente el peor de los aplicativos, necesito realizar una tranferencia con urgenecia pero cada vez que hago uso del aplicativo obtengo un erro DD 3065, llame por telefono a la banca movil, indicandome solo que el aplicativo como banca virtual esta presentando errores, y que supuestamente deberia de haberse arreglado con fecha 04/11, sin embargo nada de nada. No se para que brindan este servicio si no sirve para nada. 😒😒😒",not_applicable
1420,"Es una app pésima, a cada momento tiene errores para conectarse. No es amigable con el usuario, piden actualizaciones por las puras, xq no hay mejores, x lo contrario sigue igual de pésima.",not_applicable
1421,"Arreglen su inicio de seción y ya deberían crear su propia billetera digital, gratuita, o que el app tenga posibilidades de usar qr o algo así, también las transferencias interbancarias deberían ser gratuitas o mucho más económicas",not_applicable
1422,"Estoy tratando de generar mi clave por internet y sale un mensaje q he hecho mal uso de ingreso de clave 3 veces como puede ser eso posible si recién estoy generando todo, y recién he bajado esta app, salgo vuelvo a entrar, elimino vuelvo a instalar y es lo mismo, solucionen eso por favor, no creen apps que no van a funcionar del todo bien, algo tan básico y sencillo como una clave",authenticity
1423,"Es terrible, cada que tengo problemas no hay donde llamar, el token no funciona o se demora una vida en llegar, cada que quiero hacer una transferencia no me deja y solo funcionan las diferidas, la verdad que muy mala su app y su servicio en general.",authenticity
1424,"No te deja ingrar a la aplicación, te sale un aviso donde dice ""usted hizo 3 ingresos errados de tu clave""; lo cual no es verdad por qué solo con un solo intento y se bloquea y sale dicho mensaje.",authenticity
1425,"A cado rato piden actualizar, me hacen perder tiempo y datos moviles, siempre dicen tenemos una nueva version disponible, pero siempre es el mismo, al menos deverian mejorarla, dicen que he puesto mi clave 3 veces mal, cuando está bien escrita, que pasa con esto",authenticity
1426,"Nuevamente se desactiva sin motivo aparente la opción de token digital, por lo que no puedo hacer transferencias, y acercarme al banco 2 veces por el mismo motivo, es desgastante!",authenticity
1427,"Estoy teniendo un problema últimamente,la app no responde en mi dispositivo, ni si quiera me permite ingresar los datos y por último, tampoco me aparece el teclado. Ya actualice, desinstale y volví a instalar la app y nada funciona.",not_applicable
1428,"Por favor necesito abrir y ver mi información bancaria, la aplicación está mal, se cierra por sí solo cuando lo abro, no me funciona para nada, lo instalé y lo volví a instalar y nada, reinicié mi teléfono y tampoco, no sé qué pasa pero necesito que lo arreglen.",not_applicable
1429,"Muy mala la aplicación, opino que esta app le sirve como una cuenta para los ciberdelincuentes que quizás trabajen y tienen contactos con malos individuos del banco. Hicieron una transferencia por internet sin mi autorización y me robaron... con mucho esfuerzo hace uno... Deberían de renovar esta app y escoger mejores colaboradores del banco.",resistance
1430,Pesimo¡¡¡¡ La actualizacion de la app no la hace amigable.......pide actualizacion de datos con el token y ni siquiera mi token funciona ya que no se puede habitar desde la pagina web.......van de mal a peor.,authenticity
1431,"Debe ser opcional esta instalación, porque ya la hice y otra vez la piden, pensar que muchos no manejan el sistema y hay temor de cometer errores, den seguridad y complicar, en este momento de tanta inseguridad. Gracias",not_applicable
1432,"Señores BN, no puedo descargar el app del banco de la nación por AppStore simplemente no aparece y cuando intento descargarla desde su página del Banco de la Nación algún inteligente a vinculado el icono de descarga a ITunesStore. A ver si arreglan ese enlace por favor, gracias. Les pongo una estrella hasta que solucionen ese error.",not_applicable
1433,"El aplicativo es muy deficiente, se traba continuamente y no se puede ver movimientos, saldos. No permite escribir nada para ingresar. Esto es continuo y cuando se llama al BN. No dan solución",not_applicable
1434,"Es pésima la aplicación y ni que decir de los cajeros, haces retiros lo cual no dispensa el dinero pero en tu cuenta figura como si hubieras retirado el dinero y al hacer el reclamo al banco aceptan el reclamo y se pasan varios meses y aún no me resuelven el caso, a los 30 días piden ampliación, y ya voy más de 75 días y no me dan una respuesta, yo que soy una persona con discapacidad que requiero tomar medicamentos, exijo al banco de la nación una respuesta yaaaaaaa me urge mi dinero.",integrity
1435,"Ya son dos ocasiones en q he tenido q ir al banco a habilitar el token digital, para q nuevamente lo deshabiliten e incluso sempre q he querido hacer una transferencia no se efectuaba xq siempre había un error cn la cuenta de destino, lo peor de todo q la municipalidad m obliga a tener mi cuenta sueldo cn uds",authenticity
1436,"No debería poner ni una estrella para esta aplicación, ¿por que todo el tiempo esta funcionando mal? Se supine que esta app es para facilitarnos las cosas pero en realisad no sirve, igual los cajeros, tienen cajeros de la era de la piedra todavía, ha cajeros mas modernos con mas funciones, pero el cajero del banco sigue en la era de la piedra",not_applicable
1437,Es una porquería siempre te esta pidiendo qe actualices y desde ayer no puedo descargar la app.. Y ademas me sale un anuncio qe ya hice 3 intentos y se bloquea.. Y en ningún momento uno los hace.. Que lastima dan los qe se encargan de esta plataforma... SIEMPRE EL SECTOR PUBLICO DEFICIENTE SERVICIO... Y LA VERDAD ASI ESTA APP DEL BANCO DE LA NACIÓN NO TE BRINDA LA CONFIANZA QUE ESO DEBE SER SU PRIORIDAD... LA CONFIANZA...,authenticity
1438,Pésima experiencia. Realicé la actualización de mi token digital...me piden actualizar datos y no se puede realizar la actualización...automáticamente se direcciona a cerrar la sesión.,authenticity
1439,"Señores del Banco de la Nación solucionen el problema del aplicativo para mejor atención de los usuarios. No me permite realizar mis movimientos ni transacciones, todo el tiempo me pide actualizar datos y no actualiza nada. Se necesita con urgencia que el aplicativo esté en óptimas condiciones para el beneficio de todos. Por esa razón les doy una estrella ☹️ Gracias por su atención",authenticity
1440,Ya lo dijeron los demás usuarios pero sin embargo creo los del banco se tienen que preocuparse por resolver las fallas constantes que se presentan constantemente con la app. Cómo constantes fallas al ingresar Error de clave o usuario Y eso que recién empiezo a usar esta app y los servicios del banco de la nación. Señores desarrolladores o encargados trabajen en ello. El día de hoy persiste el problema. Desarrolladores resuelva este inconveniente.,authenticity
1441,"La aplicación no funciona, lo tuve instalado y al momento de abrir la app solo se cerraba, entonces decidí desinstalar la app y volví a instalar y sigue con el mismo problema, por favor a los programadores den solución a este problema.",not_applicable
1442,"Para fallando el sistema, hice un pago a tottus y se quedó retenida el monto sin consumo. Y lo otro es que clave token se debería realizar ingresando a la plataforma del banco por internet nomás, es molestoso y gasta de tiempo estar yendo al banco solo para activar la clave token. 😐",integrity
1443,"Pésimo. El *551# me era muy útil. No puedo abrir este aplicativo, es muy pesado. En muchos lugares no tenemos excelente servicio de internet. Háganlo más liviano, más accesible. Busquen especialistas.",not_applicable
1444,"Como siempre, una porquería su App. Si no fuese porque estamos atados por nuestros pagos del estado a este banco, hace rato hubiese cambiado de dónde sacar mi dinero. Me tiene hace semanas con el problema de los 3 intentos fallidos con mi clave, siendo que soy Ingeniero de Sistemas, puedo afirmar con certeza que han puesto a una bola de simios a programar la App, pero que más se puede esperar de un entidad del estado también pues...",authenticity
1445,"Pésimo, llevo días tratando de ingresar al App y me sale que hay un error. Asimismo, hace meses que no me permite realizar giros ni depósitos, a pesar que me acerque a la plataforma y configuraron mi celular y cuenta.",not_applicable
1446,La descargué a costa de hacer espacio en mi almacenamiento y todo para que al iniciarla no pueda escribir en los campos para rellenar mis datos. me pregunto ¿quién puede solucionar eso? para eso mejor no hubiese esta app o desarrollar una nueva que sí funcione. Ahora todo tengo que hacerlo en cajero o ventanilla. Para colmo de males ya tampoco funciona el *551#.,not_applicable
1447,"Me pide q actualizar los datos y hace más de 6 meses no me deja su aplicación una total perdida de tiempo, no saben dar un servicio el encargado de sistemas estará tonteando seguro porque se nota que no soluciona este error de su aplicación.",authenticity
1448,"Es la peor aplicación que coconi en toda mi vida, está que carga y carga o simplemente no carga. Lo que trabajan en ese sistema deperian arreglar, no sé que nada más crean una app que no va los beneficios que quiere un usuario 😶🤮🤮🤮",not_applicable
1449,"la aplicación tiene muchos problemas, primero el teclado de la clave de internet no se activa cuando se presiona el teclado para poder activarlo necesito primero presionar el numero de tarjeta y luego precionar el cuadro de clave, despues me pide actualizar datos con ki token pero nunca he activado un token. como no lo tengo me manda a salir de la aplicación.",authenticity
1450,"Cada vez se pone peor, ahora para apareciendo que se realizaron 3 intentos fallidos y ni siquiera uso el aplicativo, es muy peligrosa esta situación...deberían habilitar el acceso con huella digital...",authenticity
1451,"Si IMPLEMENTARAN, UNA APP, COMO YAPE, PLIM, TUNQUI, pero compatible con cualquier banco privado o particular con las mismas funcionales o mejorando el servicio sería un golazo, abría más clientes y crecimiento económico por qué es importante digitalizar y facilita el movimiento ECONÓMICO. por qué YAPE no está al 100%, funcional con muchos servicios está restringido, y el banco de la nación se está quedando atrás, y marginado por estos bancos privados. Prácticamente siguen MONOPOLIZANDO.",not_applicable
1452,Como es posible que a cada momento se muestre el mensaje que por 3 intento fallidos se bloquea el ingreso a la cuenta. Cuando ni si quiera un intento se hizo. Disparate de servicio.,authenticity
1453,"Una desgracia, antes dejaba de funcionar por momentos, pero hace 5 días no se puede ingresar, por más que lo desinstale y lo volví a instalar 3 veces me sigue saliendo ""La aplicación NO puede ejecutarse en modo depuración""",not_applicable
1454,"Quisiera saber porque ,se queda estático ,no puedo ingresar ningún dato ,esto paso luego de actualizar la aplicación ,he vuelto a descargar la aplicación y pasa lo mismo .fui hasta el banco para que me dieran una solución pero me dicen que debe ser el celular ,he ampliado mi almacenamiento y sigue sucediendo lo mismo .",not_applicable
1455,"De mal en peor, sus actualizaciones no sirven para nada y ahora figura como si uno hubiera hecho varios intentos erróneos para ingresar y no ingresa a la aplicación, lo mismo pasa con su página de internet no sirven",authenticity
