ID,Comentario,Clasificacion_ISO25010
1001,"Es realmente lamentable que hasta ahora no puedan corregir este aplicativo, en todo momento que quieres entrar siempre te aparece el mismo mensaje "" En este momento no hemos podido procesar la operación por favor intente más tarde "". Realmente, es de mal gusto la aplicación, era más fácil con la banca móvil no tenía quejas.",not_applicable
1002,"Tienen que mejoras muchas cosas, una de ellas y que me saca de mis casillas es que ingreso mi clave de internet y me aparece que ya realice 3 intentos fallidos, !¿cómo puede ser eso sí recién estoy abriendo la app?! Y la segunda que la opción de Transferencia directa siempre me aparece en mantenimiento, me pregunto ¿porque? es que acaso se les dió por dejarlo asi, o se les olvidó de terminar el dichoso mantenimiento",authenticity
1003,"En la última actualización por defecto te pide que ingreses el código o clave de token, resulta innecesario este requisito puesto que puede ser confirmado con un SMS del titular de la cuenta por telefono, además que resulta imposible para aquellos que perdieron o dejaron de utilizar el token por algún. Deberían con mejor criterio lógico e intuitivo desarrollar el apk, resulta frustrante recurrir a un apk de un banco que tiene tan largas colas y no poder realizar lo que con la competencia lo hace",authenticity
1004,"Muchas veces no funciona la app, quiero saber mi saldo y aparece que no se ha podido procesar la operación y otras veces que ingresé mi clave erróneamente 3 veces y no me permite entrar hasta el día siguiente. Para variar, ya no se puede revisar el saldo ni movimientos desde la web. Cada vez peor el BN, me genera más problemas que antes.",authenticity
1005,"He instalado y desinstalado la app varias veces y no deja ingresar ningún dato no aparece el teclado en pantalla por favor reparar lo antes posible. Les va una estrella por la falta de interés en darle solución al problema y por qué no solo pasa en la app, también pasa en los cajeros automáticos y los agentes de BN.",not_applicable
1006,"Pésimo realmente, no solo por qué demora en ingresar, sino que además, aún y cuando ingreso la clave correcta, me dice que está mal y en el primer intento me bloquea por completo, diciendo que hice 3 intentos errados, afectando así la posibilidad de hacer operaciones hasta en el cajero.",authenticity
1007,"Desde hace varios días trato de abrir la aplicación, pero no es posible. La app no funciona desde cualquier parte del mundo? Porque solo los usuarios de Perú pueden acceder con total normalidad, en mi caso que me encuentro en el exterior no es posible abrir el aplicativo y muchos menos la página web, no entiendo porque. Podrían darme alguna respuesta.",not_applicable
1008,"No sirve... Como bien comentan, anteriormente usando la banca por internet, se podía realizar las operaciones tranquilamente, luego aparecio el dichoso mensaje que había que activar nuevamente la clave de Internet. Hacer cola en el banco, para reiterar el servicio activado hace tiempo... Descargo la aplicación y una operación tan sencilla como el pago de un servicio no se puede realizar... Que cangrejos son...",not_applicable
1009,"Hace un par de meses atrás la app empezó a fallar al ingresar decía que no podía atender mi solicitud, luego al querer colocar mi clave decía que ya hubo varios intentos fallidos cuando recién estaba entrando, al momento de hacer las transferencias sale que no se puede la página se pone en blanco y se congela.",authenticity
1010,"Llevo meses con el mismo problema, me pide actualizar datos pongo la clave token y una vez q coloco aceptar se reinicia y vuelvo al inicio, cambie a clave SMS y lo mismo, desinstale y volví a instalar la aplicación y siempre es lo mismo me pide actualizar datos una vez q pongo la clave se vuelve a cerrar la aplicación y al final no puedo hacer nada, ¡¡PÉSIMA APP!! ¿Cómo justifican su sueldo los programadores si no corrigen este error en meses? Pff",authenticity
