ID,Comentario,Clasificacion_ISO25010
1101,Esta actualización del 28 de mayo esta con errores. Una vez que actualizé la app no me mostraba el teclado para digitar la clave. Lo que hice fue desinstalar y volver a instalar. Me solucionó el problema por un momento y ahora otra vez no me aparece el teclado. Con la versión anterior funcionaba ok.,not_applicable
1102,"La aplicación no me deja ingresar a la cuenta. Me sale un anuncio que pide actualizar datos, lo acepto, me mandan el código, lo ingreso y se actualiza la aplicación, cerrando la sesión. Es decir, me pide actualizar los datos pero no me lo permite y por consecuente tampoco puedo ingresar a la cuenta.",authenticity
1103,"Al app no funciona en ciertos horarios es un calvario, una porquería diría yo, se supone que la app debería de servirnos para todo tipo de servicios, de seguro que si lo hace pero cuando quieres por ejemplo transferir a un horario (6 AM por ejemplo no funciona) no carga la ap, en una emergencia la app no funciona, es un desastre, no sé quiénes sean los programadores del mantenimiento del app, no sé dónde estén alojados los servicios de la app, deberían de despedirlos por inútiles.",not_applicable
1104,"Pésimo servicio. Constantemente sale ""usted hizo tres intentos incorrectos"" o ""en estos momentos no podemos responder a su solicitud, inténtelo más tarde"". Y, para activar el token digital demora una eternidad el mensaje de confirmación al celular.",authenticity
1105,"Pésima gestión de atención al cliente a través de sus canales; usan bots, ponen que un asesor se va a comunicar contigo y no lo hacen, no responden los teléfonos (casi media hora esperando). No brindan soluciones al problema, la app está terrible.",not_applicable
1106,"Despidan al programados que hizo esta k-gada de aplicación. Te registra 3 intentos cuando no la haz usado, funciona solo por horas diciendo que no puede procesar tu operación, en la noche se desactiva sin poder usarse, no permite transferencias interbancarias, es una PORQUERÍA.",authenticity
1107,"Enserio, no lo creo, para lo único que uso esta app es para ver los movimientos de mi tarjeta, nada más, solo la uso yo, pero desde ya hace una semana me sale 3 intentos fallidos, he llamado para que me solucionen y literalmente he esperado una hora hasta que me responda una persona que al parecer no le gusta su trabajo y me diga ya lo vamos a solucionar, pero al final no solucionaron nada, entonces me preguntó yo,¿que función tiene una app que me para saltando avisos que no se puede usar?",authenticity
1108,Pésima. Debería ser como la app del BCP porque llevo días y no puedo hacer una transferencia a otra cuenta del mismo BN. Ahora que debemos evitar salir hacen estos experimentos y nos complican más la vida. Si no tienen una app bien programada entreguen token físico porque los mensajes del token virtual llegan con retraso no se puede realizar las operaciones. Ojalá solucionen pronto porque es una pena que el Banco de todos los peruanos de un pésimo servicio,authenticity
1109,Muy pésimo el servicio de esta aplicación ya que por muchas razones: no te permite realizar transferencias al instante. Cuando creas cuenta de yape no te permite hacer obsolutamente nada y a un así permiten que vincule con el yape. Las transferencias demoran un montón de tiempo y desconfianza de los transferidos. La aplicación no sirve para realizar compras y pagar mediante la aplicación. ...,not_applicable
1110,Una pésima aplicación yo no la recomiendo a nadie ahora que la eh actualizado me pide colocar token para actualizar datos y se cierra automáticamente generando su propio error aprenda hacer una buena aplicación ni para eso son buenos aparte de que siempre están fuera de linea para hacer transferencia u otras transacciones.,authenticity
