ID,Comentario,Clasificacion_ISO25010
201,"malo, cada nada actualizar",not_applicable
202,muy,not_applicable
203,pésima,not_applicable
204,"Es una estupidez, soy persona mayor y la semana pasada, hemos retirado dinero, y ahora no puedo ver mi movimiento, póngalo cómo antes. Califico. O.",accountability
205,buena,not_applicable
206,"en si es buena, pero últimamente no me deja transferir nada y por momentos falla. Dice que es porque se reinstalo deberían solucionarlo",not_applicable
207,no quiere entrar muy mal la aplicación,not_applicable
208,bien,not_applicable
209,pésima no funciona !!!!hagan las cosas bien si no ...no las hagan !!!!,not_applicable
210,Falla muy rápidamente,not_applicable
211,por ultimo no se k esta pasando con la aplicacione ta fallando🙄 mucho,not_applicable
212,hoy desde las 10 de la mañana no me permitio ingresar y ahora que so las 20:00 sigue con su mensaje de no hemos podido procesar la operación,not_applicable
213,quiero instalar y tengo como 2 meses que no puedo abrir soy adulta mayor y no domino la tecnología,not_applicable
214,"Que esta pasando la app no funciona ya son 8 horas, aveces se necesita urgente y no se puede usar la banca movil es estresante confiar la entidad...solucuonen el problema rapido",not_applicable
215,"Solo hoy presentó fallas desde las 6am hasta la noche, ninguna funcionalidad.",not_applicable
216,"no se que pasa, no puedo entra a la aplicacion",not_applicable
217,No. Abre la. Aplicación,not_applicable
218,Cuando más se necesita el app.. se cuelga o no entra o resulta que tiene límite en su horario.. hoy todo el día no funcionó 😭😡 ARREGLENLOOOO,not_applicable
219,No carga en absoluto nada,not_applicable
220,hay problemas no habré dice intentar más tarde,not_applicable
221,"nunca carga, lleva meses sin funcionar. se queda en rojo.",not_applicable
222,UNO DE LOS BANCOS MAS CAROS Y PÉSIMO SERVICIO.,not_applicable
223,No fluye,not_applicable
224,muy lento,not_applicable
225,no puedo entrar a la aplicación desde ayer no esta funcionando como debe,not_applicable
226,está empezando a fallar el app. no ingresa la aplicación,not_applicable
227,es feo,not_applicable
228,"El aplicativo en estos momentos no se puede ni abrir, y si entra se sale, y dice q en estos momentos no se puede atender y ya está todo el día así",not_applicable
229,"Todo el dia, esta aplicacion de porqueria no a funcionado.",not_applicable
230,Asco la última actualización,not_applicable
231,el día de hoy quise ingresar pero la app no carga,not_applicable
232,no entra a la aplicación,not_applicable
233,No carga,not_applicable
234,"no me abre la app desde hace 3 días , lo instaló y lo vuelvo a instalar y nada también lo descargué en otro celular y nada que abre la app!!!!",not_applicable
235,"hace dos días acabo de actualizar mi aplicación y se ha vuelto demasiado, lenta, no me permite realizar transferencias al CCI, a lo mucho una vez al día. un decepción total. TRATEN DE MEJORAR NO EMPEORAR !!",not_applicable
236,"Presenta muchos fallos, hay días que demora mucho en cargar, es muy lenta todo el tiempo, y ahora esta sin funcionar, no se puede confiar tener el dinero aquí, si cuando necesitas usarlo no sirve",not_applicable
237,Cada cierto tiempo falla! Falta de soporte de los desarrolladores.,not_applicable
238,"No puedo acceder hace horas a la app, no hay actualización pendiente tampoco. Que puedo hacer?",not_applicable
239,No pasa nada cuando quieres hacer algunos movimientos demora en cargar luego te sale que intentar más tarde pésimo servicio un asco,not_applicable
240,no abre la aplicación,not_applicable
241,no ingresa la app,not_applicable
242,Porquería de aplicavion,not_applicable
243,por momento no se puede ingresar,not_applicable
244,"Que esta pasando con los servicios de la APK BN, desde ayer hasta la fecha no se puede ejecutar la apk...esta así ya días con esta problema, espero su pronto solución con la serenidad a este problema",not_applicable
245,uno no sabe cuando se colgara la app ante una emergencia está aplicación es una decepción.,not_applicable
246,"horrible aplicativo, un desastre",not_applicable
247,"Se congela, no funciona arreglen",not_applicable
248,"no me deja abrir la app desde hace días, al momento de querer ingresar mi contraseña no me deja y no veo ningún tipo de solución, app no recomendada",not_applicable
249,"ahora está pésimo la app , falta actualizaciones para poder ingresar a la app , siempre esta que no se puede ingresar... 🙂",not_applicable
250,"Aplicación poco intuitiva y nada amigable, se satura cada dos por tres, y parece ser que ni el banco ni sus desarrolladores, se han percatado de ese grave error.",not_applicable
251,"estoy teniendo problemas con la confirmación de la clave dinámica, no me llega.",authenticity
