ID,Comentario,Clasificacion_ISO25010
1301,Pésima aplicación del banco de la nación es un caos a cada rato falla no deja ingresar para ver si es que an hecho el depósito 😠😠Mejor estaba la otra opción del celular*551# ahí era todo mejor uno podía ver todo ahí rápido en serio ya que está aplicación no sirve para nada,not_applicable
1302,"Esta app es totalmente mala , no sé qué sucedió pero sería bueno que pudiesen arreglarlo, al ingresar sala que no está disponible, pasa el tiempo y sigue de la misma manera, nunca deja ingresar , desinstalé y volví a instalar y sigue igual.",not_applicable
1303,"El dia de ayer hicieron compras por internet, al darme cuenta mediante un correo que me llegó avisando de esas operaciones, llamé a bloquear presenté mi reclamo ya que ni siquiera tenía activada la opción de compras por internet, de verdad no brinda ninguna seguridad.",integrity
1304,"No puedo ingresar a la app, me sale ""en este momento no hemos podido procesar la información, inténtelo más tarde"" Ya intenté por dos semanas enteras instalé y reinstalé, y nada. Solucionen ese bug por favor.",not_applicable
1305,"Aplicación que da un pésimo servicio. Fui a una sucursal del Banco para afiliarme a la clave SMS y luego cuando he querido activar esta clave SMS me sale ese cartelito ya conocido de ""Ha ocurrido un problema al procesar la operación, por favor intentar más tarde"". Más tarde vuelvo a ingresar a la App para intentar nuevamente activar la clave SMS y me sale otra vez ese cartelito; después de muchos intentos frustrados de no poder activar la clave SMS, he tenido que anular la activación de la clave",authenticity
1306,"Buenas noches, hace un mes intento ingresar a la app pero no me permite ya que me indica que debo actualizar mis datos, intento hacerlo pero la app me regresa al inicio para ingresar nuevamente la clave. Presenté mi reclamo pero hasta la fecha no me solucionan el inconveniente.",authenticity
1307,"La app no funciona ya voy 2 meses que intento ingresar pero cuando entro aparece la pantalla roja y se desaparece, lo reinicie mi cel pero no funciona, no sé si sea x la nueva actualización pero solucionen de una ves , ya hay varias personas que están quejándose x eso",not_applicable
1308,"La app se instala en el celular aparece la pantalla roja del bn y luego se cierra, no te permite ni presionar para generar clave. Ahora esto tiene un tiempo limitado para activar esto quiere decir que debo acercarme de nuevo al banco? Alguien me ayudará en ventanilla para que me diga cual es el problema con la app?",not_applicable
1309,"Recontra pésima la aplicación. Cada que uno quiere ingresar al aplicativo sale el mensaje ""no hemos podido procesar la información. Por favor intenté más tarde"" No sé cómo pueden los del banco poner un aplicativo que no funciona 😔 No funciona este aplicativo, en un fraude este aplicativo ya que no funciona",not_applicable
1310,"La aplicación está de mal en peor antes fallaba en las noches ahora me dice que eh tenido 3 intentos incorrectos al ingresar mi clave cuando es el primero, la verdad deberían buscar a otro programador y mejorar la aplicación",authenticity
1311,"Instalé este aplicativo para transferencia interbancaria pero de nada sirve, ahora no puedo ingresar a mi cuenta porq aparece q hice 3 intentos. A veces el aplicativo no abre y no te permiten hacer transferencia temporalmente. Hay mucho q mejorar.",authenticity
1312,"La peor aplicación del los bancos a cada rato sale en esto momentos no hemos podido procesar la información, teng q rezar para hacer me atine hacer una transferencia...y no se ingresa a cualquier hora...no hay para calificarla con menos estrellas por que sale debiendo 😡😡😡",not_applicable
1313,"Pésimo aplicativo, deberían hacer algo para mejorar el aplicativo, se cae a cada rato y el cliente necesita hacer transacciones urgentes. Pésimo, a pesar de estar actualizado sigue con muchas fallas, horrible.",not_applicable
1314,"Enojado, porque la app ya tiene tiempo con fallas al ingresar , sean más conscientes por favor, arreglen eso ,ya hay muchas quejas y encima hay colas inmensas en la puerta del banco. Agilicen los procesos y arreglen esta APP .",not_applicable
1315,La peor aplicación que conocí hasta el momento estoy ingresando y me sale que te equivocaste de clave 3 veces que porquería. Por que hacen tu retribuciones de remuneración en este banco sin efecto de tecnología absolutamente no ayuda nada no se puede ni realizar una recarga. Por favor que nos cambie de tipo de pago no puedo realizar mis movimientos cuando estoy en urgencias. Eso es apoderarse del dinero ajeno una verdadera lastima tener esta aplicación. Así Con todas las palabras. No sirve.,authenticity
1316,"Muy mal servicio, estoy intentando ingresar a la app y me sale que debo actualizar, le doy para actualizar y en la play store no sale nada para actualizar, solo abrir, la abro de nuevo y otra vez el aviso que tengo que actualizar.",not_applicable
1317,"Lo estuve usando un tiempo, lo desinstalé...paso un tiempo más volví a instalarlo, me funciono, todo bien, pero deje de usar la aplicación un tiempo quise entrar, ahora me sale un mensaje que vuelva intentarlo, lo desinstalé e instale de nuevo, Y nada sigue igual, ya está así más de 3 meses y sigue igual",not_applicable
1318,"Anda muy mal la app, a pesar de no haberla abierto ingreso y me sale ""Ud tiene 3 intentos fallidos"" y para pagar mi línea de celular tampoco me sirve, ojalá solucionen este problema ya que ni entrando a una página sirve hacer tu consulta, te pide que lo intentes más tarde.",authenticity
1319,"La aplicación no abre, entro y en menos de 2 segundos se vuelve a cerrar, no puedo hacer ninguna operación, y encima ir al banco es peor aún. En plena era digital es indignante que no puedan actualizar su aplicativo.",not_applicable
1320,"Es un desastre su app , tan sencillo de habilitar , y ustedes son un fracaso en digitalizacion , aprendan del bcp . No me permite crear mi clave de Internet , cuando me lo creo, usted ya cuenta con una cuando se coloca ,olvide mi clave ,usted intento 3 veces , me hacen perder mi tiempo , aprendan del boot Clara del bcp , ustedes un fracaso y hacen perder el tiempo , ni una estrella se merecen .",authenticity
1321,"No me permite ingresar a la app, se congela ni bien deseo ingresar mi contraseña, horrible que no trabajen en su funcionamiento los técnicos o desarrolladores, ojalá más adelante se pueda resolver eso, ya desde mediados de este año sigue así, no puede ser.",authenticity
1322,"Pésima me dice que ya ingrese más de 3 veces y que ya no puedo... que ansiedad causa esta app y deja mucho que pensar el porque se bloquea solo como si alguien intentara atinar a la clave, cero estrellas.",authenticity
1323,"Me sale qué ya intente 3 veces y es la primera vez q estoy ingresando,solo yo uso mi celular 😠ya veo qué es problema del aplicativo. Incluso lo he desinstalado y lo he vuelvo a descargar y continúa presentando el mismo problema...",authenticity
1324,"Estoy teniendo mucho inconveniente, antes me permitía hacer mi transferencia rápido y son problemas y ahora cuando quiero hacer me vota ""que en este momento está restringido "" a cualquier hora. Se está volviendo pésimo la aplicación",not_applicable
1325,"La opción es buena para tener más facilidad pero yo tengo un problema cuando quiero hacer giros a otros bancos siempre me dice en estos momentos no está disponible, lo mismo cuando deseo pagar servicios, sugiero realizar modificaciones en el sistema",not_applicable
1326,"No tiene actualizaciones novedosas, no podemos transferir dinero a través de la app . Cada cierto tiempo el sistema nos arroja que hemos errado al colocar las claves y la aplicación se bloquea.",authenticity
1327,"La app no era tan mala cuando usaba token. Pero ahora que se ha hecho el cambio a clave sms, tuve que ir personalmente al banco a pedir que se actualice porque mi token habia vencido, luego la app me pide que actualice datos y la app se reinicia csda vez que le doy click a ""aceptar"" cuando me pide actualizar dato. Dejandome sin la oportunidad de entrar a la app",authenticity
1328,"Hasta hace dos semanas sin actualizar me estuvo funcionando bien ahora que pide. actualizar la aplicación,llevo ya dos horas y no carga la actualización. 10 de febrero y sigo con el mismo problema al actualizar como indica la aplicación no se puede instalar y no se soluciona dicho inconveniente",not_applicable
1329,"Todo estaba bien en un inicio cuando lo instale ,pero ahora intento abrir la app y me sale en este momento no hemos podido procesar la operación ,por favor intentar más tarde ,por más que la desinstalo ,y la vuelvo a instalar ,la actualizo y todo no se puede hacer ni miércoles se volvió un asco esta app no es nada segura ...🤬",not_applicable
