ID,Comentario,Clasificacion_ISO25010
2201,acabo de instalar y no se puede ingresar quiere obtener permiso para todo contactos ubicación teléfono almacenamiento puede ser pero otros permisos no se le puede otorgar tiene un horroroso sistema operativo no está bien diseñado bo es funcional no te permite accesos a funciones básicas y encima cobra comisiones x acciones que no debería podría seguir pero mejor lo desinstalo,confidentiality
2202,Aveces funciona y aveces no. Además no se puede hacer todos los pagos como por ejemplo a las universidades. Espero que más adelante aummenten esta opción.,not_applicable
2203,"Esta App es un fastidio, te manda a actualizar a cada rato, aparte no está disponible la red, es estresante... Deberían ver la forma como hacer mas accesible",not_applicable
2204,"Podrían corregir la app cada ves que ingreso falla el táctil encambio con las otras aplicaciones que tengo normal funcionan, lo desinstale y lo volví a instalar pensando pero aún así no funciona",not_applicable
2205,"Hace mas de 15 dias que no solucionan que vienen fallando con el aplicativo yape, ya que sale error de tu banco uno se contacta con un agente del BN y solo te dice tenemos problemas pero nunca te da una solución ....que pésimo.",not_applicable
2206,Cada dia va de peor en peor no se pude hacer nada en esta app...y por si fuera poco a cada dia hay q actualizar por q si no lo haces no entra que tonteria de app...se les exhorta a solucionar esos problemas,not_applicable
2207,"Desde la última actualización lo malograron todo , no me deja poner mis datos , arreglen de una vez este rollo llevo meses de esta forma . Si no solucionan este problema tendré que migrar a otro banco .",not_applicable
2208,"Quiero saber la razón del por qué con la última actualización están pidiendo el DNI, ya que a algunos usuarios no nos da seguridad brindarlo. No me parece necesario, e incluso pudieron ponerlo opcional. Espero respuesta, gracias.",confidentiality
2209,"Desde hace cuatro días no puedo verificar mis movimientos y saldos, por servicio verificar app a fin de acceder a mis requerimientos, gracias.",not_applicable
2210,Muy mala aplicación tenía que ser del banco de la nación presenta muchos problemas por ejemplo hoy tuvo muchos y no me permite ingresar...en general malisisisisisima!!!,not_applicable
2211,"No puedo utilizar el teclado o cualquier botón al ingresar a la app. La he desinstalado e instalado más de 5 veces, e incluso reseteado mi cel. No funciona",not_applicable
2212,"No funciona , no muestra el monto y no tiene accesibilidad para agregar el número si eres nuevo sin acercarse algún banco. Almenos la funcionalidad básica de mostrar tu cuenta con el saldo no muestra.",not_applicable
2213,"No se puede ingresar al aplicativo se queda congelada la pantalla para poder ingresar datos, solucionen el problema por favor.",not_applicable
2214,Pésimo!? Cada vez que se quiere abrir la aplicación te dice que lo intentes más tarde porque no pudieron procesar la operación.,not_applicable
2215,"Por favor solucionen la pantalla congelada en el app, no se puede escribir nada, ingresar ningún dato, para entrar.",not_applicable
2216,"Hace años en el cajero no salió el dinero , y en la tarjeta si salió como retirado ,me preocupé comunicando de inmediato al Banco de la Nación, menos mal , me solucionaron ,..ya todo tranquilo.",integrity
2217,"No puedo editar los datos de mi DNI y tarjeta la aplicación se queda congelada, apoyen para solucionar el problema.",not_applicable
2218,Esta app NO permite guardar las transacciones financieras además NO permite realizar un pegado del número de ctas...son detalles que ayudaría mucho al momento de realizar transferencias...,not_applicable
2219,Pésimo!! Mas de una semana quiero ingresar a la aplicación para ver mis depósitos y nada.... No se puede ingresar.... Solo sale cargando y no habre... 😤,not_applicable
2220,"Ya va pa los 2dias que me sale el mensaje NO PODEMOS PROCESAR TU SOLICITUD,pensé sería pasajero o el único con este error pero veo que no es así, y pésimo porque la fecha no le dan solución y menos se pronuncian para dar una explicación a los clientes",not_applicable
2221,"Pésima, no se porque figura que hice 3 intentos de ingresar cuando ni siquiera abrí la app. Su servicio cada día es peor.",authenticity
2222,"Tengo problemas para ingresar a la aplicación, presenta un error y no permite iniciar sesión, al parecer esta ocurriendo en equipos android",not_applicable
2223,"Es una pesadilla, acaba vez que actualiza debo activar mi Token y por si fuera poco sale el bendito mensaje de 3 intentos seguidos, pésima app",authenticity
2224,"Se congela y no funciona, como desean que dejemos de molestar para tramites sencillos a la agencia si nisiquiera brindan un aplicativo con buena calidad",not_applicable
2225,Hace poco acabo de ver una noticia sobre la vulnerabilidad de la banca móvil para que terceros usurpen las cuentas. Espero la actualización del 24 de agosto pueda solucionar ello.,confidentiality
2226,Llevo tres días intentando ingresar ala app pero lastimosamente no lo puedo lograr ya que me sale que ingresé tres veces mal mi clave y en verdad ya me cansa de está situación. Pésimo servicio.,authenticity
2227,No se puede hacer transferencia y se supone que se debe evitar ir al banco y tener que recoger. Arreglen todo y faciliten los procesos para no tener que ir al banco.,not_applicable
2228,Hola estimados banco de la nación quisiera saber cuando van a resolver la app aparece siempre roja la pantalla creo que nos deben una explicación a todos los usuarios si van arreglar o no .gracias.,not_applicable
2229,"Me indica 3 intentos errados... ESTA APLICACIÓN CREO QUE YA FUE, porque a veces puedo ingresar normal y a veces me sale ese mensaje que dije al inicio.",authenticity
2230,Llevo días intentando ingresar a mi aplicativo para verificar mi saldo y movimientos y l pantalla está congelada por favor necesito solución a este problema.,not_applicable
2231,"Pésimo, para colgándose, no disponible, encima ingresas y sale que ya son tres errores, una pérdida de tiempo.",authenticity
2232,"Hola, hace un par de horas me fui a activar mi clave dinámica digital, todo bien .. pero cuando me boy a la opción transferencia... Me dice que la operación a sido desactivado en la opcion de ""configurar tarjeta"" por que? ..!! Alguien me explique...",not_applicable
2233,"Deberían estar al tanto de la aplicación, aveces cuando la nesecitas no quiere entrar o dice que ingresaste 3 veces la clave incorrecta, arreglen eso por favor",authenticity
2234,"Me indica que en este momento no podemos procesar operación, si es error de mi dispositivo solucionen por favor si no es eso me notifica como solucionar, gracias !",not_applicable
2235,Es un completo engaño está aplicación nunca está disponible para hacer una operación que decepción trabajen en mejorar señores del banco de la nación no engañen a la gente Arreglen está aplicación de una buena vez es un fiasco Arreglen está app de una buena vez,not_applicable
2236,"Hoy en la Actualidad no podemos darnos el lujo de estar actualizando la aapp cada vez, por lo mismo da mucho temor por los constantes robos, espero no vuelvan a pedir más actualización",resistance
2237,"Para empezar, siempre emite error, culpando al banco de destino de la transferencia, solucionen ese problema, si puediera le pongo media estrella, pero tengo que poner 1 para poder comentar",not_applicable
2238,"Me aparece como si no tuviera afiliado mi número celular cuando entro a transferencia, luego ingreso a seguridad y si me sale número afiliado.... No funciona la app , más de lo que confunden con sus mensajes",not_applicable
2239,"Como es posible q el banco no tenga para pagar por una buena aplicación.. a estas alturas la gente ya no debería optar x guardar su dinero en los bancos eso es una pérdida d tiempo y dinero.. por q en vez d mejorar su atención hacia nosotros, solo empeora",not_applicable
2240,"Estaba todo bien hasta la última actualización, ahora al momento de ingresar no permite utilizar las teclas para ingresar la contraseña, ESPERO SOLUCIONEN PRONTO.",not_applicable
2241,La peor aplicación que hay... Se te bloquea la clave y no tienes opción de nada y eso no beneficia en nada uno llama y no te dan solución en 24 horas es la peor aplicación de banco,authenticity
2242,"Hace semanas no se puede ingresar a la app, se queda en la pantalla roja con el logo del BN, hice de todo pero sigue igual. Alguna solución? O va a estar así para siempre?",not_applicable
2243,"Me sale ha ingresado 3 veces la clave errónea y era la primera vez que ingresaba en el día, y me sigue saliendo igual, entre a olvidé mi contraseña y crear nueva clave y dígito mi nueva clave y me sigue saliendo ingreso 3 veces clave errónea. Deben arreglar esto, es inaceptable el banco de la nación de todos los peruanos y es el peor",authenticity
2244,No abre desde hace ya varios días y no hay solución del soporte. Y mi app sta actualizada y un amigo tbn le sucede lo mismo y sin poder hCer trasferencias no ver saldo en la app q no abreeee,not_applicable
2245,"Una porquería de app, uno se afilia haciendo una larga cola en el banco para poder hacer transferencias vía banca móvil y resulta que la banca móvil todo el tiempo se encuentra en mantenimiento 😠",not_applicable
2246,"pésima app, cada rato se cierra, en el momento que más necesitas hacer operaciones no abre la app o se congela. no pueden contratar buenos programadores o que",not_applicable
2247,No puedo hacer pago ni recarga ni transferencias compras online tengo mi token cuando lo saque todo funcionaba bien pero comenzó la cuarentena ya no puedo hacer nada solo ver mi saldo en mi cuenta solucionen ese problema llamo a los números nadie me atiende,not_applicable
2248,Defitivamente la peor aplicacion. Traten de pedir el libronde reclamaciones. Esta app es una perdida de tiempo y esfuerzo. La banca por internet igualmente de inservible.,not_applicable
2249,"Una porqueri ade aplicación siempre el mismo problema y nunca le dan solución, ingreso a la app y se cierra automáticamente, que desesperación! 😤😤😤",not_applicable
2250,Pésima app no se puede cargar a pesar que demora 40 minutos y sigue buscando Cuando harán bien las cosas en lugar de generar CAOS INFORMATICO a los usuarios,not_applicable
2251,"Es una de las peores aplicaciones, casi nunca está disponible y siempre pide actualización, es tan pésimo como la atención que te brinda el mismo banco en persona, lo peor de lo peor, pese a ser del estado",not_applicable
2252,"No es posible que no pueda ingresar a la app. Me sale que puse 3 veces error mi contraseña, cuando no es así. Que fatal.",authenticity
2253,Pésima desde que actualizaron la app. Ahora pide actualizar datos y pide token pero al ponerle la clave token se reinicia y no deja hacer nada.,authenticity
2254,"Casi siempre sale un mensaje de "" en este momento no hemos podido procesar la operación. Por favor intentar más tarde"". Es odioso no poder usar la app a placer.",not_applicable
2255,"Pésimo, con la última actualización pide la clave token, y al ponerla, se retrocede pidiendo ingresar el usuaria nuevamente, y vuelve a pedir clave token, repitiendo todo!",authenticity
2256,"Pésima aplicación, no entra siempre te dice q marque la contraseña equivocado, o simplemente que no está disponible que horrible aplicación, deberían mejorar",authenticity
2257,"La peor app bancaria del Perú falla todos los días, lenta, inestable, poco amigable, códigos de seguridad tan grandes y no pensados para adultos mayores, no hay día y hora que no falle. Lo peor que ha podido sacar el BN",not_applicable
2258,Hola estimados está fallando no se puede entrar a la aplicación del bco de la nación sale error lo eh desinstalado y vuelto a instalar y sigue igual por favor arreglen ese problema,not_applicable
2259,"Pésimo, pide token para actualizar datos, pero igual no ingresa y vuelve a salir y al ingresar de nuevo te pide token. Es un círculo vicioso",authenticity
2260,"Señores hasta el día de hoy no han solucionado nada, ya van 2 semanas que no puedo ingresar al app, se cierra automáticamente, arreglenlo.",not_applicable
2261,"No me párese estar pidiendo actualizaciones a estas alturas, no todos podemos entrar con facilidad al celular solo entramos para saber si nos pagaron nuestros sueldos.",not_applicable
2262,Solicite en ventanilla la clave token y dijeron enviar por email y jamás sucedió. Llevo esperando meses sin poder realizar transacciones por dicho motivo.,not_applicable
2263,"Sencillamente NO FUNCIONA, se queda congelado en segundo plano y no deja ni poner los datos para logearse. OJO: ya desinstale e instale, también reinicie y NADA!",not_applicable
2264,"Siempre para en mantenimiento, no hay opciones para apagar la tarjeta, las transacciones a otros bancos es limitada",not_applicable
2265,"La idea de la app es buena, pero tiene muchos errores, corrijan por favor, veo aue no soy el primero en decirlo, uso la pagina web, porque en su app me sale error",not_applicable
2266,"No permite ingresar, te pide actualizar datos y después sale que no te pueden atender en estos momentos. Porfavor arreglen ese problema cuanto antes.",not_applicable
2267,No se que pasa con esta app porque a mi también me sale errónea y dice que ya ingrese 3 veces mi clave que solución me pueden dar por favor que ahora no puedo ni ver mi saldo que cólera 😡,authenticity
2268,"Las chicas que atienden el soporte son muy altaneras y cuando tienes un problema con la app te mandan a la oficina del banco de la nación, y para que atiendan hay unas colas inmensas.",not_applicable
2269,No merece ni una extrella es una app que es la peor a diferencia de otros bancos así que no sirve para nada solo sirve para colgarse y sacar de paciencia a todos los clientes ya ni consultar el saldo de mis cuentas sirve,not_applicable
2270,Pide actualizar y no hay actualización. Nos quieren ver la cara o qué? No puedo ingresar por qué pide actualizar y al ir ya no hay actualización,not_applicable
2271,"Con la actualización de ayer 6/2/2021, no permite ingresar por la app, acaso no realizan pruebas, pésimo para una institución tan importante.",not_applicable
2272,Sería bueno que actualicen para utilizar con token digital y NO que el cliente tenga que ir hasta una oficina todavía para sacar el token físico.,not_applicable
2273,"Ni por aplicación ni por banca se puede gestionar. No entiendo cómo un banco propiamente del Estado tenga esos problemas, sabiendo que nos encontramos en estado de emergencia. Deplorable app.",not_applicable
2274,"Se para cayendo el sistema, como en este momento, dice que lo intente más tarde, y está así desde ayer. Siempre pasa lo mismo.",not_applicable
2275,"La app tiene fallas como toda aplicación gratuita, sin embargo es de mucha ayuda para realizar transferencias entre otros (claro más de lo deseado, pero cumple su propósito)",not_applicable
2276,"No puedo colocar mi contraseña ...no me deja ingresar! La pantalla está congelada, arréglenlo por favor! Ya desde el año pasado",not_applicable
2277,"Hoy ni siquiera se puede acceder a la app, yo la usaba únicamente para consultar mi saldo y movimientos porque para otras transacciones no sirve y hoy ni siquiera eso, espero lo solución pronto es necesario.",not_applicable
2278,Es una porquería la app. Llevo días intentando ingresar y nada a diario sale en estos momentos no podemos atenderlo. Intente más tarde,not_applicable
2279,"Pesimo servicio, señores programadores cuantos dias va estar sin funcionar el aplicativo llevo 3 dias tratanto de realizar operaciones. Intenteleo mas tarde. Hasta cuando.",not_applicable
2280,"Antes podía ingresar sin problemas y ver el estado de mi cuenta pero ahora cuando quiero ingresar te dice ""usted hizo 3 intentos errados"" no tiene sentido es una estupidez",authenticity
2281,"No me deja ingresar siempre me dice que se me agotaron los intentos y cuando intento cambiar la clave siempre me sale que Ya he generado mi clave anteriormente, ¡¡Solucionen eso por favor!!😭😭😭",authenticity
