ID,Comentario,Clasificacion_ISO25010
1801,"Actualizar significa mejorar, muy lamentable, la anterior era mejor. Me piden que actualice y ahora ya no puedo ingresar. Puro error y error por gusto. Porqué me cobran varias veces comisión de seguro en el mismo mes. No se puede dejar nada en la cta porque sacan todo.",integrity
1802,"Pesami app, cada vez que se actualiza , empeora, ninguna ventaja, un gran favor sería que cambien de services de programación, son un bejamen a los verdaderos programadores.",not_applicable
1803,"Muy desepcionante la app manda a actulizar cada ves que uno decea ingresar... Se realiza la actualización y luego no ingresa no se puede realizar pagos, giros, etc.",not_applicable
1804,"Pésima app desde que lo he actualizado ,la última vez ya no abre y me sale error , volver a intentarlo y todas las veces lo mismo , espero que lo puedan corregir",not_applicable
1805,"No permite accesar, que pasa te pide actualizar y nada. Cómo usar el nuevo app si no responde? En todo caso enviar las pautas para accesar.",not_applicable
1806,"Muy mal. No puedes hacer transferencias interbancarias inmediatas. Por último no se abre el aplicativo, menciona siempre inténtalo más tarde. Para una emergencia no sirve.",not_applicable
1807,"Tengo problemas hace 1 semana con la app, no puedo transferir dinero, deberían invertir en mejoras, desde que tengo la app nunca funciona.",not_applicable
1808,Pésima aplicación se quiere ingresar dice que los datos de acceso son incorrectos o inválidos .. es increíble lo podrido que está está app mejoren de verdad .. están hasta las patas no se puede ver ni el saldo ..que triste,authenticity
1809,"No funciona ni la app ni la página web. Sale el mensaje de ""En este momento no hemos podido procesar su operación..."" Esto lleva ya dos semanas al menos sin corregir. Por favor corrijan ya que se necesita usar su banca virtual",not_applicable
1810,La averdad nc porque tantas quejas a mi me va bien . No falla nd. Desde la última actualización empezó a fallar. Por eso le bajó as olo 1 estrella Cada que quiero entrar dice que realizar 3 intentos errados y no me deja dentrar. ....,authenticity
1811,Ahora resulta que cuando quiero ingresar y para poner el número de DNI y la clave de internet no ingresa a la aplicación que feo parece que se para cayendo a cada momento muchas fallas.,not_applicable
