ID,Comentario,Clasificacion_ISO25010
2001,"Pésimo, nada funciona, la app está de más, y los pagos que realizan en caja los retiene y debes volver a pagar de otra forma.",integrity
2002,"Buen día desde la última actualización no puedo ingresar ni un dato a la aplicación como por ejemplo , no sale la barra de teclado por favor ver xq es ese problema buen dia",not_applicable
2003,La atención es pésima siempre está restringido o está en mantenimiento. Un banco tan grande y con poca capacidad de atención en su app. Mi humilde opinion,not_applicable
2004,recién acabo de actualizar y ahora me sale que la aplicación continua fallando ya no puedo hacer nada por que apenas entro a ver mi saldo me sale ese mensaje. en lugar de mejorar lo han malogrado,not_applicable
2005,"Muy mala aplicación, su servicio se cae cada día y no deja ni iniciar sesión, deberían mejorarlo con urgencia... Creo que es un app del estado y deberían darle más importancia....",not_applicable
2006,Es una tontería. Al parecer son los mismos del Banco que han hackeado esta aplicación. No entra y luego aparece que ingresan incorrecto la clave.,resistance
2007,Porquería de aplicación me tiene todo el día diciendo que el servicio está restringido el horario que ponen es por las puras ahora uno debe ir a un agente retirar y volver a depositar a la persona que uno desea ...,not_applicable
2008,App esta pesimo ultimamente no se puede abrir . Pide q pongas correo e igual no abre.como hace una semana q no se puede abrir el app. Ahora me pide actualizar .,not_applicable
2009,"Muy mala aplicación, no permite ingresar a ver el saldo de tu cuenta, porque supuestamente realizas mal tu clave... deben mejorar no sirve para nada",authenticity
2010,"No se puede acceder fácilmente, sale error a cada rato y no te permite hacer absolutamente nada mas que ver tu saldo.",not_applicable
2011,La verdad es lamentable una entidad que mueve millones de soles no puede tener una aplicación decente. Me sale app suspendida por indicaciones de sedapal que tiene que ver sedapal con los movimientos en línea del banco de la nación otra vez digo se está robando la plata porque de otra manera no se explica el no manteniemnto correcto de esta app,integrity
2012,"Le pongo esta calificacion por que tiene muchos errores y el sistema se cae a cada rato, pongan un poco de empeño en tu app xfavor",not_applicable
2013,"Está pésimo la app no deja ni entrar, y no se por que ponen horarios de transferencias, ya decían es mejor que se encargue una entidad privada, mala experi ncia y lo seguirá siendo mientras tenga entorno que utilizan banco de la Nación",not_applicable
2014,Necesito hacer un depósito con urgencia y está aplicación o bien no funciona correctamente por tráfico de usuarios o por falta de sistema. Que estrés enserio.,not_applicable
2015,Me dice siempre que generé mi clave 3 veces. Intento generarla para poder usar la app pero no puedo por que siempre es el mismo mensaje. Lo intenté con otro número de DNI y otro correo y aún no puedo. Ayúdenme por favor.,authenticity
2016,"Malísima, siempre tiene problemas. Ahora me dice que tengo que actualizar pero no hay ninguna actualización. No se puede ingresar.",not_applicable
2017,Pésimo siempre sale que en este momento no se puede acceder intentar más tarde o usted hizo 3 intentos fallidos de clave y no es así ya casi nunca abre antes no era así una porquería la aplicación ni una estrella amerita,authenticity
2018,"Una desgracia de App. ni para ver mi estado de cuenta sirve a cada rato me sale que ya hice más de tres intentos errónea, haber si pueden mejorar.",authenticity
2019,Buenos días mi antiguo celular se lo entró el agua se hizo blanco y kiero bajar la aplicación ven otro celular y no se puede se congela todo,not_applicable
2020,"Está actualización no sirve para nada, siempre sale que se cometió un error y mucho que se dice que es un banco es del estado, que se puede esperar.Lo califico como -0",not_applicable
2021,Muy deficiente la aplicación no funciona debería ser como otras aplicaciones de otros bancos que están a la altura de una aplicación segura y funcional Queremos algo que nos sea realmente útil y no una pérdida de tiempo,not_applicable
2022,Muy mala siempre me sale q tengo q actualizar y se congela la aplicación a cada rato deben de mejorar para no tener inconvenientes .,not_applicable
2023,Que pasa con la aplicación no está funcionando no me permite ingresar ... Dice que hice 3 intentos y después vuelvo a ingresar y me envían un mensaje diciendo que intente después ¿?,authenticity
2024,"No sólo son los poderes del Estado los que fallan sino también sus aplicativos móviles, es que de veras no pueden ni si quiera invertir bien en esto al menos? Y le doy una estrella porque sino no me deja publicar 😡",not_applicable
2025,"Pésimo, me sale que no puedo ingresar por haber colocado mal mi contraseña, y eso no ha pasado. Era la primera vez en una semana que ingresaba a mi cuenta. Terrible",authenticity
2026,"He cambiado operador he hecho mi cola para afiliar de nuevo y cuando entro al app e intento afiliar sale siempre. ""En estos momentos no podemos atender su solicitud"". Areglenlo por favor.",not_applicable
2027,"Siempre está en mantenimiento, imposible usar cuando se necesita, tampoco responde la llamada, una total pérdida de tiempo en los intentos, urge que mejore la app",not_applicable
2028,"Una desgracia total todo el dia intentando entrar a la app, a la web y q me sale clave errada intento 3 veces y no es la primera vez, es un dolor de cabeza este banco",authenticity
2029,Deberia ser mas facil que las cuentas a transferir tambien sean identificables por los nombres de sus propietarios. Asi se podria corregir un error del numero de cuenta antes de transferir. Gracias.,not_applicable
2030,"No puedo ingresar, cada rato esta aplicacion del demonio se tiene que actualizar o simplemente no quiere ingresar, y no es mi internet, es la aplicacion, pesimo servicio, pesimo",not_applicable
