ID,Comentario,Clasificacion_ISO25010
1201,"Esta última actualización no es efectiva para los clientes. Me pide actualizar datos con la clave token, la digito pero no la acepta. Otra incomodidad es que se cierra la aplicación. De mal en peor, ya van varios meses desde que la instale y sigue igual.",authenticity
1202,"Banco de la Nación debería de mejorar la aplicación, no puedo realizar transferencias. Tampoco puedo realizar pagos desde esta aplicación, usando lo hago me dice que hay error al solicitar clave dinámica. También considero implementar el token digital. Les falta actualizarse mucho. Espero consideren mi humilde opinión.",authenticity
1203,"Antes funcionaba bien cuando usaba el token físico, pero en este último año la app falla, ingreso con mi clave correcta y me dice que ya tengo 3 intentos errados, lo desconecto y vuelvo a instalar, me pide ir nuevamente al Banco para afiliarme a clave por internet, pésimo, considerando las largas colas que se hacen en este banco!",authenticity
1204,"Todos lo relacionado a este banco es una basura, el app, la página web, el uso de la tarjeta en los establecimientos comerciales (constantes mensajes DENEGADO), porque un banco privado si funciona y este no, si el sistema bancario es el mismo, existen las mismas herramientas informáticas en todo lado, porque? La respuesta para mi, FUNCIONARIOS INCOPETENTES",not_applicable
1205,"Es una basura de app, no sirve para nada, nunca funciona, llevo 2 semanas intentando entrar a mi cuenta para verificar los depósitos y retiros, pero la app no carga, siempre dice: ""en este momento no hemos podido procesar la operacion"". Cual operacion? Si solo quiero entrar a la maldita app!!!",not_applicable
1206,"""Usted hizo tres intentos errados..."" Por favor! una app de un banco es una necesidad primordial para poder trabajar. Pésimo trabajo de los programadores, TODO el tiempo ese mismo mensaje!! sin haber ingresado siquiera una sóla vez mal la clave previamente.",authenticity
1207,"Pesima actualizacion, ya no abri mi app porque pense que era problema de mi celular pero nada, tuve que forzozamente actualizar mi app y ahora resulta que ni siquiera abre y no me permite ni ver nada, abosulamente nada es mas ni siquiera, para colmo, no abre la app. Antes no tuve problema y podia abrirlo y revisarlo pero ahora ni siquiera abre. Cuando piensan corregir este problema?? O acaso la actualizacion es para celulares de alta gama???",not_applicable
1208,"Deben tener su sección que se encarga de la app, tan difícil les es hacer una app decente no buena pero que por lo menos me deje entrar no? Osea les pagan xd por dignidad hagan algo que se pueda considerar app bancaria. Pésima. Su alguien la va a descargar creo que sale más rentable gastar tiempo en ir al agente o cajero.",not_applicable
1209,"Separa cayendo la aplicación 2 te obligan a tener un toque, cuando eso deben de activarlo automáticamente 3 y para hacer compras o pagos también tienes que ir hasta el banco 4 no tiene la facilidad de poder desbloquearlo con tu huella digital Arreglen eso y no solamente yo le daremos una buena calificación a esa banca movil",not_applicable
1210,"Es una porquería de aplicación pareciera que me están restringiendo de alguna manera. Cuando parece que todo va bien de pronto se congela la pantalla y no te permite avanzar,lo peor es que cuando ya casi estás por terminar",not_applicable
1211,Es una porquería de aplicación! Llevo media hora tratando de entrar y encima me dice que me equivoqué en la clave cuando el problema es de ellos! Me obligan a ir hasta el banco a ver el estado de mis cuentas! Y vivo en zona rural ni siquiera hay banco aquuuui!,authenticity
1212,"No sirve, ni siquiera para conocer su saldo, y encima la actualización te pide demasiado espacio para actualizar y cuando la instalo y quiero ver mi saldo sale un aviso que dice hizo 3 intentos fallidos cuando es la primera vez que ingreso con la clave establecida. Deben arreglar ese problema sino para que crean una aplicación inservible",authenticity
1213,"Tiene muchas fallas al no funcionar bien cuando se quiere hacer algun pago por este medio, y ello es lo que incomoda mucho al usuario .. Muchas veces no permite hacer un pago y el banco de la nacion lo retiene y para devolver el dinero al usuario tiene q pasar muchas incomodinades y preocupaciones de perder su dinero..",integrity
1214,"Una porquería de aplicación, funciona cuando quiere, no se puede hacer transferencias de manera normal, funciona una veces y otras no, pésima aplicación, como se nota que es del Estado...hizo que solicitara que mi depósito de remuneraciones se realice en otro banco más serio.",not_applicable
1215,"No se puede hacer transferencias y para lo poco que servía era ver el saldo, ahora ni eso porque al momento de intentar entrar a la app dice que realicé 3 intentos fallidos cuando era el primero del día y puse correctamente mi clave. Ojalá pudieran mejorar su servicio ya que ni en el mismo banco pueden dar una solución",authenticity
1216,"Pésimo servicio. Pedí mi clave SMS y cada que entro me pide actualizar mis datos, pero al hacer click la aplicación se detiene, se cierra y hasta ahora no puedo utilizar la clave porque se cierra cada que abro la aplicación, ahora no funciona para nada.",authenticity
1217,"Definitivamente, estaba mejor, marcando *551#, era mas rapido, ahora es todo un problema para usar el servicio por el alicativo, la informacion es incorrecto, ya intento 3 veces, intente despues de 24 horas, cuanto tiempo perderemos.",authenticity
1218,"Pésimo! De lo peor. Cuando intento ingresar me dice que lo intente de nuevo o que el servicio no está disponible, además no puedo hacer transferencias ni si quiera en el horario establecido por ellos pesé de tener todo habilitado para poder hacerlo.",not_applicable
1219,"La peor app de todo el peru, nunca se pueden hacer transferencias, peor aun ni siquiera se puede ingresar al app ppr el msj que intente luego, una verdadera porqueria, y ni hablar de la pagina que se intenta logear y tampoco ingresa mantenimientos durante semanas, no se pueden ver movimientos solo los últimos 6 o 7 cuando uno necesita revisar todo sus movimientos cuando haran algo para mejorar, sus diferidas e inmediatas nunca funcionan en interbancarias",not_applicable
