ID,Comentario,Clasificacion_ISO25010
1701,"Se congela y no puedo abril la aplicación, ya van varias veces que hacen transacciones de yape que Yo no las reconozco a pesar que cambié de tarjeta e hice Reclamo y hasta ahora no tengo respuesta, para Mi, que del mismo Banco hacen los robos, es el colmo, sufro de discapacidad y no solucionan",integrity
1702,"Pésimo no se puede hacer pagos, uso el servicio de bitel y no me permite pagar mi recibo, de ningún otro servicio. Pongo la contraseña del token y me dice, error de pago en estos momentos no podemos atenderlo. Arreglenlo ya tengo un mes y medio con estenproblema",authenticity
1703,Pésimo. No se puede ingresar a la app. Piden que se actualice datos y se cierra. Hasta ahora no se puede ingresar y no se puede si hacer pago ni transferencias. Solucionen eso por favor.,authenticity
1704,"Cada vez que intento hacer una transferencia dice: en estos momentos no podemos atenderle. Solicita todo, token,claves, una y otra vez a pesar de contar y editar bien.",authenticity
1705,"De mal en peor, con la última actualización no abre; luego si por gracia divina ingresas y quieres transferir te indica que no estás afiliado a clave digital cuando tienes el token en la mano, gracias por llevar la atención que dan en sus oficinas al mundo digital.",authenticity
1706,"No se puede ingresar ningún dato, aparece la pantalla congelada. No descarguen la aplicación, es una pérdida de tiempo.",not_applicable
1707,"Desde que lo actualize se me es imposible ingresar a la app, todo el día intento ingresar y no se puede , no permite nisiquiera poner la contraseña ni el número de cuenta",not_applicable
1708,Agreguen la opción de poder acceder a los vouchers de las últimas transacciones desde el historial de movimientos. A veces uno se olvida de enviar el voucher y ya no se puede acceder a ellos.,not_applicable
1709,"A pesar que leí las reseñas calificándola de pésima App decidí darle una oportunidad, solo para reafirmar que es realmente pésima. El único mensaje que sale es. En estos momentos no podemos atenderlo. Y así una y otra vez el mismo mensaje👎🏼",not_applicable
1710,"Hace días que quiero ingresar al aplicación y solo me aparecen ingrese más tarde, UE horrible, no puedo ni consultar el saldo, nada. Que podemos hacer no puede ser que todo lo que tenga que ver con el estado se auna por*ke*ri*a",not_applicable
1711,"El aplicativo no funciona, se cierra al segundo que lo abro, actualicé el app y también mi celular y no quiere nada. Ni en el mismo banco dan solución, ¿Que sentido tiene poner el reclamo, ir al banco y no dan solución?",not_applicable
1712,Es imposible realizar transferencias a otros bancos. No sé por que si no hace transferencias bancarias incluyen en esta aplicación transferencias a otros bancos. Estoy decepcionada con esta aplicación. Tampoco puedo realizar pagos.,not_applicable
1713,"Pesima aplicación, antes funcionaba però ahora no se puede hacer pagos ni transferencias, intento todos los dias, hasta parece q se burlan del usuario, salen differentes mensajes, llamo a los números de contacto, un día me contesto una mujer , estaba exponiendo mi caso y me corto😠, volvi a llamar y hasta ahora no m contestan!!!!",not_applicable
1714,Después de esta nueva actualización sigue el app sin permitir ningún tipo de transferencia. Por favor mejoren este aplicativo ya que van ya 2 meses que el app está inoperativo. Con este problema en el app están obligando a las personas en ir al banco en esta pandemia,not_applicable
1715,"He bajado la app, pero abre y se cierra inmediatamente. Leo que está fallando desde hace varias semanas. Por favor solucionar el problema para que el cliente tenga facilidad para vivir tranquilo. Demostrado hasta la saciedad que la empresa privada es mil veces mejor que la pública",not_applicable
1716,"Sigue con el mismo error, hasta cuándo. Si tú actualizas la app desde la Google play y quieres abrir la aplicación de manda a actualizar, a pesar de que ya lo actualizas te, muy mal.",not_applicable
1717,Pesimooo. No se.puede ingresar . Ya lleva bastante tiempo así. Sigue con la pantalla congelada me cansé de reiniciar mi teléfono. Para que funcione,not_applicable
1718,"Al principio estaba funcionando bien pero después se congelo de la nada y ahora no quiere dar acceso a los datos que se necesitan para abrir mi cuenta , por favor logren solucionar este problema",not_applicable
1719,"La aplicación es mala. Teniendo un celular de gama alta, no debería colgarse. Realmente molesta el estrés que causa al realizar operaciones en línea.",not_applicable
1720,Muchas fallas. Al instalar no abre la app y si abre no permite uso del teclado para ingresar número de tarjeta y datos. ¿Tanto tiempo sin solución?,not_applicable
1721,"Mala tienen q mejorar la aplicación, a veces no permite hacer transferencias inmediatas, dice que están en mantenimiento todas la veces.. Ya estoy arta....",not_applicable
1722,"Una mrd, a cada rato se va el sistema y me dice que ta intente las 3 veces, cuando en realidad recién abro la app. Si tienen otras opciones, se metan a este banco.",authenticity
1723,"Yo la he usado y estaba todo bien hatsta hace 02 meses atrás. Luego ya no se podía ni tranferencia, ni giros. Decía que está en mantenimiento. Hasta el día que la desinstalé y fin de la historia. Nunca más.",not_applicable
1724,"No merece ni media estrella pero tuve que ponerle una para que me permita publicar,llevo meses tratando de usar la app para realizar transferencias y solo me sirve para ver mi saldo. Pésima aplicación, totalmente inútil",not_applicable
1725,"Cero estrellas, dicen que vayamos a una agencia para validar el token y clave sms. Se supone que esta app es para no tener que ir al banco. Recién bajó la aplicación con mis datos y me pide que actualice. No sirven para nada.",not_applicable
1726,"No había tenido ninguna mala experiencia, hasta ahora que me pidió actualizar, lo hice y me dale que ya no se puede realizar transferencias, muy mal, pésimo, se supone que debe de mejorerse en cada actualización, pero al contrario me ha decepcionado",not_applicable
1727,"le doy una estrella, se actualizo la aplicacion y ahora no abre para nada, si logran arreglarlo lo vuelvo a instalar, porque ya no me sirve con ese problema. aunque no se merece ni una estrella,... pero para publicar debo de ponerle estrellas... que pesimo servicio",not_applicable
1728,"Para variar .. los productos que ofrece el estado son de mala calidad... a veces funciona a veces no, no me deja ver mi cuenta .. no me deja hacer operaciones, se cuelga a cada rato .. terrible aplicativo bancario",not_applicable
1729,"De un momento a otro no me permite entrar a la aplicacion indicando que se hizo 3 intentos errados, y esto es desde hace una semana y hasta ahora nada, no permite ingresar, que mal.",authenticity
1730,"Es una pena que por medio de esta app no pueda acceder a mi cuenta, me sale que hice 3 ingresos errados de mi clave cuando fue la primera que hice correctamente y no entra. Una verdadera lastima esta aplicación.",authenticity
1731,"Muchos errores, se congela mucho la app, a veces ni abre o se lagea. Además para ser banco de la nación cobra mucho más por transferencia que cualquier otro banco.",not_applicable
1732,"Muy mala experiencia, siento que mi dinero no está seguro. Presenta errores, en ocasiones no puedo entrar porque simplemente la página se cayó, o me dice que mi clave está mal o que ya realicé más de tres intentos cuando no es así",authenticity
1733,Opciones muy limitadas de pago de servicios. Montos minimos para recarga mas altos que de los otros bancos. Mucha vuelta. Deben bajarse el app de Interbank y guiarse. Esa si es muy rapida y práctica,not_applicable
1734,"Es increíble que vaya como 2 meses sin poder actualizar mis datos siempre sale que ""No es posible actualizar datos en este momento"" no puedo hacer transferencias por esta aplicación basu....!!!",authenticity
1735,"Pésima app. Todo el tiempo falla, no llegan los mensajes, se bloquea y no permite hacer transferencias, etc...",not_applicable
1736,"Sinceramente, que perdida de tiempo estar actualizando a cada momento, lo peor es, que cada vez que actualizamos se vuelve más lenta la aplicación, es un desastre 😒",not_applicable
1737,"Al inicio funcionaba buen ahora, No me permite realizar transferencias interbancarias, me sale siempre que el servicio está restringido o q no pueden ayudarme en este momento.",not_applicable
1738,"Me pide actualizar para poder hacer una operación; pero cuando le doy ACTUALIZAR me envía al Google Play y punto, no se actualiza, hay una opción de abrir ymque nunca abre. Mala la aplicación.",not_applicable
1739,"Lacra el servicio, nunca puedo ingresar, por más que cambies la contraseña, igual no entrará. Si no van a arreglarlo, mejor borrenlo del playstore para no llenar espacio en vano.",authenticity
1740,"Cada vez peor la app, no deja hacer operaciones, se cierra sola, no funcionan las transferencias interbancarias inmediatas, y muchos errores más...",not_applicable
1741,"Desde hace como 4 meses que viene pasando que cuando quiero hacer una transferencia interbancaria me sale servicio en mantenimiento, no no sean porquerias. como va a ser posible que en esta situación q vivimos pase esto cuando uno ni siquiera puede salir al banco por las largas colas.",not_applicable
1742,"Es un asco, lastimosamente me pagan en este banco , las transferencias interbancarias tardan demasiado , se cuelga el app por momentos y piden constantemente actualizaciones como si en verdad solucionaran algún error, pésimo.",not_applicable
1743,"Es una pésima aplicación, no funciona o los fines de semana o en horarios nocturnos, a cada momento de tiene que actualizar.",not_applicable
1744,"La aplicación estaba bien, pero dejó funcionar, me.sale un mensaje: en este momento no podemos procesar su operación intente más.tarde, solucionen eso portavor,.muchos trabajamos en zonas donde nos existe un Bn, y está app nos sirve para hacer jirós a nuestras familias,.pagar servicios, agradecería pronta solución.",not_applicable
1745,"No nos permite ni ingresar, que porquería de aplicativo. Para ser un aplicativo de un banco y ya que de por si, maneja mucho dinero... Deberían mejorar la calidad de sus servicios.",not_applicable
1746,"Pésima aplicación,no se puede ingresar. Por favor señores del banco de la Nación solucionen este problema. Tanto dinero que ingresa a este banco y no pueden contratar un buen desarrollador de aplicaciones para brindar un buen servicio. Si no quieren invertir en una buena aplicación es mejor que lo eliminen de play store por es un dolor de cabeza.",not_applicable
1747,"Una tontería, llevo 4 días queriendo entrar y aparece que no se a podido procesar la operación. Por lo menos deben buscar una solución que se pueda hacer a través de la página web, pero ni eso. Mejoren a sus ingenieros de sistemas.",not_applicable
1748,"Antes utilizaba con normalidad la aplicación, ahora que cambie de celular con un A25 con Android 14 no carga ni abre la aplicación, brinden una solución, es necesario quq se actualicela aplicacion para ser usada en Android 14.",not_applicable
1749,Definitivamente el token es bueno y malo a la vez... En este tiempo sería mucho más factible usar el token digital y no ir a perder un día haciendo largas colas.,not_applicable
1750,"No funciona, no me deja hacer transferencias, dice que la operación ha sido desactivada. Voy a configuración de tarjeta y me dice 'ocurrió un problema... '.",not_applicable
1751,"Realmente es un fastidio, hace dos dias hice una transferencia diferida, y hasta el dia de hoy no llega al destinatario ese monto, pero de mi cuenta ya me lo restaron. Y sus numeros que exhiben estan fuera de servicio.",integrity
1752,"Una porquería de App, desde un tiempo hasta aquí, no puedo ingresar a ver mi saldo. Igual que a todos se congela y no abre para nada. La verdad es que aburre esta situación.",not_applicable
1753,"Pesima aplicación!! Me Pide actualizar mos datos, ingreso el codigo de verificación y de inmediato se cierra y no me permite actualizar mis datos, ahor y no puedo consultar mi saldo ps nada, banco de la nacion su app no pasa nada",authenticity
1754,"No puedo ingresar, me piden repetitivamente la clave y estoy ségura que es la correcta, porque es la que usé otras veces y no me atienden. Luego, piden que acepte que está incorrecta.",authenticity
1755,"No ayuda en nada a agilizar pagos u otras funciones que si permiten otros bancos, siempre sale el mensaje de que el servicio esta en mantenimiento o restringido. Si sólo sirve para ver el saldo entonces que saquen las demás funciones",not_applicable
1756,"Confirmo otras opiniones, cada vez peor, a sus ya habituales fallas, toca sumar que ahora la acabo de actualizar y cuando intento abrirla, me dice que hay una nueva versión. Zzzzzzz",not_applicable
1757,"Todo el tiempo falla. No puedes hacer transferencias, dice que ya has hecho demasiados intentos. Una completa pérdida de tiempo.",authenticity
1758,"No Funciona la aplicación! Esto lleva bastante tiempo! Hagan algo por favor, den un buen servicio, miren que ustedes cobran bastante por realizar transferencia.",not_applicable
1759,"No funciona para pagar servicios como agua y luz, se supone que con esta actualización se iba a poder pagar algunos servicios... Es una porquería esta aplicación a veces sirve y otras no esta de lo peor...",not_applicable
1760,"Que esta pasando, cada vez que quiero ingresar dice que he hecho 3 intentos fallidos. Hay aquí un intento de robo o qué??? Ya he tenido q desinstalar e instalar nuevamente y sigo con el mismo problema",resistance
1761,Desde hace 3 dias no permite hacer transferencias ni por app ni por web. Ese tipo de fallas en un sistema bancario perjudica a quienes no tienen tiempo de ir a hacer las largas colas en las agencias. Mal servicio.,not_applicable
1762,"Piden actualización de datos, y aparece el mensaje ""En estos momentos no podemos atender tu solicitud"" es el segundo día consecutivo y no puedo hacer uso de la aplicación. Como siempre uno de los peores bancos.",authenticity
1763,"Casi nunca funciona la app,siempre que quiero entrar se demora en cargar y para colmo no habre solo sale un anuncio estupido diciendo..en estos momentos no podemos atender tu solicitud...no permite hacer nada hasta cuando...arreglen eso de una vez es el colmo",not_applicable
1764,La app su pantalla está congelado no me deja ingresar ya lleva tiempo así no sé si soy el único que tiene este problema por más que lo vuelvo a instalar sigue con el mismo problema espero lo puedan solucionar gracias,not_applicable
1765,"La aplicación está congelada en la base que van los datos para ingresar a la aplicación, es molesto al no poder utilizarla , si pudieran arreglar ese problema seria genial .",not_applicable
1766,"Es una app inservible ya que si no se cierra, indicando que has pasado el límite de tiempo para ingresar a la app, siempre me dice que no se puede ingresar porque ha escrito mal mi contraseña por varias ocasiones 😬😬",authenticity
1767,Esta última actualización es una porquería.. Ya no permite ingresar con normalidad.. Ni realizar ningún pago o transferencia. Se reinicia cuando quiero hacer eso.,not_applicable
