ID,Comentario,Clasificacion_ISO25010
401,jajaja,not_applicable
402,"De mal en peor, me pide actualizar mis datos pero se cierra cuando quiero hacerlo, no me acepta los códigos que manda y se cierra sin motivo. Esta horrible",authenticity
403,pésima no la recomiendo,not_applicable
404,"Muy mala. SIEMPRE TENGO PROBLEMAS CON LA MALDITA CLAVE DINAMICA, esperando VARIOS MINUTOS O HORAS para que recien me llegue una maldita clave que ya no lo necesito porque ya solucione el problema con otra manera de pago que no sea esta app. ESPERO solucionen ese problema porque es insoportable que no esten afiliados a yape pero su propia app para emviar dinero por contacto es una porqueria y estresante que no funcione correctamente",authenticity
405,"es buena app, solo que aveces no deja abrir",not_applicable
406,no llegan los códigos para transferencia telefónica ni para renovar clave,authenticity
407,hola la aplicación pide activar servicios google pero su se bajo de play store que más hay que hacer,not_applicable
408,hasta ahora no implementan para que uno pueda activar clave dinámica desde el mismo celular sin necesidad de ir al mismo banco,not_applicable
409,buenos días...quiero manifestar mi opinión con respecto al aplicativo del bn..se supone cuando uno va realizar una compra o una transacción el banco t pide confirmar con la clave dinámica o de seguridad...todo pago o tranferencia se realiza con la clave dinámica...pero sim embargo..reviso mi cta y veo q hay pagos por cargo pos extranjeros...que supuestamente hice compras en el extranjero o se realizó pagos del extranjero si yo no eh realizado nada..no hay seguridad con este aplicativo.,integrity
410,mi aplicación de banco de la nación se me cerró no se puede ingresar,not_applicable
411,no está funcionando y no deja entrar a la aplicación para ver los estados de cuenta,not_applicable
412,no funciona,not_applicable
413,"Me gusta esta aplicacion,porque me favorece de dar mi movimiento economico.",not_applicable
414,arreglen el problema de la clave dinámica,authenticity
415,estos días el aplicativo tiene muchos problemas no carga y siempre con su aviso en este momento no podemos continuar con la operación,not_applicable
416,"el aplicativo no está funcionando, no me permite hacer operaciones hace semanas",not_applicable
417,t digo bien,not_applicable
418,"Deben de crear o abrir en la app para Empresas, genera pérdida de tiempo ir a una agencia para hacer trámites cortos",not_applicable
419,"no sé puede abrir la aplicación con la última actualización, pide activar los servicios de google",not_applicable
420,Mejoró algo pero aún hay margen de mejora,not_applicable
421,pésima,not_applicable
422,"La aplicación muestra la notificación de: en estos momentos no podemos atender, necesito usar la aplicación por favor es urgenteeeeeee soluciones eso yaa",not_applicable
423,Últimamente ya no abre la app por más que este actualizada. porfavor amigos de banco de la nación si pudieran poner la opción de ocultar el numero de saldo disponible. sería genial !,confidentiality
424,"hace 1 semana que no funciona la aplicación, sale error y no se puede ingresar",not_applicable
425,buena,not_applicable
426,"Pésima aplicación, desde ayer no puedo realizar ninguna transferencia porque la clave dinámica tarda entre 10 a 5 minutos en llegar o a veces nunca llega, y cuando lo hace ya la clase ha caducado.",authenticity
427,tengo un problema con la clave token siempre que quiero hacer una transferencia o pago la clave me llega después de 4 horas a mas ...,authenticity
428,sería bueno mejoren la página con opciones para almacenar dinero por separado dentro de la cuenta y llevar un mejor control de la finanzas como hace otros bancos...,not_applicable
429,"wbda de aplicación, justo para pagar mi combustible me abandona... ashhh",not_applicable
430,No me llega la clave dinámica desde hace mucho y no puedo hacer ninguna transferencia.,authenticity
431,pésimo la banca móvil que no funciona esta que no se puede ingresar 😡 arreglen eso,not_applicable
432,no me.deja abrir la.app en mi otrk tf,not_applicable
433,no se puede abrir,not_applicable
434,Me llega sta aplicacion,not_applicable
435,"Negativo, voy a la agencia y no solucionan el problema",not_applicable
436,no puedo ingresar al aplicativo me rebota que vuelva intentar más tarde,not_applicable
437,hasta ahora no me pagan finavi hasta cuando boy esperar,not_applicable
438,siempre todo lo que es del estado falla... por q será ... no me deja entrar para haces mis transacciones ... 😠,not_applicable
439,bien eh,not_applicable
440,"la aplicación aveces no abre, es un problema",not_applicable
441,hacen actualizaciones sin previo aviso,not_applicable
442,extremadamente deficiente,not_applicable
443,"pésimo, solo quiero hacer una consulta de saldo y otra operación pero no me deja ingresar 😕",not_applicable
444,me sale un error de inicio arreglen,not_applicable
445,"Es una desgracia este aplicativo, no le daría ni una estrella, siempre que quiero ingresar me sale una ventana que dice intente mas tarde",not_applicable
