ID,Comentario_Original,Clasificacion_ISO_25010_2023
2001,"Pésima app y complicada, siempre sale error y que vuelva a intentar más tarde. Llamé para ayuda, salió una operación. Puse mi huella para seguridad de abrir y eso no deja que use la app, nuevamente no sirve. No entienden que deben hacerla más fácil para los usuarios cotidianos y que sirva la huella. Me responden que elija otra opción, esa no es la solución, deben mejorarla y hacer que funcione la huella porque es más segura.",authenticity
2002,Se queda cargando en estableciendo conexión segura y no me permite ingresar. Cuando quiero revisar mi token digital para hacer almenos una operación por la web tampoco me deja porque se queda cargando indefinidamente. Ya llevo como 3 días con ese problema y no puedo hacer ninguna operación de transferencia,authenticity
2003,"La aplicación no sirve, desde que se actualizo no he podido hacer ninguna operación, porque me sale un mensaje de ERROR NO SE PUEDE PROCESAR SU OPERACIÓN, INTENTELO MAS TARDE. Y por otro lado la aplicación era mucho mejor cuando plin estaba incluida en la app del bbva, NO DEBIERON SEPARARLAS! Deberian mejorar la simplicidad, antes era mejor y super rápida la app.",not_applicable
2004,"Buenos dias, yo no puedo i gresar a mi app, antes podia realizar transacciones consultar mis saldos etc y ahora ni siquiera me permite abrir . Ingreso mi dni y mi contraseña y me sale q no me puede atender que intente mas tarde, y la verdad no se que ha pasado ya lo desctive y volvi a activar varias veces y nada sigue igual. O es que ya no existe el app movil. Por favor su ayuda en esto.",not_applicable
2005,"Pésima, es lenta, nada intuitiva, no realiza las trasferencias mediante plin. Esta actualización no me hace mas fácil las transacciónes. Gracias a vuestra genial actualización del app, ahora debo realizar depósitos de forma presencial.... Felicidades!!",not_applicable
2006,"En la versión anterior para acceder al token se tenía que hacer uso de la huella o clave, ¿Por que quitaron eso en la actualización? Deberían reincorporarlo, por temas de seguridad. Cuando se actualiza se supone que es para mejorar algo y no lo contrario.",authenticity
2007,"Buenos días desde hace 2 semanas no puedo recargar mi celular Movistar ya que indica que supere el máximo de operación en un mes, sin embargo desde hoy es un nuevo mes y sigue el mismo mensaje al parecer ya es un tema de su sistema por favor solucionen pronto los errores que pueda tener la aplicacion. Gracias",not_applicable
2008,"La actualización trajo varios problemas, ahora mismo no puedo hacer operaciones porque no se puede activar el token digital, cuando lo activo y salgo al menú principal de nuevo me pide que lo active y cuando lo activo otra vez dice que ocurrió un problema y que lo intente mas tarde y también cuando quiero transferir sale que la clave automática es incorrecta",authenticity
2009,"La peor aplicación para bancos que he probado. No se puede prender la tarjeta de crédito que acabo de adquirir, las compras en el exterior, compras por Internet, disposición de efectivo. Nada. Llamo al 5950000 peor. La asesora me dice textualmente, no lo puedo ayudar. Pregunto a donde puedo solicitar ayuda. Tampoco. No existe ayuda. Las opciones de banca por teléfono las han cambiado. No hay la oportunidad de hablar con un asesor por una consulta como antes. Lo peor de lo peor. Muy mala exp.",resistance
2010,"Con esta nueva actualizacion no puedes transferir a otra cuenta de banco del mismo titular porque te cobran sea por horas o inmediato, igual en pago de servicios elegias la empresa con tua codigos de suministros o numeros de celular y te daban el monto a cancelar,ahora solo te indica ingrese importe a cancelar ya no te da la facilidad de saber cuanto debemos de pagar, la antigua aplicacion en lo personal era mejor.",not_applicable
2011,"Malisima actualizacion genera desconfianza al ser un cambio tan radical dejó de ser en entorno amigable , se pone lenta a veces la informacion.... No lo recomendaria no lo reinstalare hasta que mejore la aplicacion o retorne al una version tan parecida a la anterior que sea simple y efectiva.",not_applicable
2012,"Desde hace unos días que no puedo ingresar a la app para realizar mis transacciones.. Antes era la app mas rápida.. En vez de mejorar están empeorando... Ya lo volví a instalar 5 veces y sigue cargando... Cada actualización debería ser para mejorar y brindar mejor servicio, así perderán clientes...",not_applicable
2013,"Llevo intentando instalar la app hace tres días y nada , siempre sale error, la tenía y solo se quedaba congelada, lo desinstalé, eliminé varias app del móvil y ahora sale que no puedo descargar y el problema es que no se puede hacer nada por la web si no tienes token.",authenticity
2014,. Saldo retenido no se ve en todos los movimiento.... En la versión antigua si podias ver que consumo que todavía no se hace la operación si no se mantiene en retenidos.... Hay un apartado del saldo retenido... Como disponible y saldo contable.... Esa diferencia de saldos no puedo ver que compra hice.... Arreglen eso... Porque en estas versiones actuales no aparece y en la antigua si se podía... Y se podía abrir hasta 2 cuentas con solo grabar alias y en estas solo 1...,integrity
2015,"No se qué está pasando, pero con esta última actualización es un problema para ingresar a la plataforma, estoy intentando ingresar a la app toda la tarde, parte ahora de la noche y simplemente se queda colgado en estableciendo conexión, por favor arreglar sus servidores.",not_applicable
2016,"Este nuevo aplicativo es una porqueria. N veces desinstalo e instalo porque el bendito token digital no es automatico. Y si activo la huella para el ingreso y token, ya no puedo volver a ingresar a los 5 minutos de haber salido. Quiero pagar y cuando ya pienso que esta listo, me pide clave para el token y eso significa salir de mi operacion y buscar donde esta la clave. Es un fastidio y real malestar. Con la otea version estaba muy bien. Actualicen este aplicativo o me retirare del banco.",authenticity
2017,"Muy complicado está aplicación, no aparecen los puntos del bbva, deben regresar a versión anterior era mejor que está. Muchos usuarios disconformes en vez de facilitarnos nos dificulta con la aplicación de ustedes, evalúen porque está aplicación espantara a los clientes.",not_applicable
2018,"Recontra fea la interfaz, poco amigable y con errores en transferencias. Por ahorrarse dinero o por querer copiar interfaz de bancos electrónicos pierde reputación. Mejor entro por internet o quizás cambio de banco ya que uso bastante la banca móvil y esta no es para nada agradable. Desisntalando.",not_applicable
2019,"Está nueva aplicación no sirve para nada. Antes al menos podía configurar mis tarjetas, ahora es muy lenta, tiene fallas de configuración en opciones. Lo único que me queda es trasladar mi sueldo al BCP ya que su aplicativo es en poco o mucho mejor a este.",resistance
2020,"No hay manera de desactivar las ofertas para abrir una cuenta online o una cuenta a plazo? Cada vez que cambio de ventana vuelven a aparecer las ofertas, las cierro y vuelven. Más y más problemas con la app, además del token digital (reactivarlo continuamente)",authenticity
2021,"No puedo abrir mi app desde mi móvil... nose debido a que... ya q anteriormente funcionaba con normalidad me podrían informar que sucede, y porque motivo esta pasando este incidente porfavor... no es posible que no se pueda abrir la banca móvil, cuando por medio de esta se hace transacciones y diferentes tipos de cosas... Nesecito una solución rápida ante este problema que se esta dando con la banca móvil de continental... porfavor solucionarlo a la brevedad posible... espero lo solucionen ya...",not_applicable
2022,"Me molesta demasiado que me obliguen a realizar algo que No deseo.. No puedo usar la app sin antes Activar Token digital Obligatoriamente. Pesimo. Muy Mala. Solo queria saber mi Codigo CCI.. Tendre que ir a hacer cola en el banco y esperar a que habran a la hora que quieren sus locales. Porque a la hora de cerrar el banco son puntuales, pero a la hora de Abrir y atender al publico se pasan de la hora. Muy mal todo.",authenticity
2023,"Desde la actualización, es probablemente la aplicación de banca móvil más lenta a la cual he accedido, al momento de ingresar a la app aparece una pantalla blanca y se congela, debo salir y volver a entrar repetidas veces hasta que funcione.",not_applicable
2024,"Una de las apps bancarias más lentas en Perú, además muchas veces hay errores con el token digital, ya se tiene el token activado en un dispositivo y de pronto tienes que volver a activar el token por segunda vez. Y a veces ni se puede activar el token.",authenticity
2025,"muy mal, mejor estaba antes de actualizarla, ahora ni siquiera puedo ver cuanto tengo en mi cuenta, justo que estoy revisando mis cuentas para pagar deudas y hacer transferencias. ahora no puedo regresar a la version anterior. que tal perdida de tiempo con esta actulizacion.",not_applicable
2026,"Una desgracia la ultima actualizacion , efectivo movil ae cierra y para enviar la constacia sale archivo no compatible y se cierra , no me deja ver nuevamente la clave , dinero retenido, no se puede cancelar la operacion.... Que lastima que no pueda tener un buen control de calidad antes de pasar a produccion .",non_repudiation
2027,"Dónde se fue la aplicación Lukita?? Justo de querer utilizarla por primera vez y no la encuentro dentro de esta aplicación, la encontré como aplicación aparte dentro de la Google store pero todavía está en desarrollo por lo tanto no da garantías de que sea segura por no ser una app terminada. No se puede hacer casi nada y lo poco que se puede hacer con esta actualización tiene fallos, poco amigable aunque se vea más moderna.",not_applicable
2028,"siempre se demora tanto para cargar cualquiera cosa, para ingresar, para transferir, enserio que no es útil querer comprar algo y esperar y esperar a que cargue y nunca lo hace, hace poco quise hacer transferencia entré y no quiso cargar, una y otra y otra vez no queria ingresar, ni con wifi, ni con datos móviles que horrible y frustrante esta aplicación",not_applicable
2029,"La app es un desastre. Siempre que debo entrar, se queda cargando demaciado tiempo y nisikiera entra, pruebo con otras apps de bancos y entran directo. Debo reiniciar ek cel e ingresar rapido por que si demoro, debo reiniciar de nuevo. En bbva me pagan, pero pienso hasta cambiar de banco pues no arreglan la app.",not_applicable
2030,"La ultima version reinicia mi equipo, cuando solo esta cargando el aplicativo, no me pidan captura de pantalla si el equipo se.reinica, para que tengan en cuenta que eso no sucedia, ya que estuve utilizando de forma normal el aplicativo y asi de la nada comenzo a reiniciar el equipo.",not_applicable
2031,"Desde hace unas semanas no me permite hacer transferencia a cuentas de terceros, sale mensaje de ""revisar conexión a Internet "" sin embargo si me envian el mensaje de texto con el código. He hecho todo lo que me han dicho en la ayuda por teléfono y nada. Esta aplicación funcionaba bien. Ahora es un dolor de cabeza!",not_applicable
2032,"Desde su última versión con cambio de apariencia, la app se volvió lenta y tediosa de usar. Por favor vuelvan a la anterior vista que era más sencilla e intuitiva. Supuestamente tiene habilitado el uso de huella dactilar para ingresar a la app pero no funciona. Antes eran la mejor app entre todos los bancos y ahora son la peor app, hasta la app del BCP está mejor.",authenticity
2033,Realmente innecesario este cambio está peor q antes nisiquiera puedo realizar mis pagos como antes una tontería está aplicación. No sirve antes aparecían las opciones de pago ahora intento pagar mi línea de celular pospago y no se puede realizar y m sale opción no encontrado una lástima en lugar de mejorar lo empeoran todo.,not_applicable
2034,"el app me pidió actualizar para poder iniciar sesion, pero ha sido un desastre, ya no puedo ingresar se queda en estableciendo conexión y nunca carga. Ingresa una vez cuando quiere, estay yendo a mal a peor. Es estresante y a la vez frustrante no poder realizar un plin o una transferencia.",not_applicable
2035,"De un día a otro no puedo ingresar al app, cuando pongo la huella digital nuevamente regresa a INGRESAR, he desinstalado y vuelto a instalar y no puedo resetear mi contraseña que me he olvidado. Llamo al teléfono y me envían por correo la secuencia a seguir, pero ingreso los datos simples que me piden y sale que hay error y es repetitivo. No tengo acceso a mi información tampoco puedo operar nada. Ahora no se cómo proceder.",authenticity
2036,"Problemas con operaciones frecuentes: En la antigua versión podía modificar el monto para mis operaciones frecuentes, en esta versión te bota la operación grababa por defecto y tengo que tener el número de memoria o apuntado. Nos dificulta para los que trabajamos fuera de casa.",not_applicable
2037,"Nunca he tenido problemas con esta app, me favorecia mucho que Lukita estuviera integrada, pero con esta actualización tener que descargar Lukita independientemente me ocupa memoria en el celular, tendre que usar el medio de ""otros bancos"" hasta que se solucione, el cambio fue muy radical.",not_applicable
2038,"El plin a yape a veces da error, y te debitan igual así no haya aparecido la pantalla de confirmación. Llamo a reclamar y dicen q siempre se tiene salir y entrar a la aplicación para verificar si te debitaron ahh pero yo necesito la contancia de lo q estoy pagando nadie te hace nada gratis. Y si te devuelvan el dinero tiene q hacer un escalamiento que demora 15 días. Plin me da motivos para pasarme a Yape. Y luego de todo el trámite el BBVA no se hace responsable su error de la app.",non_repudiation
2039,"Que esta pasando con el app que esta que deja de funcionar, demora una eternidad para ingresar pantalla en blanco, se para desantivando el toke digital, la anterior versión estaba muy estable, se supone que se debería mejorar, es un caos por completo reparen lo mas pronto posible el aplicativo",authenticity
2040,Le doy una estrella.. está app antes del cambio de look estaba bien podías ver tus gastos y pagos a tiempo real... Ahora hay que adivinar que te han descontado por qué aparecen a los 2 o 3 días el detalle de los descuentos y pagos.. muy decepcionante,integrity
2041,"Estoy intentando hacer una transferencia hace hora, me sale que debo de activar el token digital que no entiendo porque razón se desactivo, y cada vez que lo hago sale inténtalo más tarde. De verdad que decepción de aplicación. Latina que no se pueda calificar con negativo.",authenticity
2042,"Ya actualice mil veces mi nuevo numero y operador en cajero para mi nueva afiliacion de toque digital pero, la verdad que esta situacion es muy incomoda, instalo y reinstalo la app, pero nada que me solicionen el problema, ya les mande un email a soporte tecnico par que puedan ayudarme pero nada aun no tengo respuesta. En estos tiempos es indispensable contar con esta app, es una lastima que sea tan deficiente el servicio por parte del bbva.",authenticity
2043,"La aplicación nueva no sirve para nada, antes era excelente en su versión anterior, se actualizó y dejo de funcionar, siempre dice verifique su conexion a internet , por favor arreglen este problema para que los usuarios puedan acceder a ella. Es muy lamentable que no puedan hacer nada, tendré que cambiarme de banco",not_applicable
2044,Es malísima. La nueva aplicación es lenta da vueltas para ingresar y allí queda. Se supone que los sistemas son ágiles y de gran ayuda para el cliente pero esto es demasiado. Estoy decidiendo retirarme de este banco porque los otros bancos dan mejor opción y sus transferencias por app son rápidas. Espero no ourmersan clientela por esto,not_applicable
2045,"Antes de la actualizacion era la mejor. Despues de la actualizacion la verdad deja mucho q desear : es lenta , muchas veces ingreso mi clave y no entra a la aplicacion , muchas veces no he podido concretar las operaciones frecue tes , la presentacion es menos amigable , etc. En realida ha sido un retroceso inmenso del BBVA. No entiendo porque en esta actualizacio. Destruyeron uno de sus principales atravtivos para ser del BBVA ....su aplicacion movil que era fantastica. Vuelva la anterior pront",not_applicable
2046,"La app ha mejorado mucho, pero actualmente con la última actualización tengo un problema, cuando inició la app se queda mucho tiempo mostrando una pantalla azul sin nada de información, tengo q esperar un buen tiempo para q aparezca el botón de inicio de sesión.",not_applicable
2047,"La app es lenta, tiene algunos bugs que no te permiten retroceder con el botón de atras o a veces no te responden los mismos botones de retroceso de la app, y, no menos importante, no puedo leer el código QR para plinear. No es muy buena la app después de todo :/",authenticity
2048,"No sé porque si solo instale el app para plin en una cuenta(Cuenta de caja chica), porque debe salir la información de otras de mis cuentas(Cuentas de ahorros) que por seguridad no quiero que aparezca, eso vulnera la privacidad y en caso de robo nos hace víctima de secuestro, me resulta insegura usar esta app por ese motivo. Deberían mejorar eso urgente.",confidentiality
2049,"Llevo meses sin poder usar mi clave token móvil no funciona en mi app y siempre me sale error vuelva a intentar o elimina la aplicación y vuelve a instalar y que cambie de clave, he hecho todo al pie de la letra, he llamado a banca telefónica para que me orienten paso a paso y no funciona nada, pésima aplicación",authenticity
