ID,Comentario_Original,Clasificacion_ISO_25010_2023
1301,"La disconformidad no es porque no pueda ni sepa cómo hacer una transferencia, el problema es lo complicado que han hecho su actualización que no a simplificado las operaciónes. Si enseñarme a realizar la operación es minimizar la inconformidad de su actualización perfecto, lo que sí se es que esta actualización es pésima. Saludos.",not_applicable
1302,"Srs.Bbva, no se porque razón, actualizaron para mal su aplicativo móvil, no es nada funcional ni operativo, definitivamente se pierde tiempo encontrando todas las opciones, que en la versión anterior estaban visibles fácilmente. Por el bien de sus clientes regresen a la versión anterior, que era súper manejable y vistosa.",not_applicable
1303,"Lamentablemente esta aplicación dejo de ser nuevamente compatible con mi dispositivo, anteriormente ya me había pasado, ahora hace unas semanas con una nueva actualización vuelve a ocurrir. A pesar que tiene Android 11 y otras apps de banca que corren normalmente ya no es compatible con esta. Ahora tengo que tener de los últimos móviles para poder instalarla. Pésimo trabajo en cuanto a compatibilidad 👎.",not_applicable
1304,"La verdad q mala actualización, un desorden total, mucha publicidad, para pagar mis recibos no lo encuentro y no me muestra el monto como antes se podía ver el monto que debo pagar, quien fue el genio que diseño esto, los clientes queremos facilidad y orden, no tanto un diseño futurista y tan malo a mi parecer, prefiero al antigua todo en orden. Ojala la puedan arreglar y ordenar y regresar algunas funciones como estaban antes, no hay media estrella sino escogería esa para calificar esto.",not_applicable
1305,"Buen día la aplicación me ah sido buena y útil pero también estoy teniendo problemas para abrir la aplicación, e deshintalado en varias ocasiones y la instalo nuevamente reinicie el tlf varias veces y sigue igual, se queda en inicio y por los comentarios veo que no soy yo la única que tengo ese problema para abrir la aplicación.",not_applicable
1306,"Desde las 2 últimas actualizaciones está súper lento. Y ni qué se diga cuando se usa PLIN, se pone peor y cuando se desea compartir la constancia del movimiento, se queda la pantalla en blanco por varios segundos lo que ocasiona que el aplicativo se cierre por ""inactividad"". Espero pronto la puedan mejorar.",non_repudiation
1307,"No sé qué tipo de actualización hicieron, pero desde hace varios días que ya no puedo ingresar a la aplicación, se queda congelado al inicio con el fondo azul. Deberían arreglar ello, ya que no me parece viable desinstalar la app para volver a presentar los mismos problemas. Saludos.",not_applicable
1308,"Buenas tardes, también quisiera aportar algo. Tienen razón, está actualización tiene buena pinta, pero hay muchas cosas que no encuentras a la mano. Antes yo podía transferir desde mi ""Cuenta Independecia o Fácil"" a ""Mi Cuenta de Fondos Mutuos"", sin embargo no encuentro esa opción. Era más fácil hacerlo. Quizás yo no lo encuentre, y si alguien sabe que me diga cómo lo hago...?",not_applicable
1309,No me gusta. La antigua versión era mejor. Podía hacer todo más fácil. Aquí se ve muy mezclado todo. Y en vez de darme facilidades me siento confundido. Encima se pone lento cuando entro al Plin debería ser una app aparte para poder tener una visión diferente d como funciona la transferencia d dinero.,not_applicable
1310,"1.- Menú confuso. 2.- No permite almacenar cuentas para transferencias frecuentes (deliveries, etc): Característica muy necesaria. 3.- Parece tener más importancia la publicidad de sus productos que la facilidad de uso de los mismos, y no es sobre las notificaciones sino a la forma casi invasiva de ofrecer dentro de la misma app. 4.- Constantemente no se puede ingresar al sistema.",not_applicable
1311,"La aplicación se ve bien pero funciona horrible. Es lenta, más confusa y lo que más me revienta de la aplicación es que no coincide mi saldo disponible con el contable y NO puedo visualizar qué es lo que se están cobrando. Muy mal.... eso me genera mucha duda e inseguridad. Cómo hago para regresar a la versión anterior?",integrity
1312,"La última actualización no permite usar lukita. Direcciona a bajar el app de lukita aparte y cuando intentas no te permite instalar por que dice esta ""completa"" la descarga y q lue intentes luego pero persiste el error. Cuando haces operaciones en la noche no carga y se cuelga. Pésimo. Deberían volver a la versión anterior, era más amigable y visualmente sencilla.",not_applicable
1313,"De mal en peor, cada actualización es un dolor de cabeza, no puedo ingresar a la app, después de estableciendo conexión segura... no hay cuando cargue, ya eliminé y volví a instalar pensando que eso podría ayudar pero no, no sé que esperan para solucionar ésto ya q veo q no soy la única a la q le pasa, tendré q migrar a otro banco",not_applicable
1314,"Realmente la peor app, no se puede hacer ninguna transacción. Desde hace tiempo esta así y no hacen nada por arreglarla. Lo único que hago es recibir mi sueldo y pasarlo a otro banco porque con esta app lo único que hago es pasarla mal y no puedo ver mis movimientos, podrían estar vaciando mis cuentas y ni cuenta me daría porque todo se pone en blanco y cuando ingresa dice error.",not_applicable
1315,"Tarda excesivamente en abrir la app, en permitir que ingrese la clave, al ingresar la clave, al procesar el ingreso, al mostrar la página de inicio, al mostrar el detalle de cuentas, al elegir una operación, si salgo de la app 1 minuto para ver la cuenta a la que depositaré se cierra y debo empezar de nuevo. De lejos, la peor app bancaria de todas. Lo digo asi: BCP, Interbank y Scotiabank tienen una mejor plataforma (y mejor programador).",not_applicable
1316,"Me parece una App excelente pero hace unos días le encontre una falla y es que si tu cambias de equipo y a pesar de que tengas el mismo número surge el problema de que ya no puedes hacer transferencias, puedes ver tu saldo y pagar tu tarjetas de crédito pero transferencia Noo. Simplemente sale un ventana que dice error. Esta bien que la App se enlace con el imei del equipo pero se debería poder actualizar o enlazar con otros equipos para poder utilizar todas las herramientas que trae la app",accountability
