ID,Comentario_Original,Clasificacion_ISO_25010_2023
301,Debería volver a poner la opción de pago sin contacto el la aplicación,not_applicable
302,"La app cada día está peor, pésimo, hoy no puedo ingresar, cuando uno quiere hacer una transferencia se cuelga y no efectúa la operación. Totalmente incómodo con esta app no la recomiendo 👎🏽 Desde hace varias horas estoy tratando de hacer una transferencia y lamentablemente no funciona, pésima app",not_applicable
303,"Terrible aplicación, anteriormente se comió mi dinero al realizar una transferencia de Plin a Yape, ahora me doy con la sorpresa de que una hora para la otra me desactivan el TOKEN DIGITAL. Si les crean cuenta sueldo en el BBVA soliciten o cambien a otro banco, BBVA da demasiados problemas y pocos beneficios, inclusive anteriormente llamaban de forma agresiva para ofrecer un seguro.",integrity
304,excelente,not_applicable
305,"llevo usando el aplicativo desde hace unos años. no entiendo que paso, pero desde de 15° de mayo el plin no está operativo y no puedo realizar ese tipo de operación. y para realizar tranferencia, solo me acepta CCI. DARLE SOLUCIÓN DE MANERA INMEDIATA POR FAVOR.",not_applicable
306,Qué le hicieron a la app? Era bonita y moderna y ahora parece que la hubieran hecho en Word y paint... De paso lentisima,not_applicable
307,"ni reiniciando, desinstalado ni con WiFi me permite el ingreso, más de una hora intentando ingresar y nada",not_applicable
308,la peor aplicación que puede existir una decepción total nunca pude activar el toque digital mejor fui al banco... si van hacer aplicaciones así mejor no hagan más hacen perder el tiempo,authenticity
309,bien,not_applicable
310,Es horrible tener que activar el token digital a cada rato.,authenticity
311,"La peor app de banco, lenta, nada intuitiva, se lagea y se para bloqueando el token.",authenticity
312,pésimo,not_applicable
313,"A cada rato debo volver a confirmar mi token digital, volver a verificar con DNI y selfie",authenticity
314,pésimo no carga en mi dispositivo,not_applicable
315,no se actualiza al momento los pagos plin o yape. no se los puede visualizar hasta 2 dias después,non_repudiation
316,activar el token es lo peor mejoren eso pz ya mucha perdida de tiempo en activar el token,authenticity
317,Pesima app plin demora mucho. Muy compleja,not_applicable
318,"No permite hacer pagos de mi Tarjeta por el app de banca móvil, se queda cargando cada vez que quiero intentar pagar mi tarjeta.",not_applicable
319,problemas al abrir la app teléfono actualizado a Android 15 instale la app en dos dispositivos diferentes para poder solucionar pero mismo problema se queda en estableciendo conexión,not_applicable
320,no me permite transferir ni retirar del cajero. crea mucha desconfianza. ya no seré clienta del BBVA,not_applicable
321,"plin deberia tener un aplicacion aparte como del yape ademas es incomodo que se pueda visualizar la cantidad de dinero que tengo disponible , deberia ser oculto",confidentiality
