ID,Comentario_Original,Clasificacion_ISO_25010_2023
1501,"Terrible está actualizacion del APP, empezando por la interfaz, que es difícil de buscar para hacer las operaciones que comúnmente hacia , además de súper lento..( no es mi internet, porq. Todas las otras apps ingresan rápidamente) , cada vez que utilizo esta APP pienso en cambiar de banco ( si aún, no lo hago es por necesidad de utilizar la cuenta de ahorros)",not_applicable
1502,"Malísima, desde esta nueva versión no ha hecho nada más que empeorar y empeorar, es una tortuga, es puro lag y tiempos de espera. En qué estaban pensando? La versión antigua era la mejor aplicación de banca y ahora es un desastre, pésima. No hay justificación, deben volver a la versión anterior. Me indicaron que la actualizara, lo hice, igual, incluso la desinstalé y la volví a instalar y sigue peor, ni siquiera abre se queda en el logo, simplemente no sirve, no se puede hacer nada con ella.",not_applicable
1503,"Hace 3 días que la aplicación no se ""ejecuta"", y solo se aprecia las introducción de la app ""bbva"". Intente reiniciar el teléfono, borrar datos, borrar cache, desinstalar la app, volver a instalar, y nada, absolutamente nada.... no es el caso de BBVA Wallet, ni lukita. Soluciones? (Telefono: Samsung A10)",not_applicable
1504,"Instalé está actualización y es pésima. Ingreso mi clave internet y la APP se congela. Después de unos 15 segundos ce cierra sola. Muy mal. Desde que cambió la interfaz, se puso muy lenta y salia errores en algunas operaciones, pero esta actualización está mucho peor.",not_applicable
1505,"Desde hace tiempo viene fallando. Es impropia de ser una App de un banco que se respete. Pésima, llena de propaganda de préstamos y seguros, SUPER LENTA, se bloquea la pantalla antes de que inicie la aplicación, toma más de 60 segundos, imposible si necesitamos rápidamente hacer un pago. La huella digital para acceso solo permite un dedo, si te olvidaste de que mano o que dedo usaste, encima de la demora en iniciar la app, vas a estar probando con cada dedo...",authenticity
1506,"Hola BBVA siempre apoyo el cambio y el diseño me parece muy bueno, el problema es que hemos estado acostumbrado a la versión anterior , de echo nos cuesta por ahora adaptarnos , recién lo estoy probando entendemos que todo cambio cuesta pero quizás lo pudieron haber echo de manera gradual y no tan radical. Bueno esperemos adaptarnos a este nuevo diseño.",not_applicable
1507,"Cada día de mal en peor, eliminaron la opción de enviar de Plin a Yape por numero, ahora hay que escanear, y lo otro, es más lenta y hace doble operación, que pasa sres, soluciones por favor, esta nueva actualización en deficiente, y hay horas en que la aplicación ni abre y me deja en blanco, que paso sres, necesitamos soluciones. Gracias",non_repudiation
1508,"Buenas noches, la actualización del BBVA es un desastre la app no abre al menos que este conectada a una wifi, antes podía entrar usando mis datos moviles, es una complicación ya que 2 veces he pasado vergüenza al momento de querer hacer un plin, que he tenido que llamar para que me yapeen y pagar x yape muy lamentable lo que está sucediendo con esta app y no solo yo ya he visto caso con mis compañeros que les pasa lo mismo. 👎",not_applicable
1509,"Ahora demora demasiado en cargar y casi siempre me sale error. Cambia la apariencia pero no hay mejoras en el sistema, no me permite hacer pagos ni gestionar como antes lo hacía, es más era más intuitivo que ahora. Lance una nueva actualización o retornen a la previa.",not_applicable
1510,"Tan bonita y funcional que estaba la aplicación. Debo admitir que visualmente se ve mejor, pero no sirve de nada si va a ser tan lenta. Estamos en toda la época de la rapidez y creo que no tuvieron en cuenta ese aspecto. Funciona tan mal y tan lento que en realidad dan ganas de ir al banco.",not_applicable
1511,"Una decepción total está nueva actualización, quiero hacer transferencias, Plin y otras operaciones y ni bien se ingresa al aplicativo sale la poción de reconocimiento facial y huella digital y la cual al querér configurar solo sale error, de nada sirve tener la aplicación porque no se puede realizar ninguna operación porque se bloquea con la opcion de huella digital",authenticity
1512,"Realmente decepcionante, cada vez q se actualiza el app se desactiva el token digital, igualmente después de cada cierto se desactiva el token digital y hay q volver activarlo, con ésta ultima actualización no deja activar el token digital, entro después de aprox. 14 días para hacer una operación urgente y me encuentro con el token Digital desactivado. Entonces entro a la opción para activar el token digital, marco la opción he leído los términos y condiciones y le doy a activar, se queda pensando el app, el app se queda colgado en esa ventana, empiezan a llegar una enormidad de mensajes SMS con el código de validación, de dos números diferentes, y la app se pone en blanco y sale el mensaje ""se ha producido un error, No es posible realizar la operación en estos momentos. Inténtalo mas tarde desde la sección de configuración"" . En el día de hoy llevó mas de dos horas intentando activar el token digital sin éxito muy frustrante. De que sirve una actualización ""estéticamente más bonita"" si funcionalmente es una basura, no puedo realizar ninguna operación por la app de banca móvil ni por la banca por internet, xq todo depende del TOKEN digital, el cuál no se puede ACTIVAR. DENLE SOLUCIÓN.",authenticity
1513,"Demasiada publicidad..Es una muy mala aplicación, las operaciones frecuentes tienen un monto viejo, no permite visualizar antes de aceptar, si se está de acuerdo o no, por suerte a quien transferí, me hizo la devolución, de paso cobran comisión siendo el mismo banco, no es fácil conseguir las cosas, vuelva a la anterior esta es un asco, recuerden que hay adultos mayores que la usan, por no poder ir a oficina.",not_applicable
1514,"Para operaciones de transferencia funciona bien. Noto que si te conectas a una red WiFi es muy probable que te salga el mensaje de error del token igual que si usas el plin con WiFi no puedes hacer pagos, será por seguridad? Si usas el internet del celular puedes operar la app con normalidad pero el plin si es un desastre una eternidad para cargar la agenda para seleccionar para ingresar el importe todo demora en exceso y parecer como si no hubiera apretado nada, deben mejorar el Plin por favor!",authenticity
1515,"En verdad que es una lastima que hayan arruinado al app con su actualización. Y estaba a punto de aceptar su invitación de cambiar mi cuenta sueldo a este banco, menos mal me di cuenta de los errores que tiene antes. Recomiendo regresar a su interfaz anterior si no desean perder más usuarios digitalizados.",not_applicable
1516,"muy lento el app le falta fluidez, ya hice lo q m indicaron de borrar cache varias veces pero igual es lento.... Explícame como mostrarte con una captura la fluidez del app? Y no entiendo porque pedirme datos si es su aplicativo el lento, cuando tenían la versión antigua la más simple y práctica su fluidez era excelente mejor que otros bancos pero ahora no....",not_applicable
1517,"De verdad es de lo peor que he visto comparado con otros app de los bancos, hasta el momento nadie se pronuncia ni se dignan en dar solución, piden que envien correo y es un saludo a la bandera ya que nadie responde, hasta la fecha no se puede ingresar al app del bbva. Respondan a las quejas o la gente terminará optando por otro banco que de más facilidades.",not_applicable
1518,"Pésima actualización antes se manejaba todo bien, ahora tiene fallos en el momento de pagar y no te llegan las notificaciones por correo de los pagos realizados, muy mal, será motivo de probar otro banco en el que puedas realizar los pagos sin problemas y con las notificaciones respectivas, realice lo solicitado y ahora no reconoce mi huella digital y tengo que escribir los dígitos de los token y al ingresar tambien antes reconocía la huella ahora no funciona, no puedo hacer pagos",authenticity
