ID,Comentario_Original,Clasificacion_ISO_25010_2023
501,Se pone un poco complicado,not_applicable
502,Pesimo la app no puede registrarme no valida mis datos correctos,authenticity
503,"Sé detuvo en estos momentos, que mal 👎 antes era genial, ahora tengo que reiniciar mi cel cada que tengo que ingresar a la app, pésimo él aplicativo creo que haré todo x yape",not_applicable
504,"completa estafa, cuando me hicieron un depósito de 10 y quise darle en forma de yapeo me salió saldo insuficiente. estos te roban, no lo descarguen",integrity
505,no me deja abrir mi banca movil,not_applicable
506,Gente pasen la plata que les transfieren al BCP y usen yape. esa porqueria de app funciona cada vez que reinician el celular.,not_applicable
507,"El BBVA, un aplicativo que poco a poco se ha vuelto más complejo y con más trámites de lo normal, antes, todo era fácil, ahora, hasta me pierdo con las configuraciones y la estructura de la app en general. Inicia lento, plinea lento, y hay hasta veces que se me reinicia el dispositivo cuando uso la app (a tal punto de comprarme uno nuevo para utilizarla). Por favor, mejoren la app en esos aspectos.",not_applicable
508,"Tiene errores, cada vez que quiero usarlo por segunda vez tengo que reiniciar el celular. Deben cambiar de desarrollador de esta app.",not_applicable
509,"Señores del BBVA, ¿hasta cuándo va a seguir fallando su aplicación? se queda en "" Estableciendo conexión..."" y de ahí , no pasa. Cuando uno más la necesita no puede entrar para realizar pagos generando un sinfín de complicaciones y situaciones incómodas con terceros.",not_applicable
510,no permite ingresar de ninguna manera.,not_applicable
511,"Se ha restringido el uso de la funcionalidad de ""Apartados"". No permite crear nuevos apartados por más de tener saldo disponible en la cuenta. Y en los apartados que tenia creado ya no permite agregar dinero y aparecen 2 botones de eliminación del apartado.",not_applicable
512,No puedo afiliarme en el aplicativo,authenticity
513,pésimo muy mal esta app. es mi primera experiencia con esta aplicación. es una desgracia 😡😡,not_applicable
514,"desde hace dos días quiero pagar mi afp por la aplicación y siempre me sale error, inténtelo luego y nunca funciona.",not_applicable
515,"Tengo que reiniciar mi celular para abrir sesión, desde el 2023 he tenido ese problema. El token digital tengo que activarlo a cada momento si es que de casualidad presiono esa opción porque el app demora en cargar. Por favor, pueden dar mantenimiento continuo a su aplicativo, estás demoras son muy incómodas, cuando se supone que está herramienta debe ser más útil para los usuarios.",authenticity
516,demora en cargar,not_applicable
517,"Pésima a pesar que ya he descargado 5 actualizaciones sigue mal, no permite colocar en cuotas las compras realizadas con la tarjeta de credito.",not_applicable
518,no se xq no puedo ingresar al app estoy decepcionado de este aplicativo,not_applicable
519,"Está fallando la app, no puedo entrar, me aparece una pantalla negra, si les sirve de algo tengo un celular Samsung.",not_applicable
520,"horrible aplicación, no sirve para nada, solo por obligación es que estoy en BBVA",not_applicable
521,"Estimados señores del BBVA, con disculparse no solucionan el problema, somos personas que tienen su dinero en su banco, mueven millones y no pueden corregir un aplicativo?, muy mal. cada minutos que pasa que no puedo hacer transferencias o pagos es perder dinero y eso el banco no lo devuelve. pensaré seriamente en continuar con este banco. No puedo activar mi token.",authenticity
522,no sé cómo puede ver gente que le de cinco estrellas a este aplicativo cuando no a uno llega porque es una desgracia no ingresa se cuelga y no se sabe hasta cuando siga así pésima aplicación 😤😡,not_applicable
523,pesimo,not_applicable
524,malísimo,not_applicable
525,"Pésimo aplicativo, el peor de todos definitivamente. Hasta una estrella es demasiado como para calificar esta app.",not_applicable
526,Acceder al PLIM toma más tiempo que otra app,not_applicable
527,Bien,not_applicable
528,"Demasiado lenta esta app, para utilizar Plin se cuelga demasiado, para leer código QR, para revisar las opciones de la app, no es nada intuitiva, muy difícil de utilizar por su gran lentitud. actualización 04/06/2025. la instale de nuevo por mi trabajo y no se puede activar token en poco X3 pro, está más rápida la app pero da error al activar el token",authenticity
529,pésima aplicación no me permite ingresar a mi banca,not_applicable
530,"Es una porqueria el aplicativo, otro calificativo no se le puede dar, no me deja activar el token, hacer transferencia ni nada. una desgracia total.",authenticity
531,"Perder 1 hora tratando de comprar en línea por sus estupideces de CVV dinámico y token que ni siquiera se activan y sale error. Tan fácil que era comprar con el número de seguridad de atrás de la tarjeta. Una idiotez de decisión haber cambiado eso por formas menos prácticas. Y cuando llamas porque se bloquea te tienen dando vueltas, no pueden ser claros y decir (en la última ocasión) que si renuevas una tarjeta hay que esperar 24 hrs, recién la 4ta persona te dice q es por eso,luego de 1 hora",authenticity
532,más de lo mismo demora un montón en abrir y en otro casos obligado a reiniciar el celular para que ingresé... pésimo servicio,not_applicable
533,pecima aplicación demora en entrar o simplemente no entra 😡😡,not_applicable
534,"Pésima la app, presenta fallas al querer realizar envíos por Plin, ya que la clave de confirmación nunca llega, imposibilitando completar la operación. Una solución muy urgente en la app, Porfavor.",authenticity
535,"Malisimaaaaaaa, siempre se queda ingresando o peor aún ni ingresa.",not_applicable
536,"No me deja hacer transferencias y ni ingresar, ya lo e eliminado y vuelto a descargar y nada, antes era buena y compleja ahora ya no.",not_applicable
