ID,Comentario_Original,Clasificacion_ISO_25010_2023
1101,"Pésima actualización , soy cliente siempre e utilizado y a diario utilizo la app, la anterior versión era genial ahora que lo e actualizado no me deja entrar a la app se queda en la pantalla de inicio y no carga ya desinstale y instale y viceversa y nada alguna solución a este problema que me es muy urgente utilizar la app.",not_applicable
1102,"Es demasiada lenta, y peor aún con esta actualización, y lo peor de todo no se porque motivo no puedo acceder a mi Plin, que solo lo utilizo para enviar al yape, ya que como dije es lentísimo, y más fácil es Yapear, porque al entrar a esta app se demora una eternidad, hasta pienso en cambiarme de banco.",not_applicable
1103,"Totalmente decepcionada, de la nada se desactivo mi token en mi aplicativo y cada vez que intento activarlo me figura que se ha producido un error y que lo intente más tarde!!. He llamado reiterada veces pero no hay opción para atención al cliente. La versión anterior era más sencillo de usar. Solicito una solución.",authenticity
1104,"Lo peor que le puede estar pasando a la app del BBVA, hoy actualizo y empezó los problemas ,sin motivo alguno se cierra y tengo q volver entrar nuevamente poner mi dni y clave, y así sucesivamente a transcurrido muchas horas y hasta ahora no puedo ingresar ala app , gracias a su bendita actualización. Si me piden captura no se cómo enviarlo. Arreglen urgente ese problema.",not_applicable
1105,"Acabo de sacar mi tarjeta y se supone que por este aplicativo iba a cambiar mi contraseña de fábrica. Sin embargo cuando ingreso la nueva contraseña no carga absolutamente nada, se queda pegado y nada. Tendré que anular la tarjeta y sacarme una de Interbank que también tiene plin. Pésimo, perder minutos vitales en el banco para nada por culpa de una aplicación mal implementada y los desarrolladores cobran caro para esto...",authenticity
1106,"La actualización ha venido fatal, no se puede validar el token y en el cajero no se da solución. En estos tiempo, las transferencias y pagos por app son importantes, pero no la podemos usar por el token que no se activa, muy mal todo. La versión anterior era más sencilla y fácil de usar.",authenticity
1107,No sé que han hecho con la última actualización...ahora me dice que no puedo acceder por huella digital por seguridad del sistema...me sale error cuando ingreso mi contraseña..han empeorado la versión en lugar de mejorarla..deberían arreglar de inmediato porque están dificultando todo. Ahora no puedo ni acceder a nada.,authenticity
1108,"No tenían por qué actualizar, está actualización es malísima, funciona cuando quiere, seria mejor que regresen a la anterior versión y corrijan esta, ACTUALIZACION: Ha pasado más de un mes y persisten los problemas para ingresar, por favor corrijan de una vez!!!!",not_applicable
1109,"Llevo más de 4 días intentando abrir la aplicación que por cierto antes de esta última actualización funcionaba bien, debo suponer que las actualizaciones son para mejorar un sistema y no para empeorar y perjudicar a usuarios que decidimos trabajar con ustedes. Espero puedan dar una solución a este problema. Atte Les acabo de mandar un correo...",not_applicable
1110,"Buen Día estimados, me encuentro fuera del país y cuento con mi Tarjeta de Coordenadas, todo estaba trabajando bien sin el token hasta que esta nueva actualización que cambio cosas en mi perfil al parecer. Resulta que ahora no puedo hacer transacciones mas allá de mis cuentas ni en banca por internet. ni en el App , pues ahora al entrar pide el token cosa que no hacia, y no tengo forma de activar un token desde acá. Esta actualización me ha creado un problema y necesito saber como puedo resolver para hacer y/o transferencias a terceros..? Ya he intentado varias veces pero nada funciono... Se agradece su atención y apoyo para ello. Actualizacion al 10 Oct. aun sin respuesta",authenticity
1111,"Pésima esta aplicación desde que apareció se actualizó sola y no puedo pagar algunos servicios, tuve que desinstalar y volver a la anterior; ahora se ha vuelto a actualizar y persiste la falla, llamé a soporte técnico y me dicen que no es falla de la línea del banco sino la del servicio que deseo pagar...qué INCAPACES !",not_applicable
1112,"Permite hacer operaciones, pero en general es lenta. Desde el inicio de sesión se queda pensando demasiado. Peor aún si necesitas buscar sus puntos de atención, siempre queda cargando y en muchas de las ocasiones no llega a abrir, eso sin contar que si haces zoom, se va hacia cualquier lado.",not_applicable
1113,"Me gustaba más la anterior versión, pero bueno... Ahora hago una transferencia y no actualiza los saldos de la página principal, favor de corregir!, no soy el único que ha comentado este problema. Otro problema es que no permite autocompletar palabras y aparte no te deja poner tildes. Favor de corregir.",integrity
1114,"Que porquería de APP, después de que actualizaron no solo cambiaron la apariencia sino que en el afán de que se vea mejor ahora ya nada funciona bien. Las opciones lanzan error constantemente, la opción de PLIN rara vez funciona. Pensaré en cambiar de banco ya que la opción online hoy es muy importabte, que lastima.",not_applicable
1115,"Estoy sacando una tarjeta nueva ya que ni mantuve uso en la antigua que tenia sin embargo es una perdida de tiempo total, el app no carga, que molestia y falta de facilidad es la que brinda esta app, hay pagos que tengo directamente en este banco y bien quisiera cambiarlos porque solo es perdida de tiempo, su actualización no me permite hacer inicio de sesión ni poner números en la contraseña de ingreso, requerimiento que ustedes piden.",not_applicable
1116,"Lamentablemente la app del continental ya no sirve, no entiendo por qué este cambio? Desde la actualización trato de hacer alguna transacción o pago desde la app y me sale ERROR inténtalo más tarde, y se queda cargando, prefería la anterior versión, era más sencilla de usar, tengo que adivinar en donde esta cada cosa.",not_applicable
1117,"Esta nueva actualización lo que hizo fue acabar con lo bueno que tenía la versión anterior, se supone que la actualizaciones mejoran no empeoran las cosas. Mis pagos frecuentes presentan problemas al transferir, al usar plin aveces no funciona a tiempo. Deben mejorar o volver por lo menos a la versión anterior que era 3 veces mejor que esta.",not_applicable
1118,"Esta última actualización ha malogrado todo lo bien que estaban haciendo en esta app, al ingresar se queda en blanco (como a los demas usuarios que lo notifican), hay que abrirla como 10 veces para poder entrar o retroceder a la pantalla en blanco para el token ya que al menos la web si funciona. Deshagan esta actualización por favor, ya van varios dias y no solucionan nada",authenticity
1119,"Terrible!!! Me di con la sorpresa que se actualizo la app y es horrible la anterior era mejor y esta llena de anuncios todo el tiempo, con bloqueos y ya no puedes poner tus compras en las cuotas que deseas de 3 en adelante, ahora no te deja te pone 3 o 12, 24 y asi eso no me parece coincidencia, los intereses? Si pagas puntual, no reprogramas y te pasa esto, te desmotivan.👎BBVA dice solución ahora banca por internet y entonces la banca movil no existe? Ahora pasado tanto tiempo esto decepciona.",not_applicable
1120,"Uno de los peores sistemas entre los bancos... Ofrecen a través de un sistema ""plin"" transferencia inmediata a cuentas de otros bancos y el dinero se queda como operación retenida.... No los recomiendo. Además la actualización de la app en vez de hacer las cosas más fáciles las enreda más.",integrity
1121,"Pésima actualización, todo es muy lento ahora. Muchísimo mejor estaba la anterior, era más cómodo para poder hacer transacciones y otros pagos. Lo noto desorganizado. Era una de las app a nivel de bancos que me agradaba mucho por el contenido, pero ahora no.",not_applicable
1122,"Esta nueva versión es un desastre no puedes realizar transferencias, no se puede prender ni apagar la tarjeta, siempre te sale el mensaje ""ocurrió un error, intente más tarde"". Creo que un error fue actualizarla, por favor arreglen eso, antes de la actualización era la mejor App de los bancos, ahora deja mucho que desear",resistance
1123,"Estuve contenta con la versión anterior, ahora con la nueva actualización tengo problemas, creí que era la única con el problema del token digital pero me equivoque, al parecer todos están con este problema, solucionenlo rápido!!! Seria bueno... 🙄 Se supone que la actualización es para una buena mejora... 🤔🙄",authenticity
1124,"No puedo activar el token digital, mando el msj que indica y no me llega nada. Ya más de un mes así, descargue e instale la App y sigue con lo mismo. Por el bendito token digital no puedo revisar nada!! Espero solucionen eso, eso demasiado molesto que te pidan activarlo cuando no lo permiten activarlo al mismo tiempo.",authenticity
1125,"Muy mala la aplicación, resulta a veces lenta y ahora con la última actualización te pone un pop up explicando TCambio y como funciona su app, sin dejarte opción a salir de ella y hacer tus operaciones con tranquilidad. Actualización. Envié mi correo con los datos pedidos, mi nombre coincide con el de aquí",not_applicable
1126,"Me cambiaré a otro banco, ellos si invierten más dinero, tiempo y sentido común para hacer sus aplicaciones. Y pedir mis datos no solucionará este problema.Es la peor actualización, porque es lenta, confusa y esta llena de errores. Muchos no podemos usarla. Por ello, como solución, les pedimos que vuelvan a la versión anterior, pero no lo quieren hacer.",not_applicable
1127,"Por favor, hagan algo con su aplicativo, es un desastre!!! Pensé que era mi celular, pero no! Para hacer un movimiento la pantalla se queda en blanco, se bloquean las opciones, la pantalla parpadea, hay que ser adivinos y veloces para sobre la pantalla blanca ponchar y teber suerte que se active la sgte opción, para que luego ; otra vez se bloquee. Es un dolor de cabeza, algo que en vez de sacarte de apuro, te da problemas!",not_applicable
1128,"Desde que actualizaron la app, transferir, hacer pagos y abrir la app es un proceso nefasto, tengo que abrir y cerrar la app hasta que me deje ingresar mi clave, se queda en el logo más de 10 minutos, solucionen su producto, querían mejorar la experiencia para los usuarios pero solo lograron meterle publicidad innecesaria, arreglen su app me da flojera cambiar de banco.",not_applicable
1129,"La aplicación se ha puesto pésima, tengo problemas al ingresar al aplicativo, desde la última actualización todo ha cambiado, se tiene que estar ingresando infinidad de veces para poder visualizar nuestro saldo, no permite hacer operaciones porque la pantalla sale blanco, no sale nada, y cuando porfim se logra ingresar sale error en dónde figura nuestro salgo. Por favor urge generar operación, BBVA no era así",not_applicable
1130,"La aplicación estaba funcionando y con la última actualización se cuelga, además de la solicitud molesta de sistema biométrico que sale a cada igreso, es invasivo y parece una forma sutil de hacerte hacerlo. Una actualización debe ser más eficiente, de lo contrario no ponerla en producción.",authenticity
1131,"Que rayos han echo con la app?? Desde la última actualización cada vez que ingreso me aparece una ventana para activar mi token y no desaparece, no puedo ingresar a hacer mis operaciones con normalidad ... Y para colmo justo en cuarentena, ni para ir a los bancos. Sucede que ya tengo activado el token y aún así me sigue apareciendo ese aviso.",authenticity
1132,"Es una porquería la nueva actualización,una de las razones por la que seguía con el BBVA era la versión anterior de su app móvil, con esta actualización me tomo como media hora realizar una simple transferencia, porque le hicieron tan complicado o creen que haciéndolo así los hackers no van a ingresar a las cuentas como lo constantemente lo vienen realizando, Que vuelva a la versión anterior por favor, cómo veo que opinan muchos está actualización es nefasta.",not_applicable
1133,"La nueva actualización hace a la App muy lenta, demasiado lenta que demora en cargar, no responde, se tiene que entrar nuevamente... En resumen está pésima la App con la nueva actualización... Sugiero que se retorne a la anterior, era más rápida y práctica.",not_applicable
1134,"Pésima su actualización, no se entiende nada para hacer operaciones, yo hago pagos a empresas grandes y con esta nueva actualización no encuentro en donde o me confundo mucho, no carga rápido al abrir la app, que cobren para hacer una transferencia al mismo banco es una locura, deben mejorarla no empeorar, seria mejor que regresen a la antigua versión.",not_applicable
1135,"Muy mal la nueva actualización de la app, no se puede hacer ninguna trasnferencia ni operación, se supone que lo actualizan para bien, para facilitarnos la vida no para complicarla, necesito hacer una transferencia urgente y no se puede, pide que intente mas tarde, la app anterior era mucho mejor. Por favor solucionen eso ya, ojalá lo arreglen pronto, es muy incómodo.",not_applicable
1136,"Entiendo q quieran hacer Moderna la App pero lo han hecho menos atractiva ademas de que no es muy resumifa y practica. Como la version anterior Ademas que se ponte muy Lenta para pasar de opcion a opcion ancomparacion de la anterior q era mucho mas Agil , Vuelvan al anterior Diseño o haganlo.mas parecido Ya hasta Ni se ve los Puntos Vids y muestra una Barra fijada de ingresos y gastos innecesaria la verdad",not_applicable
1137,"Me tienen inhabilitado con que tengo q activar el token digital y que espere la llamada. Ya van 3 días y no llaman. Por banca teléfonica no se entiende nada, el audio está fatal. Solo quiero entrar a ver mis números de cuenta y verificar depósitos. Debería bloquearse solo las transferencias si quieren ser una app ""segura"". Cuando van a llamarme para la activación???? Edit: no he cambiado ni de número, ni de operador, solo de equipo celular.",authenticity
1138,"Esta versión es un retroceso. Me imagino que cambiaron de proveedor y les vendieron (a la gerencia de TI) algo supuestamente superior, que visualmente impacta más, pero que funcionalmente no está validado. Ahora me recive con un mensaje que dice ""hola Dni"" (se le perdió mi nombre?) y me pide una contraseña, la cual no me atrevo a colocar pues podría ser un phising (cómo saberlo?). En conclusion no puedo usar el app.",authenticity
1139,"Esta app sigue fallando, llevo más de un mes tratando de hacer operaciones y desde la última actualización me sale, ""intente más tarde"" lo desinstale muchas veces y la he descargado en otro equipo, y me piden el token digital, agrego la clave y sale que me llamarán y que debo agregar nuevamente el token. Francamente una tontería su actualización. Solucionen esto por favor!!",authenticity
1140,"Decepcionante. No se a que se deba pero hace ya varios días o al menos una semana, la aplicación no me permite realizar pagos, a razón de la misma se me cobro adicional por no poder pagar a tiempo, anteriormente funcionaba bien, hoy en día para nada, la intención de las aplicaciones es hacer la vida más sencillo y evitar estar concurriendo a centros de pago, más aún que ahora es necesario evitar aglomeraciones para no contraer la COVID-19.",not_applicable
1141,"Esta aplicación tiene muchas fallas, quería hacer transferencia a mi propia cuenta, de la nada me salió saldo insuficiente y se bloqueó la cuenta. Ahora estoy esperando que me desbloqueen y ya pasaron las 24 horas que tienen como plazo máximo. Un desastre la aplicación y la atención.",not_applicable
1142,"Malisima! Me sigue saliendo para activar mi token digital y yo ya lo tengo, no he cambiado de número ni de operador y ya lo he desinstalado e instalado varias veces, pero hasta ahora sigue sin funcionar. Cuando presiono para activar el token, me llega un mensaje de texto con una clave, lo pongo y de ahí se cuelga... Nisiquiera me deja ver mis saldos ni hacer nada porque el anuncio del token tapa toda la pantalla y no se puede quitar.",authenticity
1143,"Hace varios años soy cliente del BBVA, y con el aplicativo anterior no he tenido problema alguno, pero con esta nueva actualización estoy teniendo muchos problemas, siendo el más importante el que no se puede activar el token digital, hago varios intentos para que me llegue el código y nunca llega. Por favor señores del BBVA un poco más de profesionalismo y respeto con el cliente.",authenticity
1144,"Hola! Desde hace unos días no esta funcionando el acceso a trasnferencias via Plin. Entro a la opción, pero en ligar de pedir nombre, solicita número. Nada funcional. Ingreso el número y aun así no genera resultados, solo se queda cargando y me aburro y la tengi que cerrar. Cuál es la solución?",not_applicable
1145,"Sinceramente, una lástima este aplicativo. Su respuesta a acciones son demasiado lentas. No es el celular porque lo he usado en distintos dispositivos. SE PARA CAYENDO, venden DEMASIADA publicidad dentro de la APP. Y para colmo no es nada intuitivo. Para ser la app de un BANCO GRANDE se queda demasiado atrás. Ni el plin, no encuentro la opción de pagar con QR hasta ahorita. LASTIMA DE APP",not_applicable
1146,"La actualicé hace dos días y hoy me pide actualizarla de nuevo y no me deja entrar a la app a menos que lo haga. El problema es que tendría que desinstalar algo porque no tengo más espacio. Qué tanto puede cambiar una app en dos días? O es un error que necesita parche? 😠 No me gustan esas aplicaciones que se vuelven super pesadas, y que DEMANDAN actualizaciones constantemente.",not_applicable
1147,"Está horrible tanto su servicio telefónico como este son lentos y no te llevan a nada. El chat te manda con el asesor que te deja una plantilla, le escribí y me cierra el chat. El servicio teléfono no reconoce el número de las opciones cuando marcas. Si no fuera porque la empresa usa este banco cambiaría, cero, no lo recomiendo. Lentos al extremo en todo.",not_applicable
