ID,Comentario_Original,Clasificacion_ISO_25010_2023
401,"Demasiada publicidad, no puedo sacar la tontería de gastos de la pantalla de inicio",not_applicable
402,pésimo el aplicativo plin solucionen el error por favor,not_applicable
403,es muy mala la app por no me deja crear mi banca móvil 😡😡😡😡 no la recomiendo,authenticity
404,"una basura la app. se traba me abri mi cuenta hace dos días y hasta ahora no puedo entrar. simplemente no carga ni si web para abrir cuenta online, y le pasa a varios",not_applicable
405,"aveces no entra , suupuestamente x error de conexión",not_applicable
406,La app se queda cargando una vez valida mis credenciales y no me permite ingresar.,not_applicable
407,"Pésimo servicio, cómo quieren que valide mi identidad para un token digital que no quiero, si no me dejan editar mi celular o correo, o sea el SMS que van a enviar a dónde se supone que me va a llegar SI NO EDITÉ EL NRO",authenticity
408,Es muy buena,not_applicable
409,Tiene muchos errores en este aplicativo y es poco intuitivo.,not_applicable
410,Bueno,not_applicable
411,No me deja pagar por la aplicación se queda cargando bastante tiempo y no se me soluciona.,not_applicable
412,En serio necesito mi tarjeta para registrarme en la banca móvil?,authenticity
413,malicimo un llamado de atencion a aquellos am o soporte de esta app arreglen el problema no se puede activar el token digital x dios el dinero de los usuarios estan en la app y me incluyo y no se puede hacer pagos ni activar token,authenticity
414,no se puede ingresar más de una ves arreglen ese inconveniente,not_applicable
415,pésimo el servicio de atención al cliente,not_applicable
416,malisimo,not_applicable
417,"pésima, no recomiendo está app, aparte d que me roba el dinero en ""comisiones"" no deja hacer transacciones en vía virtual, no me deja retirar el dinero y me.cobra por los movimientos q ago, no lo recomiendo, yape es mejor q está basura",not_applicable
418,se cuelga mucho,not_applicable
419,"todavia ninguno de sus tecnico ha podido solucionar el problema del servicio de plin. no puedo acceder a enviar por contacto si. que el app se cierre. pesimo servicio, pesimo los tecnico que desde el año pasado estoy que me soluciones y nada. ya he instalado, actializado cambiado de equipo y nada funciona con este app.",not_applicable
420,"Esta fallando la App no me deja volver ingresar después de haber iniciado sesión minutos antes. Tengo que reiniciar el celular para poder volver ingresar a la App. Lleva mucho tiempo así, solucionen a la brevedad.",not_applicable
421,app muy mala se cuelga no se puede transferir ni usar plin,not_applicable
422,cuando inició sesión se queda en la pantalla blanca,not_applicable
423,a veces no quiere entrar a la app y se queda en espera.,not_applicable
424,"No permite hacer ningún movimiento o pago mientras no sea desde la misma cuenta, no permite hacer plin a yape",not_applicable
425,esta última actualización no me permite plinear a números de yape porque??,not_applicable
426,Por que ya no se puede yapear 😡,not_applicable
427,"Hace buen tiempo que funciona bien y otras no . Intento mandar dinero a mis contactos a los que ya les mandé antes y no funciona, luego cuando quiero pagar me dice que en este momento no se puede",not_applicable
428,una completa mm se desactivo el toke. automáticamente ahora para volver a activar sigo los pasos y siempre sale herror no puedo planear ni transferir pongan un poco de atención a sus clientes,authenticity
429,tengo que reiniciar mi celular para poder ingresar se cuelga ha cada rato pésimo,not_applicable
430,no funciona el app me sale que no tengo nada en cuenta,not_applicable
431,"He aperturado una cuenta de ahorros y me fue inútil intentar la afiliación de mi cuenta, llamé y me logré comunicar con un asesor a quien le expliqué mí caso, y obtuve como respuesta, que la cuenta era nueva y que tenía que esperar 24 horas llevo con hoy 5 días intentando utilizar la aplicación sin suerte, sinceramente muy decepcionado, trabajo con otras aplicaciones sin problema, y aperture la cuenta por necesidad, sinceramente muy decepcionado créanme.",authenticity
432,"hay ocasiones en las que tengo que reiniciar el celular para poder ingresar, y otra es que no me deja pagar ya sea a plin o yape, se queda cargando y no puedo hacer nada, al final no se realiza la operación.",not_applicable
433,Siempre tengo problemas en el login. El botón de ingresar no funciona en mi Galaxy A55,not_applicable
434,muy mal no la recomiendo. la aplicación se traba.,not_applicable
435,"hoy intenté ingresar a mi cuenta y plinear, el token digital no me deja, lo activo y no quiere aceptar no me envía el mensaje de verificación, es un estrés, tengo que pagar y no me permite por la pésima optimizacion de la app.",authenticity
436,"no me dejan restablecer mi contraseña, es un atraso necesito ver cuando me depositen un pago que viene sin aviso.... HORRIBLES!",authenticity
437,constantemente me pide activar el token es incómodo y hay veces en que ni siquiera me permite activar el token y se cuelga a cada rato,authenticity
438,desinstalé la app y ahora no me deja ingresar pongo mi dni y la contraseña y no me deja ingresar,authenticity
439,"Pesimo su aplicativo, desde hace un mes no puedo realizar pagos por la app, solo funciona con tarjeta física. Ha empeorado horriblemente, lo peor es que no dan solución cuando llamas 😤",not_applicable
440,Al ingresar al aplicativo se demora mucho tienen q mejorar en ese aspecto,not_applicable
441,"entraba con normalidad hasta que un día ya no me dejaba solo dicen error inténtelo más tarde y así estoy casi todo el mes, incluso lo desinstale y volví a instalarlo y nada , probé con otro celular tampoco",not_applicable
442,que pesimo aplicativo no puedo hacer transferencia,not_applicable
443,odio que cada mes tengo q activar TOKEN ASKO De app,authenticity
444,Ahora tengo problemas para iniciar cesión en el app. resulta que hago mal la contraseña como es eso posible ..,authenticity
445,"actualice y no puedo entrar con huella, se queda fija la pantalla y no hay acceso",authenticity
446,Cambie de equipo celular y no me permite ingresar mi clave,authenticity
447,"se congelan a cada rato, no inicia sesión,",not_applicable
448,no me permite transferir dinero a mis otras cuentas,not_applicable
449,se cae mucho el sistema,not_applicable
450,solo falta que mejoren el Plin BBVA y sería perfecto,not_applicable
451,"Es desesperante de verdad a cada rato se desactiva el token, que pésimo.",authenticity
452,"Que pasa con la aplicación? aveces entra, aveces no entra, nunca puedo fiarme de pagar una compra o realizar alguna operación por que no se si va a entrar al app o no, estoy muy molesto, y antes de que llamen y digan ""ACTUALIZE LA APLICACIÓN "", está actualizada, si pudiera poner 0 estrellas lo haría.",not_applicable
453,no se puede iniciar sesión tengo que reiniciar mi celular,not_applicable
