ID,Comentario_Original,Clasificacion_ISO_25010_2023
1401,"De verdad cada día más mala la aplicación ni para entrar a la aplicación te deja cuando uno quiere poner la huella para entrar te dice error en el sistema lleva así desde el mes pasado, cuando logra ingresar con la contraseña y quiere hacer pagos ni con huella ni con contraseña te deja dice error en el sistema fatal de verdad en vez de mejorar en peoro cada día.",authenticity
1402,"Pésima actualización, desde que la instale tengo el problema de que cuando intento realizar un pago o una transferencia se pone toda la pantalla en blanco y no me deja ver las opciones, tengo que desinstalar e instalar varias veces para que el problema se solucione y no es conveniente en urgencias. Solucionen las fallas de esta actualización por favor, como cliente no me siento satisfecho con la app ni la atención remota o virtual.",not_applicable
1403,"Buenas sinceramente esta nueva versión no me gusta, no es para nada amigable. Seria muy práctico tener contacto frecuente de cuentas a transferir y no tener que estar agregando cada vez la cuenta a transferir. Además lukita era muchísimo mejor esta versión plin que no te dice de una vez los números a los que puedes transferir es muy poco práctico. Muy mala la aplicación",not_applicable
1404,"Cuando hago plineos la app no funcia bien, por algún motivo sale como si no lo enviara y me vuelve a pedir confirmación de mi huella dactilar, tengo que cancelarlo para que me salga el pantallazo que se hizo la transferencia, si le doy continuar, me regresa con un error y luego tengo que volver a poner mi DNI y verificación, por favor arreglen sus bugs.",authenticity
1405,"Antes resultaba más simple pagar un servicio, como el TV cable o Internet, ahora no me salen las opciones de la compañía de cable, y cuando ponía mi numero de teléfono me salía un error que ya había sido cancelado. Antes te salía el saldo contable y disponible y en el historial te aparecia en que habías gastado esa diferencia entre el saldo contable y disponible. Ahora nisiquiera sabes que pagaste para tener menos saldo.",integrity
1406,"Con la nueva versión no he podido realizar transferencias Plin, una funcionalidad que utilizo con frecuencia, no me deja escoger un contacto de mi agenda y solo me permite copiar o digitar el número de teléfono y se queda cargando. Esto fastidia porque en la anterior versión se hacía de una manera más fácil, espero mejoren este tema que es de vital importancia",not_applicable
1407,"La versión anterior estaba mejor, esta nueva no es para nada intuitiva, espero ver el menú con las opciones y tengo escoger primero una tarjeta para acceder a ver parte de las opciones. En resumen, se ha vuelto más fastidiosa y tediosa de manejar, adicional a la nueva interfaz, la anterior estaba mejor, solo le faltaba ser compatible con huella id.",not_applicable
1408,"Ya varios días y no puedo acceder ni al aplicativo ni a la banca móvil... Llamo al número telefónico, sigo los pasos y no funciona. Utilicé otros dispositivos móviles, porque leí que decían que era por la incompatibilidad del app con algunos móviles, lo cual no es cierto... he utilizado 2 emuladores de Android y en todos los casos, no me permite ingresar a ver mi saldo ni mucho menos hacer movimientos. La incomodidad es tremenda y este inconveniente, no solo me está sucediendo a mí.",not_applicable
1409,"Una completa basura. Una app demasiado lenta y complicada de utilizar. La versión anterior era todo lo contrario, simple y práctica. Actualicen esta nueva versión, o regresen a la anterior porque este cambio no tiene ningún sentido. Ojalá se pudiera puntuar con cero estrellas.",not_applicable
1410,"Terrible experiencia de usuario. Parece que de esfuerzan en hacer que sus apps Sena difíciles de usar. Hasta ahora no puedo lukear ni plinear. Cuando intento configurar plin, nunca termina de cargar la página. Muy mala actualizacion. Hagan rollback nomás a la versión anterior, al menos cumplía con hacer transferencias y pagar.",not_applicable
1411,"Aunque la plataforma se ve más bonita, es mucho menos ""amigable"" que la anterior. Los montos no se actualizan al hacer transacciones, ahora hay más pasos para hacer pagos. Lo único bueno y seguro que debieran de continuar, es el acceso a la plataforma que es con huella digital y reconocimiento facial, lo demás no ayuda. Deberían regresar a la plataforma anterior",integrity
1412,"Para una entidad como bbva esta app deja mucho que desear, presenta muchas fallas por ejemplo para activar el token con la opcion recomendada no funciona , con el DNI y selfies te pide hasta que sonrias. Ademas para configurar la tarjeta para desbloquear la hacer compras no responde. Se quiere seguridad si, pero no necesariamente tiene que ser tedioso su uso.",authenticity
1413,"Una porquería, no permite realizar ningún tipo de movimiento sin el token. Y para activarlo es imposible. No puedo Plinear, no puedo hacer transferencias, no deja activar el código cvv, no deja hacer NADA. La cereza del pastel es la interfaz que es horrible, ahora se tiene que ingresar a la lista de contactos, demora más y hay más margen a que te equivoques. Un fiasco y bodrio de app.",authenticity
1414,"Horrible la nueva actualización del app. No encuentro a Lukita y he tenido que descargarla de manera individual. No sé como hacer pagos, cualquier opción que presiono me marca como error. En serio, mil veces estaba mejor la versión anterior, más sencilla y facilitaba el manejo.",not_applicable
1415,"La nueva actualización no deja realizar transferencias, ya que sale error que se generará nueva clave token pasa el tiempo se reintenta abriendo nuevamente la app y sale tu cuenta es bloqueada que es lo q sucede. Mi celular está configurado a mi cuenta hace tiempo y un día antes hice mis transacciones sin problemas le di actualizar y comenzó todo el inconveniente por último se cerró la app , el móvil tiene capacidad y la red no tiene problemas señores deberían revisar sus actualizaciones",authenticity
