ID,Comentario_Original,Clasificacion_ISO_25010_2023
1701,"Desde hoy (04/08/20) no puedo acceder a la opción de ""tarjetas"" en la nueva app. No me agrada la nueva versión de la app, se ve más propaganda que los datos de mis transacciones, el hacer pagos o transferencias no me resulta tan sencillo como en la antigua versión. LA VERSIÓN ANTIGUA ERA MÁS SENCILLA!",not_applicable
1702,"Pésima esta nueva versión. Ahora no puedo hacer el pago a una cuenta recaudadora (micasita hipotecaria mn), pongo mi ID y lo me jala las cuotas que debo pagar. Tampoco me deja ingresar el monto a pagar y si de casualidad puedo hacerlo, me dice que no hay deuda. Pésima experiencia, he tenido q hacer el pago por otros canales en los que han pasado días para q se pueda validar el pago.",not_applicable
1703,"Muy mala, mejor es la banca por internet, esta app es lenta a veces me quedo mucho tiempo esperando tan solo ingresar, no se actualizan rapido las operaciones, a veces no entra, no es facil de encontrar en ella las operaciones que uno quiere realizar, y la forma como la han planteado no se entiende",integrity
1704,"El app sigue con problemas, se demora demasiado para ingresar. Borre todo el cache elimine archivos de mi cel pensando que era por espacio, pero nada sigue igual. Cuando se realizan transferencia a yape salen muchos errores, intentar mas tarde pero no lo solicionan. Cuando quiero hacer transferencia en horas de la noche incluso en madrugada por alguna emergencia el app noe permite realizar esa operacion y me bloquea mi tarjeta y su call center solo funciona en horario de oficina. No sirve",not_applicable
1705,"Pésimo. Cuando se compra por Internet te acepta una vez, cuando quieres volver a comprar el mismo producto una semana después, tienes que eliminar la tarjeta del sitio web y volverlo a ingresar. Es super lento, hay que desinstalarlo y volverlo a cargar para que la aplicación funcione.",not_applicable
1706,"Pésima, la interfaz no es nada intuitiva, los números y las letras atiborran el espacio, no puedes fácilmente entender cómo van tus movimientos y las descripciones peor aún...la empeoraron. Además aún no tiene la posibilidad de abrirse con huella ni lukita en fácil acceso.",not_applicable
1707,"Desde que actualizaron la app va pésima, muy lenta, se congela constantemente, complican la forma en hacer operaciones. He estado esperando que corrijan la fluidez de la app con una nueva actualización, pero sigue igual y ya lleva meses. Estoy planteándome cambiar mis cuentas de banco. La experiencia brindada por el BBVA se ha convertido en la peor.",not_applicable
1708,"Desde la última actualización las cosas se malograron, la interfaz de antes era más sencilla llamativa y encontrabas todo genial. Con la ultima no puedo visualizar los montos a pagar, debo ponerlo, o sea antes no había riesgo de confundirte, se seleccionaba el recibo, pero ahora es un caos, los pagos frecuentes si están pero igual debes de colocar todos los datos antes ya no era necesario pues se guardaban como frecuentes todo esos datos. Hoy (21-10-20) no puedo no quiera ingresar a la app.",not_applicable
1709,"Pésima actualización, lenta, el APP no es nada intuitiva, todo desordenado, las transferencias por plin no funcionan, el token digital no se puede activar!!! Sale un mensaje de error, se queda cargando y no avanza, no sé que han hecho.",authenticity
1710,"Cada vez se pone más pesada la interfaz. Las mismas funciones que otras apps bancarias pero con esta me demoro mucho en el ingreso y la verificación del token dinámico... Además me pide activar la huella y cuando pongo hacerlo más tarde se cuelga... Ya lo he reinstalado 3 veces... Va de mal en peor",authenticity
1711,"Tenho muchos problemas con esta aplicación cada vez que quiero abrir mi cuenta me sale que hay nueva aplicación y me manda a actualizar y me demora demasiado tiempo hasta 3 días tengo sin poder actualizar y cada que se actualiza al otro día me vuelve a salir lo mismo que actualice por favor necesito que puedan resolver eso.... gracias",not_applicable
1712,"pésimo servicio. te ofrecen una tarjeta de crédito te llaman para indicarte que puedes ir a recogerla. llegas a la tienda encima que te hacen esperar 1 hora para que te atiendan cuando llega tu turno te dicen que no se puede recoger por ahora que regreses el día que al banco se le pega la gana... mal la experiencia, si así tratan a un posible cliente como tratarán a sus clientes. Yo me salve y tome otra opción de banco espero ustedes no caigan. saludos.",not_applicable
1713,"La actualizacion esta muy desamigable para el usuario, ya no se puede utilizar las opciones de pago frecuente y las que tenia se borraron, practicamente se tiene que adivinar donde se encuentran las opciones como transferencia y/o pagos ya que estan escondidas, amigable para la generacion bicentenario pero no pensado en la generacion ochentera, planteen un app amigable para todos.",not_applicable
1714,"Pesima aplicacion. Cada vez que ingreso con huella dactilar debo intentarlo 4 o 5 veces porque se queda congelado. Y no es mi movil, ya que tambien tengo instalada la app de IBK y fluye muy bien. Tengo 24 años con uds y por esta pesima app ya pienso en cambiarme de banco porque me hce perder tiempo y paciencia.",authenticity
1715,"La peor app la peor forma de y que seguridad, como es posible que para todo te piden el token digital. Desde la pc debes acceder a la app del celular para el token, es absurdo. Se te perdió el cel te jo porque no tendrás token. De paso, ni el token me aparece, cual es la solución que me plantean desinstalar y volver a instalar cdsm mi dinero está al tiempo que ellos quieren y no de manera inmediata.... mucho que mejorar de esta y que tecnología",authenticity
1716,"Pésimo el aplicativo, no me permite registrar mi usuario. Cuando quiero activar mi clave digital el sistema me responde que no cuenta con la solicitud de cuenta AFP. Señores desarrolladores movil, cuando quieran cambiar una versión, que sea por algo mejor; de lo contrario vuelvan a la versión anterior, se supone que ustedes manejan Git, es fácil volver a lo anterior. Esta versión es una porquería. Imiten o copien del aplicativo del Interbank, que hasta el momento es la mejor de todas.",authenticity
1717,"En realidad no han.cambiado nada, no se par que sirve el historia de efectivo móvil en el menú principal y el efectivo móvil dentro de la cuenta, el menú principal deberían estar las principales operaciones. Y los favoritos es i desastre todo se tiene que editar o ingresar manualmente. Sigue pésima la app.",not_applicable
1718,"Tengo problemas con el apps . Acada rato me pide que actualice el token . Quiero aser una transferencia urgente y me sale con este inconveniente. No es posible que siga así este apps . X favor más control con lo que asen . Y xfavor no vallan bloquear mi tarjeta . Ya que me encuentro en el extranjero trabajando . Y es el único medio de aser transferencia a mi familia . Aver si ponen todo su conocimiento en esta problemática",authenticity
1719,"Buenas tardes, la solución que dan no sirve mi número de teléfono y operador son los mismos desde hace un año, quiero abrir el app e inmediatamente me dice que no puedo ingresar debido a que debo activar el token digital primero pero al hacer esto el código que envían por sms y que ingreso no sirve. Ya son 2 meses sin una solución por parte de ustedes. ¡Mejoren!",authenticity
1720,"Buenos días, si siguen teniendo este tipo de fallas tendré que cambiar de banco. Uno acá no está para perder el tiempo hay fallas en abrir, en la trasferencia y si por algún momento se abre sé demora o se congela. Espero que solucionen esos problemas , gracias por su atención.",not_applicable
1721,"Pesima app . Mejor estaba la anterior ahora es súper lento y no suena al clickear x lo que no se sabe si esta cargando o no.. además no muestran los detalles de la operación realizada solo sale fecha . Número de movimiento y monto. Pero no sale desde que cuenta y hacia que cuenta va",non_repudiation
1722,"Pésima actualización. Arruinaron Lukita. Realmente hay que ser inepto para aprobar un cambio sin haber hecho primero las pruebas necesarias. Obvio es culpa de algún mando medio que apresuró las cosas, porque los perfiles técnicos que programan fijo que conocen la necesidad de tomarse el tiempo prudente. Así es cuando no hay criterio: se corre mucho sólo para tener que regresar lo andado porque se hizo mal. Elijan mejor a sus jefes intermedios.",not_applicable
1723,"No quiere abrir... Dice cerrar aplicación y ni siquiera la pude abrir. Me dice que se detuvo la aplicación... Cómo y por dónde desea usted que le mandé mi DNI y captura? Ya sabe. Que es lo que sucede... Entonces no es necesario que pidan nada. Solo solucionen el problema. Acaso no Ben los comentarios que trata del mismo problema?",not_applicable
1724,"Antes de esta actualización la app me dejaba verificar mis saldos . se supone que con cada actualización una app debe mejorar pero ahora Quise verificar mis movimientos y mi saldo afiliandome por la banca móvil con un tarjeta nueva y no acepta los datos no me deja avanzar no importa las veces que ingrese no me permite crear la contraseña que es el ultimo paso para concluir dicha afiliación , espero solucionen ese problema que dificulta el desarrollo eficiente de la app",not_applicable
1725,"Una tontería. Estaba mucho mejor el sist anterior x sms nomas. Tuve que instalar esta app para tener los tokems digitales y hacer operaciones; Pero ahora que me pidió actualización la app, ya no carga y por ende ya NO puedo tener tokem digital para hacer operaciones en linea. O sea no sirve nada. Me ha dejado sin poder hacer algo en línea.",authenticity
1726,"Sres. se viene repitiendo una y otra vez, que el aplicativo no envia el mensaje sms para habilitar el token digital, lei todos los comentarios al respecto y se responde con el mismo cliche que se les envíe correo con informacion de la tarjeta del cliente y pantallazo, como si el problema fuera eventual. Sres. el problema es general y muchas personas como yo no escriben por aca, pues vienen esperando que lo solucionen.SRES. EL PROBLEMA ES GENERAL Y USTEDES NO ESTAN HACIENDO NADA PARA SOLUCIONARLO",authenticity
1727,"Horrible aplicación, llevo intentando ingresar a la aplicación como lo hacía de costumbre y resulta que me dice que mi contraseña esta bloqueada y que ingrese mis datos para desbloquear como es posible eso si siempre ingresaba normal. A empeorado en lugar de mejorar me piden datos para restaurar mi contraseña o que cree un usuario cuando se supone que si uno ingresa de manera normal solo basta con el documento y la contraseña... De verdad que mal. Si pudiera calificar con 0 estrellas lo haría.",not_applicable
1728,"Horrible app. Nunca avisa cuando tiene una actualización, solo empieza a fallar y uno tiene que adivinar a qué se debe. Los operaciones no se actualizan en tiempo real, uno tiene que salir de la app y volver a entrar. Y las operaciones que uno guarda como frecuentes a veces funcionan bien y otras no.",integrity
1729,"La app está muy lenta, pues ni siquiera carga el inicio de la App... La versión anterior que era básica pues estaba mucho más rápido que el actual... Esta muy bueno que innoven pero me parece que hay que hacer pruebas antes de hacer las gestiones de cambio...",not_applicable
1730,"Cada vez está peor la aplicación. Se demora demasiado y lo peor, hay momentos que no puedes plinear, transferir, etc. Tengo todos los permisos activados y de pronto no puedo transferir porque no está activado el token (que se tiene activado hace años). Pésimo",authenticity
1731,"Nose que han tratado de hacer con esta actualización que me indica la app del BBVA.. en vez de mejorar es un desastre; me sale actualizar, pongo actualizar y me pide que borre varias aplicaciones para liberar espacio, lo hice y ahora cuando carga es demasiado lento y cuando esta por terminar de cargar me sale que no se puede que hay problemas... es un desastre lo que han intentado hacer, la actualización la que estaba antes estaba bien",not_applicable
1732,"Esta ultima versión es muy lenta y hay cosas que no se entienden bien...quise cambiar el número de celular, fui a la opción operador, elegí mi departamento, y luego en la opción celular sale 054..quiero borrar y sigue apareciendo (054), bueno, coloqué el número de celular y dice que no puede iniciar con 0,9 y no me acuerdo que más, al final no pude cambiarlo para el talking...lo tuve que desintalar pensando que era a lo mejor «falso».",not_applicable
1733,"La nueva actualización es horrible,era mas sencilla la anterior mas rápida y fácil de usar y con todos los detalles de los movientos ....en esta no te sale los detalles completos o te confunden....y algunos ni aparecen .....muy mala esta app....por eso que ya no trató de hacer movimientos desde esta app ...mas utilizo él bcp...mas rápido y con todos los detalles .....de tus movimientos...",non_repudiation
1734,"Desde la última actualización de la app no puedo realizar nuevas operaciones debido a que no me manda el SMS para activar mi token digital. Ya procedí a desintalar todas las apps del bbva y luego instalar primero la aplicación de operaciones, pero nada funciona. Necesito una solución urgente, ya que yo no sólo hago operaciones frecuentes!!! La anterior versión funcionaba muy bien, no entiendo si ven tantos problemas con los usuarios y no los resuelven.",authenticity
1735,"Una total decepcion esta app con la anterior no tenia ningun inconveniente ahora no se puede hacer ninguna transaccion por respeto a los clientes deberian mejorar o volver a la anterior app,y lo peor es q cuando uno llama solo te dicen q elimines y vuelvas a descargar y no hay ninguna mejora todo se pone en blanco si seguimos asi me veré obligado a ver otras financieras",not_applicable
1736,"El cambio que han hecho en la app la ha vuelto una de pura publicidad de los productos del banco, antes era fácil de usar y con los ítems concretos pero ahora preferiría ir al mismo banco que utilizar la app por lo difícil que la han modificado. Deberían que volver a ver con los desarrolladores pq si una de las cosas de ser cliente del.bbva era la facilidad de la app asi como esta mejor cambiarse de banco si no va a servir de mucho para los usuarios",not_applicable
1737,"Pésimo cada vez que ingresas se bloquea pidiendo activar con huella si pones activar con huella sale error y si pones ingresar más tarde lo mismo luego dice cambia el modo de ingreso desde ajustes, pero como voy a ingresar a ajustes o configuración si apenas ingreso ya se bloquea el app pidiendo esa modo ingreso, MUY MUY MAL LA ACTUALIZACIÓN, HACEN PERDER TIEMPO VALIOSO",authenticity
1738,"Desde hace días que no puedo ingresar a la app, no me permitía ingresar con mi huella, desinstalé la app y volví a descargarla, hasta ahora no me permite ingresar. Asimismo, en google tampoco te carga, sale como error. Espero puedan corregir este problema y así se pueda tener un buen uso de todas las opciones.",authenticity
1739,"Son varias semanas que no puedo ingresar a esta nueva app que es malisima!! luego de instalarlo marco la. opcion soy cliente y se queda en 'Entendido' y no avanza... ya perdi la cuenta de cuantas veces he instalado y desinstalado esta app, mala eleccion de esta actualizacion la anterior era mas practica y entendible, tendre que cambiar de banco al no poder acceder a mi propia cuenta, es una pena.",not_applicable
1740,"Pésima actualización de la aplicación, es demasiado lenta en comparación con otras app de otros banco que tengo, en lugar de simplificar las opciones las hicieron en más pasos. Deberían tomar las recomendaciones de todos los clientes que están reportando incidentes y mejorarla",not_applicable
1741,"Señores de BBVA, debo decir que es pésima la actualización de la app, llevo días teniendo el mismo problema, no puedo pagar con Plin o hacer transferencia en donde sea que me encuentre me sale un mensaje ""hemos tenido inconveniente para procesar..."", además la huella ID se demora en cargar mis datos, que al final cancelo y pongo la clave manualmente. Se supone que las mejoras de la actualización deben simplificarle la vida al usuario, acortandole el tiempo de espera. Espero lo solucionen pronto.",authenticity
1742,"Su aplicativo funciona cuando quiere y cuando uno lo necesita falla, pasa seguido, deben arreglar ese problema, lo mantengo actualizado, pero cuando se llama para reportar se cierran diciendo que su aplicativo no tiene inconvenientes, quieren que uno instale y desinstale el aplicativo a cada rato.",not_applicable
1743,"La versión anterior era mucho más rápida y sencilla de manejar, me permitía visualizar todos mis saldos y tarjetas de una manera más cómoda. El aspecto mejoró y la huella es interesante, pero si me dan a elegir entre el aspecto o la sencillez prefiero lo segundo.",not_applicable
1744,"Esta nueva aplicación es totalmente lenta ... Con acceso más complicado no se puede distinguir a donde ingresar porque al inicio sale todas las opciones. Y al darle lo q necesitas es lento y a mitad de transferencia se sale el sistema a cada rato... En resumen sres. BBVA, habiliten algo consiso y puntual está aplicación no ayuda, gracias!",not_applicable
1745,"Sigo con el problema de la APP, no carga, se queda en la pantalla del logo, hice de todo en mi cell, ya mande mi correo a soporte ya envíe todos mis datos y del cell que pidieron y hasta ahora no solucionan el problema del APP, Ya vamos por dos semanas, hasta cuando vamos a esperar.",not_applicable
1746,"Con esta actualización la app es lenta para todo y peor aún si quieres compartir tu número de cuenta, tienes que llamar a la banca y escribir lo que te dicta la operadora después de marcar cuchumil opciones, además si se distorsiona la voz por x motivo tienes he volver a escuchar todo de nuevo... Ya no me gusta esta app",not_applicable
1747,"Fatal esta actualización, quiero realizar pagos y me piden el token digital, voy activarlo y simplemente no se puede, en estos tiempos donde esto era un canal de facilidad para realizar operaciones nos obliga atentar nuestra integridad por salir a las calles para cumplir con nuestros pagos, pero si nos demoramos más de lo debido ya están con las moras",authenticity
1748,"Había dado 5 estrellas a la versión anterior, hoy la nueva versión es muy mala, y digo mala porque es lenta, todo cambio de lugar y uno tiene que adivinar para hacer cualquier operación y lo peor no encuentras lo que buscas hacer, la versión anterior 10 veces mejor, una pena !!!",not_applicable
1749,"Es la peor aplicación que alguna vez haya tenido. No actualiza al momento cada uso que le doy. Es complicada y sus nuevas funciones inútiles. Mis pagos frecuentes se volvieron a CERO, en resumen una experiencia nada confortable. Desearía saber cómo regresar a la anterior a fin de no tener que cerrar mis cuentas e irme a otro banco.",integrity
1750,"Lo que sucede esque no quiero activar mi token digital solo quiero omitir esa opcion dandole retroceder sin embargo no puedo y al parecer es obligatorio activarlo , ya pues imbeciles almenos pongan la opcion de cerrar esa imagen cuando ingresas ala app de "" ACTIVA TU TOKEN DIGITAL "" agg como molesta solo pongan una "" X"" en la parte superior derecha para cerrarla y ya . En estos tiempos de cuarentena deberian dejarse de estupideces y dejar de ser una molestia para el consumidor",authenticity
1751,"Pesima actualización, antes podia cambiar de usuario sencillamente, ahora me pide validar en cada cambio es una gran pérdida de tiempo, quiero volver a la anterior versión. Además agotan la paciencia con publicidad, ya parece una app gratuita a la que hay que apoyar ingresando a su publicidad. De lo peor",not_applicable
1752,"Fatal, lo único ""bueno"" es ingresar con la huella pero no compensa la practicidad de la anterior versión; el diseño, los colores, las opciones, la estructura de como lo han cambiado está terrible. Extraño la versión anterior, ma fácil, rápida y práctica. Visualmente superior la anterior.",not_applicable
1753,"muy mala, en cada actualización se vuelve peor. Incluso a veces te dice que sale error cuando quieres pagar por Plin pero al final si se cobró el dinero. Demora bastante en abrir, y a veces te sale ""error"" y no hay forma de pagar. Deberian ver ese aspecto.",non_repudiation
1754,"Hoy en horas de la mañana 7 am abrí el aplicativo y después de ingresar con la clave el aplicativo se ponía en pantalla blanca y no respondía, intente desinstalando y volviendo a instalar el aplicativo reiniciando mi móvil y nada ademas cuando realizo un pago y regreso al menú principal donde me muestra mi saldo actual en mi cuenta no se actualiza después de haber hecho el pago siempre muestra el saldo anterior al pago esta app con la nueva versión es mala",integrity
1755,"Soy cliente nuevo, tengo una semana y desde el primer día no puedo acceder a la banca móvil, siempre me dice que por el momento no podemos atender tu operación, tenía otras espectativas de la aplicación, pero viendo las reseñas me doy con la sorpresa que la mayoría de usuarios tienen los mismos errores, realmente dejan mucho que desear, ya que no puedo ver mis estados de cuentas y no puedo realizar operaciones. PD: Ya intenté desinstalar y volver a instalar, siempre veo que responden eso.",not_applicable
1756,"Me arrepiento de actualizarla, pesimo, si se pudiera poner menos de una estrella se gana a pelo, trato de ingresar a mi cuenta y se detiene. Dandome un mensaje de Bbva sigue fallando. Cerrar app. Pesima aplicacion las versiones anteriores eran mejor. Si van actualizar tambien deben pensar en celulares de gama baja sin descuidar la seguridad. Ahora no ouedo ingresar a mis ctas. Pesima pero pesima actualizacion.",not_applicable
1757,"Tras la última actualización la app anda pésima, la optimización es mala, presente errores como el toquen digital no activo y la incapacidades de hacer plineos, pésima app espero que logren arreglar todos estos fallos que al parecer no es solo una observación de mi persona sino un error presente en casi todas las apps instaladas del BBVA.",authenticity
1758,"La app no me deja plinear a yape. Antes me salía la opción de yape y otros bancos en un solo número. Ahora solo sale que el número no tiene Plin. Por otro lado, cuando quiero hacer transferencias en el último paso la app se cuelga y no me permite hacer dicha transferencia. Concuerdo con que la app es muy lenta y pesada.",not_applicable
1759,"La peor app, primero pide actualización se procede y luego no puedes iniciar sesion. Porque no pueden hacer una app siimple donde los usuarios no demoremos 03 minutos para que permite cargar la app y luego otro minuto para que te diga no puede ingresar. Definitivamente contraten otro programador",not_applicable
1760,"Yo soy un cliente en su banco por más de 2 años y tenían un buen aplicativo hasta el momento, ahora que actualizo el app de banca movil, no puedo ingresar ya que solo se queda en la carátula de BBVA. No puedo hacer mis pagos ni nada por ese motivo. En otras palabras no me carga el aplicativo. Espero su pronta respuesta y ayuda por favor.",not_applicable
