ID,Comentario_Original,Clasificacion_ISO_25010_2023
2201,"Me arrepiento de estar en su banco cambiare lo antes posible, como puede ser que actualicen el app para facilitar los fraudes, llena de venta de sus horrendos productos por todos lados que pretenden que hostigandonos compremos, no se puede activar ninguna seguridad. Cambiare de banco 😡",resistance
2202,"Al parecer no soy el único con el problema con respecto a la actualización de la app... me pide el token digital y se bloquea automaticamente... hoy me acerqué al banco de marsano y me dicen que es tema de banca por internet, lo cual llamo y me dicen que me acerque a ventanilla porque es un error del sistema de la app... necesitamos SOLUCIONES",authenticity
2203,"Ojalá se pudiera calificar con ninguna estrella, siguen de mal en peor, ahora piden acceso a la ubicación y acceso al teléfono, cuando antes tranquilamente enviaban SMS para obtener las claves, no pienso dar ningún permiso, encima lo ponen insistentemente, que mal BBVA, antes era muy buena aplicación, porque siempre la cagan 💩",confidentiality
2204,"Me quedo con la versión anterior ¡ A OJOS CERRADOS! No puedo utilizar Lukita para transferir a mis contactos porque no me aparece la lista y tengo que estar buscando el número saliebdo de la APP. Por favor regresen a versión anterior , era mucho más fácil !",not_applicable
2205,"La app estaba perfecto, no tenia ningun problema. Pero hoy que quise ingresar, me sale un mensaje que solo esta disponible la nueva APP BBVA y que para actualizar tengo que tener Android 6 a más. Me parece totalmente discriminatorio porque tengo un celular inferior y en esta situación no tengo forma de adquirir un celular de alta gama. PÉSIMO COMO BANCO QUE HAGAN ESTA SEPARACION. En ningun otro banco he pasado por esto.",not_applicable
2206,"En ocasiones trato de hacer un pago de servicio ym sale qno tng deuda ysi tng deuda, xq trato de cancelar con otra tarjeta de otro banco y si sale deuda, xq sucede esto?, un mes antes hize el mismo pago ysi se pudo. Pensé q era x actualizacion pero igual no pude hacerlo..... espero me puedan responder y explicar xq razon sucede eso, yo no salgo de casa ym es util pagar desde mi aplicativo pero es irritante no poder hacerlo tng q buscar quien me haga dicho pago..... despues de eso es muy util....",integrity
2207,"Ultimamente la app está teniendo muchos fallos diariamente. No puedo transferir, ni plinear, ni hacer compras por internet. No reconoce las cuentas a las que quiero transferir a pesar que son frecuentes y me pide activar token cuando ya está activo. Que estrés de verdad",authenticity
2208,"Horrible!!!, el app no funciona como se debe en mi caso no me permite realizar una transferencia ni otras. Opciones cuando hago click en cualquier opción el app se cuelga y no puedo hacer más tengo que apagarlo y reintentar pero esto se repite una y otra vez hasta ahora ,desde la actualización , ni he podido realizar ninguna operación en el app",not_applicable
2209,"La última actualización, esta recontra pésimo ya que no se pueden hacer transferencias y no se puede plinear a Yape , debería de arreglar esos problemas que me aparecen muy a menudo, estoy arto de que me aparezca "" inténtelo más tarde "".",not_applicable
2210,Desde que se actualizo esta más lento y no se puede entrar a la plataforma si es una actualización debería ser para mejorar y tener una buena calidad en el servicio.... Deberían tomar en cuenta las actualizaciones que hacen si será una buena opción o no.,not_applicable
2211,"La anterior estaba mejor, esta nueva version es muy lenta, tengo que bajar para ver la informacion que deberia ver en una pantalla y a veces sale error al hacer pagos o transferencias, la antigua version estaba bien, esta es un desastre.",not_applicable
2212,"App lentísima, me pide validad el token digital muchas veces y se puede hacer solo 1 movimiento sea plin o tranferencia en el dia, es la peor aplicacion de banca movil. Lastima que tengo una cuenta sueldo y dependo de ella pero pesima app, haganse un favor y pasen de banco, no es la novedad. Es una banca movil inútil en todo su esplendor.",authenticity
2213,"No sé qué le ha pasado a la app. Hasta hace una semana podía operar, ahora ingreso pero no muestra nada, pantalla en blanco, solo el menú general. La desinstale y volví a instalar, el problema persiste. No puedo operar nada sin la token digital.",authenticity
2214,"Este aplicativo presenta muchas fallas. Desde el inicio, demora 5 minutos a más para que solicite la contraseña. El token digital se desactiva cada cierto tiempo. La versión anterior era más rápido y funcional. Copien lo bueno del app los otros bancos, por ejemplo scotiabank",authenticity
2215,"La app últimamente está horrible , se congela y no carga y lastimosamente no puedo hacer nada y el problema lo tengo desde hace dos meses , en un inicio pensé que era el sistema que se estaba actualizando pero Veo que no es así ya lleva mucho tiempo",not_applicable
2216,"Pésimo!! La interfaz de uso es muy complicada! Demasiado lenta. Ya no están las secciones separadas, para hacer pago de servicios se queda en blanco la aplicación. Antes era mejor. 1 estrella porque es lo mínimo, sino daría-5",not_applicable
2217,"Porque an cambiado el aplicativo está muy complicado no lo entiendo , en verdad en lugar de ayudar Alos clientes a ser más fácil todo lo complicaron más quiero trasferir a otra persona del mismo banco y ahora me pide cci y volver le pedir ala persona esa información tbm la complique más porque es un familiar mayor .que paso? Yo eres feliz con su otra app. Era hincha de ustedes y lo recomendaba a mis familiares y amistades que era fácil rápido y bueno .pero ahora no pienso lo mismo.",not_applicable
2218,"La verdad soy cliente de BBVA desde hace años, y nunca había tenido problemas con la app. Por protección siempre configuro que todo paso sea con huella digital pero cada día que ingreso a realizar operaciones me sale para confirmación de pago el token automático.",authenticity
2219,"He intentado ingresar a la aplicación y no carga, he instalado desinstalado vuelto a instalar y nada, van dos días con el problema, siempre use esta app por su facilidad y funcionalidad pero esta actualización no llega ni a cargar para poder ingresar mi usuario.",not_applicable
2220,"Llevo más de una semana tratando de afilirme al aplicativo y no puedo no me permite pasar al siguiente paso, voy al banco y me dicen que llame, llamo y no hay asesores solo guías grabadas que no me ayudan en absolutamente nada, pésimo pésimo pierdo tiempo en ir hasta el banco y ahora pierdo el tiempo llamando a un número que no da solucione y mientras tanto sigo sin poder hacer movimientos bancarios.",not_applicable
2221,Esta nueva actualizacion de la app es un asco no puedo realizar ninguna operacion me aparece que no esta disponible la anterior era muy buena no entiendo por que la cambiaron . Pesimo sistema de este banco que no nos ayuda en tiempos de cuarentena y realizar nuestras operaciones .,not_applicable
2222,La aplicación realmente no funciona! Estoy intentando hace tres días realizar una transacción a otra cuenta bancaria de la misma entidad bancaria y sale: error. Luego se pone cargar y se queda así. La versión anterior funcionaba perfectamente!,not_applicable
2223,"Muy mala la actualización, se cuelga errores por todos lados, cuando transfieres a otra cuenta de BBVA no la reconoce en ocasiones solo funciona con la cuenta CCI y no sale el nombre del destinatario, un claro ejemplo de como malograr algo que si funcionaba",accountability
2224,"Tengo problemas al ingresar al poner la clave sale validando como si todo estubiera cargando bien pero no ingreso al aplicativo se queda la pantalla totalmente en blanco . elimine los datos guardados.de.la.app borre el.cache desintale la app.borre.todo y lo hice desde cero y sigue igual . tambien me.di cuenta que tampoco se visualisa las opciones.que hay antes.de poner tu clave como es seguridad y privacidad , puntos de atencion , aplicaciones , acerca de bbva todas s quedan en pantalla blanca",not_applicable
2225,"Me mandaron al correo las instrucciones para solucionar el bug del lector facial para dar la opción de hacerlo mas tarde, se solucionó pero ahora afectó al token digital y luego volvió al bug del lector facial... El equipo de programación de la APP no sirven para nada.",authenticity
2226,"Cuando intento configurar el ingreso a la aplicación por medio de huella dactilar, me sale ""se ha producido un error"", llevo ya tiempo sin poder configurar el ingreso, ya eliminé el caché, los datos, resintalé la aplicación y no hay solución.",authenticity
2227,Buenas tardes. Estoy intentando realizar transacciones con la app. Y no resulta pese a que escribi correctamente el numero de cuenta. Necesito con suma urgencia hacer el desposito. Al parecer la nueva actualizacion de la app no esta funcionando. Porque es la primera vez que me sucede este percance.,not_applicable
2228,Muy mala aplicación... Solo me duro unos días después de la actualización...después no me deja ingresar ...cada vez q entro al icono... No carga...y apaga mí equipo automático....y es una gran molestia.... Vuelvan a poner la app anterior a esta actualización...necesito ver los movimientos ...por favor,not_applicable
2229,La versión anterior era más simple y funcional. Intento ingresar y la pantalla se queda en blanco. Terrible que hayan actualizado la aplicación en esta coyuntura en la que sus oficinas tienen menor capacidad para realizar operaciones.,not_applicable
2230,"La aplicación está muy difícil de usar y no se puede realizar el pago de los servicios. La versión anterior se encontraba mejor y era más simple y fácil. Espero puedan mejorarla pronto, porque ocasiona retraso para hacer operaciones y no da ganas ya de usarla.",not_applicable
2231,Esta version no sirve para nada... a quien se le ocurre actualizar la app en medio de una crisis donde mas se necesita.. si la iban a actualizar por lo menos tenia que tener garantia de que funcione... no se puede realizar ninguna transaccion desde que la lanzaron...,not_applicable
2232,"La nueva actualización está trayendo problemas, dejó de ser amigable con el usuario, al abrir el app, sólo aparece una pantalla blanca y tengo que cerrar el app y volver a abrirla para que recién me salga la info de la ventana de ingreso, cosa que resulta muy tedioso pues lo que uno busca es eficiencia, el dia domingo quise hacer un pago por plim y me salia que no se pudo realizar y lo tuve que realizar por otro app y hoy sale que me descontaron los 2 intentos que hice, que fastidio",non_repudiation
2233,"No se que pasa con el app no me deja entrar, me sale error al iniciar sesión la otra versión era más rápida y efectiva no ocurria estos errores. Toda la pandemia utilizaba esta app porque me parecia más efectiva para pagar sin salir de mi casa. Necesito una solución, por favor.",not_applicable
2234,"Estaba usando la app excelente! Pero desde ya varios días tengo problemas y no logro hacer ningún tipo de moviendo, es mas ni siquiera me permite INGRESAR, me sale ERROR... He llamado varias veces, he ido al banco, no sé qué más se puede hacer!!! Solucionen pronto por favor.",not_applicable
2235,"Buenos días, hasta hace unas semanas creo estaba bien ,pero ahora no puedo pagar desde mi app mi tarjeta de crédito, y veo que no, solo yo tengo ese problema, me dijeron que borre el caché, que vuelva a instalar, reiniciar etc y nada. Después me piden mis datos la versión del cel del app BBVA,el número de fono el operador etc,si todo estaba bien antes, que pasó!, ,está app retrocedió 👎",not_applicable
2236,"No me deja entrar, me dice que intente de nuevo, lo intento y sigue saliendo lo mismo, que hubo un error, ya lo desinstale y lo instale pero no se puede, deben mejorarlo. Necesito ayuda, por lo que vi en anteriores comentarios varias personas están teniendo el mismo problema.",not_applicable
2237,"Les doy 1 estrella porque esta aplicación en vez de ser mejor que anterior es mucho peor. Hasta separaron a Lukita a una app independiente aunque no me quejo de esto sino más por el hecho de que no se puede ver a detalle las sumas y deducciones de tu cuenta como lo hacía en la otra app. Horrible, pésimo.",not_applicable
2238,"Es muy frustrante que no se pueda usar la aplicación sino se desea actualizar y cuando lo hago sea un disgusto realizar transferencias la versión anterior era más completa me irrita mucho el tener que ir al cajero o banco para realizar un pago teniendo un app que se supone debería ayudarme, para eso lo instale.",not_applicable
2239,"Pesima actualización, se borró mi clave con mi número de celular por la actualización y no puedo hacer ningún moviendo hasta acercarme a un cajero se supone que estamos en estado de emergencia como se les ocurre hacer tal burrada? Intento comunicarme y todos están ocupados. Y Horrible el nuevo diseño de la app NADA PRACTICA de manejar parece un juego.",authenticity
2240,"Desde la última actualización es un desastre la aplicación, ni siquiera me permite activar el token digital debido a un poblema de ""acceso a la cámara"" cuando todos los permisos están correctamente puestos y veo que es un error que le pasa a varios",authenticity
2241,"Es la primera vez q me abro una cuenta de tarjeta de crédito.. Pensé q era un banco distinto y mas avanzado pero con respeto su APP es una basura ! Quiero afiliarme y no me deja escanear el QR de la tarjeta, para que hacen eso si su sistema no dará la talla.. Cancelare esa cuenta !",authenticity
