ID,Comentario_Original,Clasificacion_ISO_25010_2023
1201,"Esta de mal en peor esta nueva versión, antes era mas facil y práctico ahora de la nada se borro mi token digital, quiero activarlo nuevamente y se demora una eternidad para q nunca se pueda activar, otro detalle esta en la publicidad constante y lo insistente que es para activar tu huella digital y luego al abrir la app igual te piden la clave.... Entonces porque me exigen eso si me van pedir la clave como siempre..... No tiene sentido.",authenticity
1202,"No le daría ni una estrella, es tan difícil usar el escáner para que capte el QR, ni intentándolo 50 veces, no sé si es mi celular o la misma aplicación, y eso que mi celular es de gama alta. Este inconveniente es muy frustrante y más aún las indicaciones que te dan de soporte técnico, se supone que debería facilitarse el acceso de los usuarios de esta app 🤷🏻‍♀️",not_applicable
1203,"Esta actualización no es mala, es pésima. Todo muy lento, quieren innovar en su interfaz y lo único que consiguen es dar la impresión de desorden. Si la antigua app funcionaba correctamente, no entiendo porqué cambiar a algo que funciona horrible. Y no, no les voy a dar mis datos, el mal funcionamiento como pueden leer, es para la gran mayoría de usuarios. El problema son ustedes, no nosotros.",not_applicable
1204,"En la última actualización plin o lukita no funciona bien. Antes era más práctico, no era necesario entrar a las cuentas. Ubicar lukita no es sencillo, la app en general es lenta. Ahora solo funciona rápido como directorio de contactos. No entiendo porque cambian el diseño a algo q no va a mejorar en la navegación.",not_applicable
1205,"Imposible poder confiar en plin desde su app. Ya son varias veces que presenta errores y en momentos críticos: simplemente se queda cargando al querer realizar el pago y nunca llega y me descuentan por más que salga error, ahora ya no puedo hacer ningún tipo de operación porque resulta que cualquier número que coloque no tiene ni plin no yape. Una gran frustración da usar su app.",integrity
1206,"Esta actualización no es tan deducible ni amigable como la anterior versión de la app. No se muestran los importes y retenciones... hay que esperar hasta que se procesen (en la anterior versión si se mostraba), no hay lukita, para realizar las transferencias frecuentes demanda tiempo al editar los montos, los saldos demoran en actualizar e incluso hay salir y volver a ingresar a la app para ver los saldos actualizados. No estoy conforme con la nueva versión BBVA.",integrity
1207,"Su app es pésima, para que existe esta app si en lugar de ayudar, entorpece el proceso de pago? No permite hacer pagos de préstamo ni antes ni durante la ultima fecha de vencimiento, solo esperan que se venza para cobrar comisiones. Aun asi, ni siquiera sirve para ver el detalle de pago o monto, ya que arroja error en cada momento; su solucion es solo enviarte a pagar a oficina.",not_applicable
1208,En el caso de robo a una persona y le esten obligando a retirar efectivo por el cajero automático que fuera. Que el cliente tenga un secuencia de teclas que ponga en alerta inmediata a las autoridades y puedan ayudar en ese instante a esa persona. Que el cajero envie esa alerta y las personas indicadas monitoren esto para evitar bromas de malos gustos. solo se use en casos reales. Una secuencia de teclas de ayuda inmediata .,not_applicable
1209,"La peor aplicación de banco del Perú y me atrevo a decir del mundo entero. Totalmente plana y difícil de usar, la anterior estaba mil veces mejor, queremos rapidez, eficacia, velocidad, y háganlo simple, las operaciones estas escondidas. Si queremos verificar una deuda para ver cuánto hay que depositar para el pago, no deja ver si el saldo no alcanza al monto a pagar. Terrible le pongo 1 estrella por que no se puede cero. Quiero trasladar una compra a cuotas, y pasa de tres cuotas directo a 12.",not_applicable
1210,"Señores del BBVA, ya tienen toda una serie de comentarios acerca de la nueva actualización de su app. Por favor, no esperen más tiempo y retornen a la anterior versión o al menos a una versión que sea mucho más sencilla de usar, sin mucha publicidad, sin mas complicaciones. Lo que han hecho con la última actualización no AYUDA PARA NADA A NINGÚN USUARIO, la finalidad de las apps de banco es hacer todo en el menor tiempo posible y no es que la app sea lenta sino que toda la publicidad alarga todo",not_applicable
