numero_comentario,comentario,clasificacion_iso_25010
1401,"El día hoy me levante con el fastidioso inconveniente que no puedo ingresar a mi APP, por q no hay detalle para AND version 8.8.3, no entiendo y no se que significa",not_applicable
1402,Está mal el aplicativo no puedo ingresar,not_applicable
1403,"Parece que se actualizó el aplicativo, no puedo ingresar, me sale este mensaje...No hay detalle de ADN para versión 8.8.3",not_applicable
1404,El sistema no lo reconoce y no se puede acceder el 8.8.3 AND Y se mantiene el problema técnico,not_applicable
1405,Ya no me abre dice nueva versión no hay detalles para AND 8.8.3.,not_applicable
1406,Muchos problemas,not_applicable
1407,No puedo ingresar a mi cta desde ayer que actualice la aplicación,not_applicable
1408,Pésimo no me permite nada,not_applicable
1409,Quiero descargar y me sale que no hay versiones para 8.8.3,not_applicable
1410,"Si no fuese que necesito esta aplicación probablemente la eliminaría, ahora ni puedo acceder a mi cuenta por que su dizque versión no aplica pero tampoco hay versión para descargar... yo me pregunto si en vez de pagar coimas al estado por que mejor no destina un poco de ese dinero a mejorar su ....to servicio...",not_applicable
1411,No puedo descargar el aplicativo en mi celular,not_applicable
1412,No me deja abrir la aplicación,not_applicable
1413,"Pésimo, no me deja actualizar ni abrir la app",not_applicable
1414,"La verdad recontra desanimado, pensé que habían mejoras pero la verdad cada vez está peor, pésimo banco para apps",not_applicable
1415,"Alguien sabe por qué la app no me deja ingresar? Me dice q hay una nueva versión, pero no me da opción para actualizar.",not_applicable
1416,"Cada actualización falla más continuamente, ahora no abre",not_applicable
1417,"La peor aplicación de bancos, siempre tengo inconvenientes",not_applicable
1418,Pide última actualización de 88.30 pero ya está actualizado y no puedo entrar,not_applicable
1419,Es un app pesimo,not_applicable
1420,No habré la aplicacion,not_applicable
1421,Con esta última actualización no puedo ingresar al app porque me aparece que NO HAY DETALLES PARA AND VERSIÓN 8.8.3.,not_applicable
1422,"No me deja descargar el app le sale un mensaje de nueva versión, desintalo vuelvo a instalar y me sale lo mismo acabo de tener un impase en un local y no tengo solución, he llamado a bca por teléfono y me.dice que mi celular que tiene un año y medio de comprado no soporta esta versión me.parece pésimo, osea me debo comprar un nuevo equipo? Señores quieren ayudar a bancarizar a las personas y hacen esto??? Me.parece pésimo en serio.",not_applicable
1423,Muy buena,not_applicable
1424,No funciona para Android,not_applicable
1425,Que estás pasando porque no se puede ingresar??,not_applicable
1426,"No se puede abrir desde mi Android, en vez de mejorar va empeorando",not_applicable
1427,Terrible,not_applicable
1428,"Además de todos los inconvenientes que comparto experiencias con los demás clientes que han calificado, ahora me sale un aviso ""NUEVA VERSION DISPONIBLE no hay detalles para AND versión 8.8.3 He desinstalado e reinstalado el App y me sigue saliendo y no me permite ingresar, estoy realmente harta no puedo hacer ninguna transacción pésimo!!!!",not_applicable
1429,"No funciona, pide actualizar a 8.8.3 pero no lo hace",not_applicable
1430,No puedo descargar está nueva versión,not_applicable
1431,Muy mala experiencia... ahora resulta que no puedo ingresar por que ha cambiado e versión... y que no encuentra su ADN 8.8.3,not_applicable
1432,"No abre el app con esta actualización, malísimo",not_applicable
1433,"pésima, en este momento no puedo entrar.",not_applicable
