numero_comentario,comentario,clasificacion_iso_25010
1101,Hay muchos problemas con la aplicación,not_applicable
1102,"No me permite abrir la aplicacion, pesimo servicio con la actualizacion",not_applicable
1103,"Tiene muchas fallas Se paraliza siempre y eso encomoda a la hora de pagar con plin, corregir el app . Antes no he tenido tanto inconveniente siempre funcionaba bien ya en muchas ocasiones me que sin poder pagar y sin llevar mi producto. Por ejemplo ahora mismo tengo que caminar por que m3 dice que hay nieva versión y no se como actualizarlo y estoy que llamo para hablar con un operador y nunca entra la llamada ya estoy más de una hora y nada.",not_applicable
1104,Poco amigable,not_applicable
1105,Pésima,not_applicable
1106,"Esta nueva actualización, no permite acceder a la app, y te sale el siguiente mensaje ""No hay detalle para AND versión 8.8. 3""",not_applicable
1107,"La peor actualización no me permite ingresar a la app. Dice que hay una actualización pero que no hay novedades para and 8.8.3 NO ENTIENDO NADA, pero necesito acceder a la app",not_applicable
1108,Mucho falla,not_applicable
1109,"Pésimo el app, no funciona y tampoco las llamadas telefónicas",not_applicable
1110,"Es la peor app que he usado, cada vez tiene más fallas. No funciona el plin y casi siempre está en mantenimiento",not_applicable
1111,"Antes era super buena ahora es la peor aplicación, no pasa nada es la peor de la peor",not_applicable
1112,"Sale un actualización pero no puedo, no me deja, me perjudi a demasiado",not_applicable
1113,No puedo ingresar ala app desde tenprano esta peor la actualización esto va en peor cada actualización,not_applicable
1114,Desde su actualización de Marzo mi app ha dejado de responder. Funcionaba perfecto antes. De nuevo. Febrero 2025 update 8.8.3 y ahora no puedo entrar al app.,not_applicable
1115,"No me funciona la app, me dice que actualice. La actualizo y me sale el mismo error",not_applicable
1116,No puedo ingresar a la aplicación que hago. Se actualizo y ya no entra por que me sale una nueva versión AND 8.8.3,not_applicable
1117,Última actualización está pésimo,not_applicable
1118,No abre la app,not_applicable
1119,No me abre la aplicación ahora me sale que algo de adn qué será Nesecito una solucion,not_applicable
1120,No abre la app,not_applicable
1121,"La mayoria de veces la app se cuelga, no abre o no deja realizar movimientos.",not_applicable
1122,Una tontera no puedo ingresar al app,not_applicable
1123,Pésimo mal no sirve,not_applicable
1124,Esta nueva actualizacion es un problema cada dia va de mal en peor todo el dia he estado intentando abrir mi app y nada,not_applicable
1125,No se puede ingresar.,not_applicable
1126,Actualización tras actualización empeora la aplicación. Ahora no me permite ingresar y me sale no hay detalles para AND versión 8.8.3,not_applicable
1127,no puedo entrar al aplicativo,not_applicable
1128,"Actualmente presenta fallas constantes, en este caso sale mensaje ""no hay detalles de ADN versión 8.8.3""",not_applicable
1129,CADA. VEZ PEOR LA ACTUALIZACIÓN PARA QUE LO HACEN SI NO MEJORAN,not_applicable
