numero_comentario,comentario,clasificacion_iso_25010
101,"Desde el 27 de julio el app ni tarjetas funcionan, pésimo servicio",not_applicable
102,muy pocas agencias...u y en los conos peor una agencia por distrito...q abuso. y en verano es peor con las collas,not_applicable
103,"La aplicación de Scotiabank en vez de mejorar, empeora, ya no puedo ingresar a la aplicación, ya que sale un mensaje de error desde hace días, desinstale e instale y sigue con el mismo error 👎🏻.",not_applicable
104,"horrible no puedo hacer absolutamente nada lo único para que sirve es para gastar mi dinero y verlo nada más, intento entrar para sacar intercambiar dólares no puedo,tampoco para transferir mi dinero a otro banco o al yape y el Plin tampoco funciona, arreglen su app de porquería siempre dicen que ""tenemos problemas con la app"" pero siempre es así no importa la hora en día,tarde o noche siempre sale error arreglen sus app de pésimo servicio y tengo que ir al banco para sacar una billetera digital",not_applicable
105,"de la nad no puedes ingresar al app, solo aparece que hay un problema con el sistema y ya va como 3 dias, muy mala aplicación",not_applicable
106,"mi opinión es más que todo para advertirles y darles un consejo , Scotiabank se a puesto pésimo tanto como sus transacciones y pagos , llegan a demorar mucho tiempo días sobre días , tengo muchos problemas no se lo recomiendo , tengo 5 días esperando una transferencia enserio creen que van a estar así todo el tiempo duermanse y pronto acabarán como caja Sulla...",integrity
107,"Por favor que se pueda acceder a la app aun así exista una nueva actualización, como voy a actualizar? si vengo al app para recargarme",not_applicable
108,"recién abrí mi cuenta sueldo, pero no puedo ni transferir!! que cólera 😡.",not_applicable
109,Presenta errores de ingreso y transferencias constantemente.,not_applicable
110,está presentamos muchas fallas no puedo entrar a mi cuenta,not_applicable
111,su app está teniendo problemas cada rato sale hubo un error k mal 🤔,not_applicable
112,la última actualización ws un desastre con muchos problemas para enviar plin o yape.. sale error,not_applicable
113,la peor aplicación lo tiene Scotiabank se cuelga con frecuencia y sale error de la aplicación con frecuencia también uno quiere plinear a yape y no permite se cobran el dinero luego hay que llamar porque el sistema lo retuvo en su nube y no se puede agregar la huella dactilar ya que uno sigue todos los procedimientos y sale aviso que vuelve a registrar no funciona no es ligero para efectuar las transacciones demora sale que está cargando y luego sale aviso inténtalo más tarde,integrity
114,27 28 de julio y no puedo ingresar al app sale que hay un problema con el app,not_applicable
