numero_comentario,comentario,clasificacion_iso_25010
1001,0ara cayendo a cada rato,not_applicable
1002,La peor aplicación q puede existir,not_applicable
1003,"El día de hoy no abre la apps, creí que era porque estoy fuera de Perú, pero veo las opciones y a casi todos les sucede igual. El mensaje que arroja es: OCURRIÓ UN ERROR. HUBO UN ERROR EN LA APLICACIÓN . POR FAVOR VOLVER A INTENTAR MÁS TARDE. Así ha estado todo el día de hoy.",not_applicable
1004,No puedo acceder me dice version and,not_applicable
1005,Actualizan su porquería de app y no me deja entrar a la app Y cabe mencionar que tampoco la huella dactilar funciona desde que tengo la app,authenticity
1006,"Muy mala el app, todas las noches está en desarrollo y no puedo pagar con la tarjeta",not_applicable
1007,Malo la aplicacion,not_applicable
1008,"Según actualizaron la app para mejorar pero ya no se puede ingresar y llamo a la empresa y me dejan colgada, mejor le unieran dejado como está",not_applicable
1009,"No habré rápido, y cuando al momento de poner la contraseña dice que no hay la versión y no te permite entrar",not_applicable
1010,Una huevad su app,not_applicable
1011,Buena,not_applicable
1012,No funciona la actualización no me deja abrirlo,not_applicable
1013,Esta fallando la aplicación sales NO HAY DETALLE PARA AND VERSIÓN 8.3.3,not_applicable
1014,Cada vez que hay una nueva versión no abre,not_applicable
1015,No se puede abrir la app en un Android. Que mala actualización,not_applicable
1016,Existe un problema con el ingreso hoy 22 de febrero no se puede ingresar el mensaje sale que hay nueva version pero no es verdad,not_applicable
1017,Falla horrible y eso que soy usuario,not_applicable
1018,Pésimo Siempre se cuelga,not_applicable
1019,El aplicativo continuamente falla y me pone en problemas al querer hacer un pago . espero que solucionen el inconveniente.,not_applicable
1020,"Pensa no migrar a yape, pero la verdad está app no sirve para nada, se la pasa colgada, no puedes contar con ella en emergencias, que decepción, encima tuvo una actualización hace poco y no quiere abrir ni actualizarse, pese a que el modelo de mi TLF es compatible . Mala 👎",not_applicable
1021,Hoy 22.Feb me está pidiendo actualizar y no acceso. No puedo abrir esta aplicación... que está pasando?,not_applicable
1022,Pesima,not_applicable
1023,Muy mals,not_applicable
1024,"Hoy en todo el día no ha funcionado el app, cuando más la necesito no está.",not_applicable
1025,No funciona,not_applicable
1026,fatal,not_applicable
1027,Últimamente estoy teniendo muchos problemas con el aplicativo Me sale actualizar app pero a las finales me sale No hay detalles para AND versión 8.8.3,not_applicable
1028,De lo peor esta aplicación no habre,not_applicable
1029,Estoy intentando entrar a la app y me sale un error de nueva versión disponible y que no hay detalles para AND versión 8.8.3. Pero cuando me manda a actualizar al play store no me deja actualizar porque no sale esa opción. Como hago ahora ?,not_applicable
1030,Super bien,not_applicable
1031,Se actualizó el app y ahora no permite ingresar. Está de mal en peor. Realmente una lástima que no tengan un buen soporte técnico.,not_applicable
1032,Es una porquería no me deja abrir el aplicativo.,not_applicable
1033,Una basura la app en estos momentos😡,not_applicable
1034,Hay una nueva versión y no me permite ingresar antes eras chevre tio Scotiabank,not_applicable
1035,Que mala aplicación Y uno llama y ni atienden,not_applicable
1036,Malisima,not_applicable
1037,Muy mala se queda corto. Siempre es un azar si es que va a funcionar o no su app no importa la hora o el día. Sus ingeniero de software deben ser los peores,not_applicable
1038,Error DNA 8.8.3,not_applicable
1039,"Casi nunca funciona, es malísima",not_applicable
1040,"No puedo abrir mi aplicación, me indican que hay una nueva actualización y me manda aquí y no hay ninguna actualización.",not_applicable
1041,No me permite ingresar,not_applicable
1042,"Que fue con la actualización, no entra a mi banca móvil",not_applicable
1043,No puedo entrar a mi app,not_applicable
1044,Es.mala la.aplicacion el.plin mucho falla y ahora el app no kiere.ni abrir,not_applicable
1045,NO FUNCIONA NO TENGO COMO INGRESAR A LA APP!!!!!,not_applicable
1046,Muy mala ahora no me deja ingresar porque se actualizo y mi cel es compatible según las especificciones pero no me permite,not_applicable
1047,Debería invertir el banco es un desastre está app,not_applicable
1048,"el plin falla y cuando ingreso, se vuelve a cerrar la aplicación",not_applicable
1049,Horrible,not_applicable
1050,"No puedo entrar a mi cuenta No sé porque hacen esto, necesito comprar y no puedo",not_applicable
1051,Casi nunca sirve el aplicativo,not_applicable
1052,Buenas,not_applicable
1053,Muchos inconvenientes tengo,not_applicable
1054,No puedo ingresar a la app desde anoche. Me sale un mensaje No hay detalles para AND versión 8.8.3,not_applicable
1055,"Ahora yo no sé que han hecho Pero no abre la app, dice nueva versión disponible y cuándo actualizo nuevamente me muestra ese mismo aviso y se cierra. Yo no sé que pasa con la entidad bancaria.",not_applicable
1056,No se puede ingresar al aplicativo para ver mis saldos,not_applicable
1057,"No me permite abrir mi app, me sale un mensaje de no hay detalle para AND versión 8.8.3. no se que significa eso. Hasta anoche todo funcionaba normal, ahora nada. Por favor alguien quien me pueda ayudar.",not_applicable
1058,Deberian ampliar la versión para todos,not_applicable
1059,"No sé puede entrar justo cuando es fecha de vencimiento, un clásico de Scotiabank",not_applicable
1060,Horrible este aplicativo,not_applicable
1061,Esta app es muy deficiente es mejor que cambien o cambiar de banco,not_applicable
1062,👎,not_applicable
1063,Todas las veces actualizan de mal en peor no puedes hacer por q no puedes entrar a la aplicación para plinear o algo la verdad una reverenda decepción.,not_applicable
1064,No me deja ingresar a la ap. Me sale: no hay detalles para AND versión 8.8.3,not_applicable
1065,No abre que pésimo,not_applicable
1066,"Un desastre de aplicación que no responde, pide actualizar cuando ya está actualizada, se cuelga, demora en plinear, etc.",not_applicable
1067,No funciona,not_applicable
1068,"No puedo abrir el app porque hay una nueva versión; sin embargo, mi teléfono sí es compatible. Siempre de mal en peor!",not_applicable
1069,No me permite entrar me sale que hay una versión actualizada y me manda a drive,not_applicable
1070,Siempre falla,not_applicable
1071,"Siempre presenta inconsistencias, ahora al actualizarse sale un mensaje ""No hay detalles de AND versión 8.8.3."" Nuevamente esperar para poder utilizar el app, si es que lo arreglan",not_applicable
1072,"Me presento soy un usuario de este banco y la verdad que todo bien pero hoy no se que sucede que la verdad no me deja ingresar ala aplicación para hacer un depósito a unos compañeros de trabajo si les dejan pero a otros no, necesito saber cómo solucionar esto o irme a una agencia de Scotiabank para solucionar este tema o esperar a que se solucione , gracias",not_applicable
1073,No la puedo instalar,not_applicable
1074,estoy satisfecha de poder realizar mis pagos de servicios por el aplicativo de este banco,not_applicable
1075,No hay detalles para AND versión 8.3.3. Eso me sale y no me permite ingresar a la app,not_applicable
1076,No está funcionando!!!,not_applicable
1077,Desastre,not_applicable
1078,Mala experiencia no hay acceso desde hoy por una nueva actualización,not_applicable
1079,"Pésima aplicación, no me permite instalarla, siempre da error.",not_applicable
1080,Se actualizo y no funciona,not_applicable
1081,versión 8.8.3 no funciona dice no hay detalles para AND version 8.8.3,not_applicable
1082,"Malasa su servicio, no puedo ingresar",not_applicable
1083,"Pésima la aplicación, no carga",not_applicable
1084,Malisimo,not_applicable
1085,"Uno pone sus datos ,no puedo ingresar por nueva actualización disponible no hay detalles para AND versión 8.8 3 la desinstale vuelvo a poner mis datos y sigue saliendo lo mismo necesito como poder solucionar ese inconveniente grande gracias buenas tardes",not_applicable
1086,Mala,not_applicable
1087,No puedo entrar a la aplicación y cuando voy al banco me dicen que mi celular es muy viejo para la actualización y me sale un oneplusne2211,not_applicable
1088,La peoe app se bancos siempee presenta fallas.,not_applicable
