comentario_id,contenido,clasificacion_seguridad,justificacion
2201,"Como dicen todos los usuarios de s10 a más con la ultima actualización ya no se puede ingresar. Por lo menos respondan y avisen que es lo que esta pasando , en otro bancos las app son mucho más estables y faciles.",not_applicable,"Problema de compatibilidad masivo sin aspectos específicos de seguridad"
2202,"Buenas tardes, ya hace semanas que el app está fallando... Cada vez que quiero ingresar sale que Hubo un error, y a veces Documento inválido o contraseña incorrecta... en los últimos días está peor y no se puede usar el plin.",authenticity,"Rechazo inconsistente de documentos y contraseñas válidas compromete autenticación"
2203,"Tengo el mismo problema cuento con un Samsung S10 y la app desde la ultima actualizacion no abre la app sale como erronea creo que deberian de ver cual es el inconveniente con la app y con este tipo de celulares por que e visto reseñas iguales con el mismo inconveniente",not_applicable,"Problema específico de compatibilidad sin implicaciones de seguridad"
2204,"Hace mucho q no puedo ingresar a la aplicacion, sigo todos los pasos, y sigue saliendo el mismo mensaje, ""hubo un error en la aplicación, intentalo más tarde."" no tengo ningun tipo de satisfacción con esta aplicación.",not_applicable,"Error técnico persistente sin aspectos específicos de seguridad"
2205,"Desde q actualizaron esta con problemas no ingresa rápido y te dice q tiene inconvenientes intentalo más tarde como si tuviera tiempo para estar intentando cada rato por eso es una banca por Internet para q sea eficiente y te saque de apuros en cual quiero transferencia y depósitos o lo q sea pero no pasa nada con esta aplicación de Scotiabank y eso q tengo4g debe ser veloz pero de nada sirve esta aplicación",not_applicable,"Problema de rendimiento post-actualización sin aspectos de seguridad"
2206,"Si se pudiera eligir 0 estrellas lo hiciera, la app es malísima, súper lenta, a cada rato está en mantenimiento, y siempre se cuelga, y te hace pagar varias veces el mismo servicio. Un desastre esta aplicación.",integrity,"Cobros múltiples del mismo servicio comprometen integridad financiera"
2207,"Desde que lo actualizaron ya no puedo entrar y ahora me dice q tengo q ir a un cajero para mi calve digital. Pero yo solo quiero ver cuanto tengo de ahorros, eso es todo, no se para q me piden la clave. Ademas cuando trato de entrar por la pagina no se puede iniciar sesion, en la parte luego de poner la contraseña no se puede presionar el boton de iniciar sesion",authenticity,"Requerimiento innecesario de clave digital para consultas básicas bloquea acceso"
2208,"La app está horrible, no permite abrir, a cada rato sale error de que la app esta presentando problemas e intentar más tarde... Es una emergencia no sirve porque nada de operaciones deja hacer, ni transferencia, ni por plin, ni por señal de humo... Un asco.",not_applicable,"Error técnico general sin implicaciones específicas de seguridad"
2209,"Siempre que hay actualización hay problemas. Se debe eliminar la instalación y volver a instalar el aplicativo. Llevo 3 días tratando de instalar y nada. Cuando ya tienes el aplicativo si es muy útil.",not_applicable,"Problema técnico de instalación sin aspectos de seguridad"
2210,"No puedo ingresar, me dice que me acerque a una agencia para actualizar mis datos, ayer estuve en una agencia y actualice mi número, se supone que el fin de la app es que todo sea mas rápido y no tenga que acercarme al banco, pero en fin, ya es la segunda vez que tengo problema con esta app, malaaaa",authenticity,"Actualización de datos en agencia no se refleja en sistema digital comprometiendo acceso"
2211,"Pésima actualización de la app porque no se puede ingresar a ver los depósitos que uno tiene, malísima, antes de la actualización si se podía saber los saldos y movimientos bancarios que uno realizaba",not_applicable,"Pérdida de funcionalidad post-actualización sin aspectos específicos de seguridad"
2212,"Buenas tardes, Sigo con un problema persistente, hace casi 1 mes que no logro abrir la app, me muestra el logo inicial de SB y luego se cierra, sin mensaje alguno ni opción de nada. Porfavor revisen ese defecto o especifiquen que dispositivos no pueden usarla, gracias",not_applicable,"Falla técnica persistente sin aspectos específicos de seguridad"
2213,"No me permite realizar un pago anticipado de mi extralinea... mientras espero ellos se benefician con los intereses ... por gusto me descargué la app... Ya que indican que el error se da por web, cuando el error también se da por la app",not_applicable,"Bloqueo funcional específico sin implicaciones de seguridad"
2214,"Tienes muchos errores, demora en loguearse, falla al momento de hacer transferencias inmediatas, no reconoce el código de verificación para finalizar una transferencia, pésima app, demasiados errores y es muy lenta.",authenticity,"Sistema no reconoce códigos de verificación válidos comprometiendo autenticación"
2215,"Buenas noches no me siemto muy comtenta con esta app No se me aparece error con la aplicacion y no puedo imgresar pemse que la aplicacion seria mucho mas ulil ya que le utilizo en el trabajo pero esta nueva actualizacion que ha tenido solo la ha lenteado mas pido que porfavor solucionen ese imconveniente y espero pueda seguir funcionando de la mlejor mamera y este un poco mas rapida ya que esta app la uso seguido por que temgoq ue estar oemdiemte de mi cuemta bueno espero le puedan dar soluciom",not_applicable,"Problema de rendimiento sin aspectos específicos de seguridad"
2216,"no es útil ni practica, quiero saber si puedo hacer un adelanto de sueldo en la app y nos puede porque según la aplicación tengo que acercarme a una agencia para actualizar el número de celular y correo. me parece una porqueria, si supuestamente la app sirve para que puedas ver tu estado de cuenta y mas cosas en la comodidad de tu hogar o donde sea porque a la hora de crear usuario me dicen que vaya a una bendita agencia. es horrible!",authenticity,"Requerimiento de verificación presencial para datos ya registrados bloquea funcionalidad"
2217,"La aplicación no abre, es 21 de diciembre y ni siquiera carga. Increíble que Scotiabank no pueda tener una aplicación a la altura del mercado. Pésimo servicio y solo se limitan a pedir que les escriban aún correo, siendo que el reclamo ya está hecho.",not_applicable,"Falla de carga sin aspectos específicos de seguridad"
2218,"estuvo genial hasta la última actualización ahora dice por tu seguridad mientras tengas aplicaciones similares a xposed ramjet o substratum nobpodras utilizar la app. que mal en verdad yo no tento ninguna de estas apps encima eh formateado mi movil y sigue con el error mal muy mal solucion urgente.",resistance,"Falso positivo en detección de aplicaciones de modificación bloquea acceso después de formateo"
2219,"No funciona porque sale error de que no funciona en equipos ROOTEADOS...Y si mi equipo esta así porque tuve que formatearlo por error de actualización...por favor ver este problema a la brevedad posible ya que no puedo trabajar con ello.",resistance,"Falso positivo en detección de root después de formateo necesario por actualización"
2220,"Últimamente no permite ni quiera realizar pagos. Se supone que la aplicación sirve para ahorrar el trabajo de tener que ir al banco y evitar las largas colas. Definitivamente, me hace pensar en anular la tarjeta.",not_applicable,"Bloqueo de pagos sin aspectos específicos de seguridad"
2221,"Pésima actualización, cada vez que se actualizan la cagan, se demora varios minutos enviar la clave y cuando la envían la app no acepta ya ni vale la pena usar, menos mal que ya vacíe todas mis cuentas y dentro de poco pago todas las tarjetas y me voy a BANBIF, las entidades vas viejas se confían de que los usuarios pequeños ya no importan que no hacen caso a las sugerencias, pero los pequeños somos los que más abundamos así que nos juntamos todos para boicotear a un banco, lo podemos hacer",authenticity,"Demora en envío de claves y rechazo posterior compromete sistema de autenticación"
2222,"No puedo ingresar, dice ""hubo un error"". No contestan al teléfono. No dan respuesta. Solo se cierran y te dejan con la urgencia. Pésimo servicio y mantenimiento inadecuado del mismo. Deben garantizar la continuidad y funcionamiento, sino perjudican gravemente a sus clientes. ¿Ahora cómo resuelvo mi problema?",not_applicable,"Error técnico sin aspectos específicos de seguridad"
2223,"Me parece bien que ahora brinde más detalle sobre operaciones, etc... Pero lo malo es que se ha vuelto super lenta y tarda demasiado en ingresar para que al final diga error... deben mejorar eso",not_applicable,"Problema de rendimiento sin aspectos específicos de seguridad"
2224,"Buenos dias, llevo varios dias intentando entrar al aplicativo y me sale se ha producido un error y intente mas tarde, vuelvo a intentar mas tarde y ve vuelve a salir ese mensaje, le escrito a su pagina de fb y no responden, y esta viendo los comentarios de las otras personas y describen el mismo problema que yo tengo, por favor darnos una solucion a la brevedad posible, ya que tenemos que hacer nuestros pagos online, agradecere que tengan celeridad con este error.",not_applicable,"Error técnico persistente sin aspectos específicos de seguridad"
2225,"Con la nueva actualización de la app me va fatal, a pesar que vuelvo a desinstalar e instalar la app no logró ingresar, ya que me aparece error y que lo vuelvo a intentar siempre más tarde. Totalmente decepcionada con la nueva actualización.",not_applicable,"Falla post-actualización sin aspectos específicos de seguridad"
2226,"Acabo de instalar la nueva versión y no abre sale error ya son varias veces que desinstalo y lo vuelvo a instalar y sale error intente más tarde, la aplicación anterior estába mejor rápido entraba y hacia mis operaciones ahora no puedo entrar con la nueva versión me genera problema xq siempre utilizo la app para hacer mis operaciones xq paro fuera de la oficina que pésimo la nueva actualización ojalá la solucionen pronto",not_applicable,"Degradación funcional post-actualización sin aspectos de seguridad"
2227,"Pésima aplicación: todas las noches y madrugadas se desactiva el app, impidiendote utilizarla, llamas al banco y hasta vas a sus oficinas y solo te dan excusas y razones estúpidas. Adicional a ello, lleva más de 6 meses con los mismos problemas, queda claro que es un tema netamente de interés, ya que no estamos hablando del bodeguero del barrio, si no de una empresa millonaria.",not_applicable,"Desactivación programada nocturna sin aspectos específicos de seguridad"
2228,"La app esta fallando, intento abrir mi cuenta y me sale una notificacion de sesion finalizada. Envia un mensaje de texto a mi celular de un intento para avrir mi cuenta, cuando soy yo misma..... La desintale y volvi a instalar abrio una vez y ya no vuelve a abrir",authenticity,"Falsa detección de intento de acceso no autorizado generando alertas erróneas"
2229,"Orrible, cuando quieres recuperar tu contraseña, ya no te permite no reconoce la tarjeta sea nueva o Antigua! Hoy se me desactivaron 2 tarjetas, una nueva que acabo de sacar del banco y encima me cobraron por ella 4.20 USD!! Deben mejorar eso, no se que hacen? Validen bien sus datos com sus Sistemas. Saludos",authenticity,"Sistema no reconoce tarjetas válidas para recuperación de contraseña y desactivación automática"
2230,"Este año estuve teniendo muchos problemas con la aplicación, no carga y en momentos importantes dice que hay error y hay veces ingreso a la aplicación y no puedo plinear porque hay error. Deben mejorar :(",not_applicable,"Errores técnicos intermitentes sin aspectos específicos de seguridad"
2231,"Pésimo, intento entrar a la aplicación y realizar transferencias y me sale que hubo un error en la aplicación!! En las mñana que se puede transferir me sale que es por horarios como es posible cuando debe ser inmediata.",not_applicable,"Error técnico en transferencias sin aspectos específicos de seguridad"
2232,"La peor aplicación de todos los bancos. Es estresante y tediosa. Te llega en mensaje de confirmación cuando ya venció la sesión. Y nunca esta disponible para realizar operaciones rápidas y eficaces",authenticity,"Desincronización entre envío de códigos de confirmación y validez de sesión"
2233,"Una tontería está app desde la actualización... Ni siquiera puedo abrir mi aplicativo y me sale un mensaje inténtelo más tarde... Y asi tiene ya 2 días... No puedo hacer absolutamente nada y necesitaba con urgencia realizar pagos... Arreglen eso ya!",not_applicable,"Error técnico persistente post-actualización sin aspectos de seguridad"
2234,"Muy mala, cuando le da la gana no deja ingresar, se tiene que desinstalar e instalar cada mes para poder ingresar, la verdad el servicio es pésimo muy decepcionado, no ayuda en momentos de emergencias por que la aplicación se cuelga y te indica que no puedes ingresar. En pocas palabras basura",not_applicable,"Problema técnico recurrente sin aspectos específicos de seguridad"
2235,"En Samsung S23 FE, Android 14, One UI 6.1 no funciona la biometria. Con apoyo de ustedes se desinstaló, se volvió a configurar y cuando se activa la biometria en la App aparece un error indicando que no se pudo configurar. Tengo otras aplicaciones que si pueden usar la biometría. Alguna idea? Faltan permisos??",authenticity,"Fallo específico en configuración de autenticación biométrica en dispositivos nuevos"
2236,"La aplicacion no funciona en mi celular, no me permite terminar con la inscripcion de mi cuenta porque despues de ingresar mi contraseña me sale un mensaje que hubo una falla con la aplicacion e intente mas tarde, con la aplicacion anterior no tuve problemas y con esta actualizacion no puedo ingresar, que solucion me pueden dar, gracias",not_applicable,"Error en proceso de inscripción post-actualización sin aspectos de seguridad"
2237,"La app funcionaba bien, pero cad a vez que actualizan la app desaparece la pestaña de pagos frecuentes. Ahora estoy usando la versión web donde si aparece esta pestaña. Una pena que no lo puedan arreglar rápidamente.",not_applicable,"Pérdida de funcionalidad específica sin aspectos de seguridad"
2238,"Voy como una semana en ingresar a mis cuentas, y la verdad no se que esta pasando con el sistema, siempre he podido observar cuales son los extractos de mis movimientos mediante esta app, sin embargo no lo puedo hacer ahora.",not_applicable,"Problema de acceso prolongado sin aspectos específicos de seguridad"
2239,"Una pérdida de tiempo en esta app, aperture mi cuenta hoy y me dijeron que descargue la aplicación y tanta vaina para huella digital, la descargo lleno los datos y sale ERROR INTENTE MÁS TARDE, si van hacer algo háganlo bien si no no hagan nada.",not_applicable,"Error en configuración inicial sin aspectos específicos de seguridad"
2240,"Estaba funcionando bien, desde este 28 de julio me salió el error que muchos intentos de ingresar y me pedía cambie la contraseña, la tuve que cambiar y algunos datos de mi cuenta se borraron, y ahora no puedo ingresar a la app, quisiera saber a qué se debe está situación.",authenticity,"Borrado de datos de cuenta después de cambio de contraseña comprometiendo integridad de perfil"
2241,"Buenas tardes, por favor soluciones los inconvenientes, necesito pagar y me sale *error de la aplicación intenté más tarde * estoy así desde el sábado en la tarde , ya desinstale y volví a instalar la aplicación y nada. Ni una estrella le debo dar , pero si no la pongo , no se puede publicar mi incomodidad .",not_applicable,"Error técnico persistente sin aspectos específicos de seguridad"
2242,"Horrible la actualización. Horrible la interfaz. Encima no avisan de sus cambios ni por correo ni otro medio yo necesitaba urgente generar efectivo Móvil y ya no existe eso en su app. Definitivamente me cambiare de banco. ENTIENDAN QUE DEBEN PONER LA OPCION DE EFECTIVO MOVIL....!!!!",not_applicable,"Eliminación de funcionalidad sin notificación previa sin aspectos de seguridad"
2243,"La nueva actualización es un asco varias veces cuando pongo mi dni sale ""hubo un error en el sistema app vuelve a intentarlo más tarde"" antes no pasa eso.... Esta peor no puede ver mi saldo ni transferir dinero.... Que decepción...resuelva eso",not_applicable,"Error técnico post-actualización sin aspectos específicos de seguridad"
2244,"Pésima aplicación, siempre falla y justo cuando uno desea realizar alguna transacción resulta que está en mantenimiento. Por eso ya cancelé todas mis cuentas corrientes con este banco.",not_applicable,"Mantenimientos no programados sin aspectos específicos de seguridad"
2245,"La app muchas veces no deja ingresar , sale a cada rato que esta en mantenimiento y no se puede realizar transferencias asi como pagar servicios porque sale mensajes de error . Por favor mejoren el aplicativo !!!",not_applicable,"Mantenimientos frecuentes sin aspectos específicos de seguridad"
2246,"ES MUY LAMENTABLE TENER PERSONAL INCOMPETENTES 1.- E llamado presentado mi reclamo tres veces 2.- E enviado dos correo y uno respondiendo. 3.- E ido tres veces atención del cliente al Bco. 4.- Mi celular se encuentra en condiciones verificado por personal del Bco. Desde última actualización la incompetencia y/é ignorancia inundan al Bco. Otros Bancos: BCP y BBVA, funciona normal y Uds. ScotianBank estuvo muy bien pero ahora son una porquería y no solucionan el problema más de un mes y nada.",not_applicable,"Crítica al servicio técnico sin aspectos específicos de seguridad"
2247,"Es una desgracia, cuando trato de ingresar sale un mensaje ""hubo en error en la app, intente más tarde"" y así una y otra vez, hay que desinstalar y volver a hacer el proceso, una pérdida de tiempo total",not_applicable,"Error técnico recurrente sin aspectos específicos de seguridad"
2248,"constantemente tengo problemas para ingresar a la app, no me acepta mi clave ni mi dni, necesito hacer una transferencia desde ayer y me sale q hubo un error en la app y q lo intente más tarde, pero me sucede muy a menudo y es angustiante porque me hace pensar q me hackearon mi cuenta, espero q este problema sea solucionado pronto.",authenticity,"Rechazo sistemático de credenciales válidas generando sospecha de compromiso de cuenta"
2249,"La utilizaba antes de la actualización y todo bien, cuando lo actualice me pidió ingresar datos nuevamente y lo hice, pero no puedo acceder a la aplicación, me pide mi número de DNI le doy continuar y sale un mensaje de error en la aplicación intente más tarde, la he instalado y desinstalado varias veces y es lo mismo. No sirve",not_applicable,"Error post-actualización en re-registro sin aspectos específicos de seguridad"
2250,"Una pésima la actualización antes podía ver mi estado de cuenta ahora me pide que vaya a un Scotiabank para que registre mis datos de nuevo cuando fácilmente lo podría hacer por este medio, lo peor no sirve esta app y el banco no que decir los cajeros son pésimos y muy lentos",authenticity,"Pérdida de datos de registro válidos requiere re-verificación presencial innecesaria"
2251,"De que sirve que pida que me depositen mí sueldo si el app no va a abrir ni para sacar 20. Ni con la huella ni con nada. A cada rato sale error en la aplicación y me hacen quedar mal al momento de pagar, teniendo dinero tengo que estar pidiendo alguien que me pague.",authenticity,"Fallo total en autenticación incluyendo biometría impide acceso a fondos propios"
2252,"Ahora la aplicación está un poco lenta y cada rato sale que intentalo de nuevo, espero que puedan arreglar esté problema. 2021 ahora no me deja abrir la aplicación me sale cada rato intenta de nuevo, no puedo hacer no transferencias ni pagos",not_applicable,"Problema de rendimiento sin aspectos específicos de seguridad"
2253,"Pésima actualización, deseo acceder a mi cuenta, indica que envia codigo de verficiacion pero nunca llega. No se puede acceder a la app, cada actualizacion que sacan es peor que la anterior.",authenticity,"Fallo en envío de códigos de verificación compromete proceso de autenticación"
2254,"Sres de Scotiabank que pasa con su personal de sistemas, estoy desde ayer tratando de ingresar, no puedo realizar mis transacciones y pagos, me pidió actualizar, lo actualize y me sale el mensaje USER-AGENT es requerido, deberían de solucionar esto pronto, el borrado del cache tampoco soluciona el problema",not_applicable,"Error técnico específico USER-AGENT sin aspectos de seguridad"
2255,"Me parece una estupidez que ahora no me deje ingresar a la app si no tengo mi clave digital si antes ingresaba normalmente. Entiendo que no me permita realizar transacciones sin clave digital pero al menos debería poder ingresar a ver mi saldo y movimientos al igual que las apps de otros bancos.",authenticity,"Requerimiento obligatorio de clave digital para consultas básicas bloquea acceso legítimo"
2256,"Mala app, en la antigua versión podía ingresar pero con esta actualización no puedo. Me pide registrarme, lo hago y me sale error. He desinstalado e instalado la app y nada y necesito pagar mis servicios. Espero una pronta solución, por el momento no es recomendable.",not_applicable,"Error en proceso de registro post-actualización sin aspectos de seguridad"
2257,"pongo una estrella, por obligación Mi primera impresión, pero que faltal, no entiendo para que tienen app si no va funcionar correctamente, veo los comentario por no generalizar, veo que de los 100% el 95% esta inconforme, al no solucionar se puede tener la conclusión de que les vale lo que opinemos.... por eso prefiero mi INTERBANK, BCP, FALABELLA. buscare la manera de poder cambiar a BCP, lamentablemente mi sueldo va ser por este banco, pero haré lo posible para que me paguen atravez de BCP.",not_applicable,"Crítica general comparativa sin aspectos específicos de seguridad"
