numero_comentario,comentario,clasificacion_iso_25010
401,"siempre presenta problemas, es inestable y se cierra cuando estás haciendo algún movimiento y no sabes si se hizo o lo vuelves hacer y se duplica.",integrity
402,"ESTA FALLANDO LA APLICACIÓN, MANTENIMIENTO URGENTE PORFAVOR",not_applicable
403,mala,not_applicable
404,DECEPCIONANTE,not_applicable
405,"Pésimo, por tener CE no puedo abrir cuenta mediante Internet, cuando en acerco a ventanilla para abrir la cuenta me dice que tengo que abrirla con un depósito MÍNIMO de 500 soles.",not_applicable
406,la App mucho fastidia y no carga el servicio,not_applicable
407,no ingresa con facilidad a la cuenta,not_applicable
408,"Buen día,recién acabo de iniciar a usarlo y se para lajeando,congelando,sale error,entre otros problemas,si pudieran mejorarlo o arreglarlo sería estupendo, gracias... Llevo días,y siguen los inconvenientes,plin solo funciona con alta velocidad,si no no sirve,además de los demás errores que persisten , lamentable...",not_applicable
409,horrible,not_applicable
410,a cada rato para falla el el plin de Scotiabank,not_applicable
411,En una completa basura la aplicación no puedo mover mi propio dinero por fallos en la misma aplicación,not_applicable
412,el plin falla con mucha frecuencia y no se pueden hacer operaciones.,not_applicable
413,"muy mala app, no deja hacer operaciones como en otros bancos.",not_applicable
414,porquería de aplicación llevo dos días tratando de abrirla y no se puede,not_applicable
415,Le doy 3 estrellas ya que sale a veces cuando hago pago x PLIN sale un error cuando ya se cobró el monto.,integrity
416,ES MUY PRÁCTICO Y OPCIONAL...,not_applicable
417,Un asco usar plin de esta app... Te deja en aprietos porque a vece sno funciona,not_applicable
418,nuy mala la apps,not_applicable
419,Es mala. Ya solo faltaba colocar mi correo y pum se cerró q feo,not_applicable
420,"Pesima app, no puedo acceder a mi cuenta. Pero me remito al principio; para tener cuenta en este banco tuve q desenbolsar 500 soles, ya q la afiliacion gratis, por su pag web era imposible ....sin embargo lo hice porque mi empleador me lo solicito. Me dijeron q luego de 48 horas podia hacer movimientos en ella....en fin. Me hicieron el abono de mi salario y zaz....entro....y q creen?...me pide q me acerque al banco o a un cajero para crear mi clave digital...y empezo mi pesadilla................",authenticity
421,no puedo agregar mi tarjeta scotiabank al google pay,not_applicable
422,por lo que leo en los comentarios no soy el unico que se le hace imposible iniciar sesión. llevo menos de una semana con la tarjeta y no he podido usarla por motivo de que la app es ineficiente,not_applicable
423,estoy desde hace más de 10 días tratando de abrir el aplicativo y no se apertura pese a seguir todos los procedimientos que se me indica,not_applicable
424,no puedo descargar la app en mi celular llevo 2 días intentandolo,not_applicable
425,Deben habilitar la opción de descargar los estados de cuenta ya que en el app no hay la opción tampoco hay la opción en la web. Se requiere urgente su solución.,accountability
426,no puedo abrir mí aplicativo por el celular,not_applicable
427,"La peor aplicación bancaria. Demora en ingresar, se cuelga, pide identificación dactilar por lo menos 2 veces. Terrible. Igual que el plin.",authenticity
428,es una total perdida de tiempo no funciona se congela ahora no puedo ingresar a ver ni mi cuenta,not_applicable
429,Me figura el error al querer ingresar,not_applicable
430,👎,not_applicable
431,Pésimo servicio presenta la aplicación últimamente. Se cierra sesión al momento de ingresar y quiere que repita el proceso de ingreso.,not_applicable
432,"Sigue siendo una app terrible... y ni hablar de sus mantenimientos programados que siempre los sacan a las 11pm... de verdad, una porquería de app.",not_applicable
433,"Pésima aplicación de banco, siempre tengo problemas con el inicio de sesión, siempre hay inconvenientes con Plin, siempre hay mantenimiento y nunca se soluciona nada.",not_applicable
434,pésima aplicación,not_applicable
435,no sirve ni para emergencia siempre para diciembre fallo de biometria,authenticity
436,Es la segunda vez que hago un depósito plin a yape y me sale error vuelvo a intentar y vuelve a salir error reviso mis movimientos después de una hora y veo q se realizó doble plineo y no a llegado al destinatario alguien me diga si le a pasado y q hacer? ahora ya no es doble plineo ahora es una cantidad más fuerte ya pasaron 5 días y no tengo respuesta una verdadera porquería está app,integrity
437,"Es horrible está app , cada que ingreso como puedo hacer ninguna transferencia me pide actualizar información actualizo no me deja ingresar, cierro la app vuelvo a ingresar me vuelve a enviar a actualizar información, un desastre total 😞",not_applicable
438,la app es muy lenta y cada vez que ingreso la clave se cierra y tienes que volver a ingresar y es muy estresante cuando estás apurado,not_applicable
439,"Desde ayer no puedo entrar a la aplicación, nose q pasa con su app; sii tienen algun problema, deberían publicarlo y no hacer pasar un mal rato a sus clientes.",not_applicable
440,no funciona la biometria en samsung s24+,authenticity
441,"la tarjeta falla en compras por Internet, no me deja agregarla a Google pay. pésimo banco.",not_applicable
442,Horrible no puedo creer que este intentando hacer un pago desde hace una hora y esta app no me deja increíble,not_applicable
443,La mayoría de tiempo está fallando y encima te bloquean la tarjeta aduciendo que es por robo,not_applicable
444,una basura su app,not_applicable
445,Pésima aplicación la verdad falla cuando más se nesecita y ni que desir de su plataforma,not_applicable
446,esta que falla,not_applicable
447,"arreglen su basura de app, tengo que intentar como 3 veces entrar para que recién agarre su aplicación. encima el plin se cae a cada rato.",not_applicable
448,No sirve,not_applicable
449,"una tontería su aplicación, se para colgando la aplicación, te sale error en iniciar sesión",not_applicable
450,"pésimo servicio, como es posible que me descuenten de plin más de 170 soles sin yo hacer algo, aparte siempre ponen en mantenimiento en la noche y no se puede hacer nada",integrity
451,cagao,not_applicable
452,"Cada ves empeora la app de Scotiabank, varias veces no me pemite ingresar, no es de confiar",not_applicable
453,basura de banco,not_applicable
454,"la aplicación no sirve ya no abre y no se puede usar Plin, la verdad no sé que paso.",not_applicable
455,Hola está aplicación tiene problemas no funciona bien muchas veces sale error,not_applicable
456,no puedo entrar a aplicativo,not_applicable
457,"En verdad pésimo la aplicación, intento en varias oportunidades poder ingresar . Y en la parte final siempre me sale... error de aplicación, inténtelo más tarde. en lo cual eh desinstalado y vuelto a instalar, y sale lo mismo. Ahora que seguridad me dá, si ya me hizo poner el número de mi tarjeta y mi clave plin?... Intento llamar a la operadora y me pide lo mismo, número de tarjeta y clave plin para poder atenderme.",resistance
458,"pésima la aplicación, falla todo el tiempo, un dolor de cabeza !",not_applicable
459,No funciona el PLIN ... la app se cae a cada rato.,not_applicable
460,Malaza,not_applicable
461,"montón de fallas, te deja colgado en cualquier momento, no se puede confiar para plinear",not_applicable
462,"Cada vez que quiero abrir la app me sale mensaje de error intente más tarde, pésimo :@",not_applicable
463,siempre se cae o no sé puede plinear a ciertas horas pésimo,not_applicable
464,"siempre me sale error,",not_applicable
465,"pésima aplicación ,debería existir una sanción al banco por ineficacia!",not_applicable
466,hola estoy intentando ingresar y me dice que he superado el límite que se han bloqueado y q cambie la clave y me sigue diciendo lo mismo como resuelvo por favor?,not_applicable
467,Ya varios días que no se puede ingresar ni hacer ningún tipo de transferencia que mal servicio.,not_applicable
468,"Es buena app, pero a veces demoran mucho en llegar los mensajes con el código de confirmación y hasta eso ya se cierra la sesión. Para ser una app de banco deben mejorar bastante.",authenticity
469,una plataforma que se cae todos los días,not_applicable
470,"es la peor apk, me falla en los peores momentos y encima me cobran mantenimiento, malazo",not_applicable
471,"Pésimo hace dias no me sale la opción de iniciar sesion de la app, y no puedo hacer nada. La actualización del 21/2/25 arruinó mi aplicación no puedo ingresar se borrar el icono de huella y el boton de iniciar sesión no funciona, ya voy asi mas de 1 mes",authenticity
472,siempre falla,not_applicable
473,para q crean una aplicación a la cual no pueden darle una solución cuando aya problemas,not_applicable
474,pesima aplicación.,not_applicable
475,No puedo ingresar me pide cambiar contraseña lo hago y me vuelve a pedir que cambie la contraseña,authenticity
476,"trato de ingresar a mi aplicativo y me dale erro , no puedo ingresar ingreso con mi clave y no me permite ingresar . pésimo servicio.",not_applicable
477,pesima opinion cuando tengo problemas no me los solucionan me ponen trabas para solucionarlos,not_applicable
478,tiene varias semanas sin funcionar!!,not_applicable
479,muy buena,not_applicable
480,quien quiera un dolor de cabeza descargue este aplicativo ... realmente estresa un poco,not_applicable
481,malisima,not_applicable
482,"Pésimo. Las transferencias ""inmediatas"" no llegan tardan a veces falla la operación trae confusiones y no te brindan ningún soporte de ayuda. Cuidado",integrity
483,muchas traba,not_applicable
484,"De todos los bancos, este tiene la peor app. Sin duda.",not_applicable
485,"pésimo app, no deja crear nueva contraseña para usuario nuevo, recién estoy teniendo la tarjeta...",authenticity
486,la versión anterior estaba mejor ahora no vale nada,not_applicable
487,Pronto se instalara y ya pasaron 3horas,not_applicable
488,pésimo se cuelga el sistema,not_applicable
489,la app me presenta problemas para ingresar desde el día de ayer,not_applicable
490,a partir de las 11pm entra en mantenimiento dice por 1 hora pero generalmente es hasta el otro día dejándonos a la deriva. Se cuelga el plin etc.,not_applicable
491,Pésima aplicación. Siempre sale que hubo un error al intentar ingresar.,not_applicable
492,tienen demasiados fallos,not_applicable
493,"pesimo, en momentos d gran necesidad deja d funcionar y no permite acceso",not_applicable
494,la aplicación no sirve,not_applicable
495,"Cada intento de inicio de sesión dice falla, intente más tarde y nunca puedo entrar",not_applicable
496,no sirve,not_applicable
497,"No me permite usar biometria (galaxy s24+ y Fe), y veo que es algo desde el (09/2024) no puedo creer que no lo arreglen hasta ahora",authenticity
498,"Porquería de app si van hacer algo , que por lo menos funcione para tanta cosa que piden al pedir la vendida tarjeta por lo menos en su app debería ser buena",not_applicable
499,"Tengan cuidado con la super cuenta en dólares, no pagan nada de interés, cuando sus asesores indican que si se paga intereses y por más que pongan reclamos nunca te lo pagarán 😤",not_applicable
500,"Hola, no puedo ingresar a mi cuenta desde mi Moto Edge 30 pro. Me lanza una advertencia de que mi número de tarjeta está inactivo. Lo cual no es cierto, ya que desde otros dispositivos puedo ingresar con normalidad. ¡Ayudaaaaaa por favor!",not_applicable
