numero_comentario,comentario,clasificacion_iso_25010
501,"No se puede abrir la aplicación sale error , ya tiene más de 3 meses que no se puede ni abrir la aplicación",not_applicable
502,Mala,not_applicable
503,pésima aplicación. Es una incertidumbre dado que no se sabe si se podría plinear.,not_applicable
504,No hay detalles para AND versión 8.8.3,not_applicable
505,"Pésimo. No funciona en algunos modelos, pero antes si funcionaba y eso que los equipos son nuevos, no tienen más de 6 meses.",not_applicable
506,"Una reverenda desgracia su app, el peor de todos los bancos que he probado, su presupuesto puede ser tan mediocre para esto?",not_applicable
507,"No funciona, llevo días intentando crear mi clave y solo indica ""ocurrió un error con la aplicación"".",authenticity
508,Una tontería mejoren la app que no se puede entrar ni por la wep de mal en peor,not_applicable
509,"Soy fan de la aplicación pero hay veces que cuando se quiere plinear sale ""error,hubo un inconveniente"", pero igual se va la plata y gracias a ese problema pline 3 veces a la persona Porfa mejoren esooo 😩",integrity
510,Mucho se lagea... malaso,not_applicable
511,Pésimo,not_applicable
512,"Esta app está presentado varios inconvenientes, no abre,cierra rápido",not_applicable
513,"Pésimo servicio, ayer me aperturaron una cuenta y no funciona la app, necesito hacer transacciones y no ingresa la app",not_applicable
514,"App horrible, jamás funciona que porquería",not_applicable
515,No puedo ingresar a mi cuenta por ste aplicativo m sale error del DNI o tarjeta es una completa perdida de tiempo y en el banco no hay asistentes todos los trabajadores paran en su teléfono sin brindar atención al cliente..pésimo servicio,not_applicable
516,No puedo entrar tarda mucho,not_applicable
517,No sirve esta app no pierdan su tiempo,not_applicable
518,Está aplicación no sirve para nada Hace 3 meses decidí probar con este banco y hasta ahora no puedo usar la aplicación siempre sale un mensaje que parece que hubo un error y cada vez que quiero ver saldo o hacer alguna operación tengo que salir a buscar dónde hay un cajero,not_applicable
519,Desde hace varios días ...no me deja ingresar con clave sms..alguien sabe si está fallando,authenticity
520,Horrible,not_applicable
521,"Desde hace 3 días aparece mensaje de que hubo un error en la aplicación, nompuedo realizar ninguna operación por la app, pésimo servicio",not_applicable
522,La Biometría falla demasiado y no permite hacer pagos,authenticity
523,"10/03/25 ACTUALIZACIÓN. Arreglaron eso de que la app no era compatible con mi A-55. Aún así, me molesta que desde las 11pm aprox, o antes, no se puede usar casi nunca, sale error o mantenimiento. Hace unas semanas llegué de madrugada en taxi y cuando me tocaba pagar con plin NO PUDE! y no tenía nada de efectivo! Felizmente el taxista me dijo que le pagará al día siguiente (por plin). Y dice ""mantenimiento programado"" pero a los usuarios nadie nos avisa. ANTES ERA MEJOR 👎",not_applicable
524,"estimados quiero entrar a la aplicacion para transferir mi dineeo y me.sale mantemimiwnto programado, donde reportam esos manteninwintos para conocomiento de los usuarios?",not_applicable
525,"Se cuelga demasiado, mucho mantenimiento y el plin a veces manda un mensaje que no se pudo realizar la transacción y finalmente si lo hizo o viceversa. Tiene cosas positivas de seguridad, pero deben mejorar eso para ser la mejor app",integrity
526,No sé puede abrir la aplicación,not_applicable
527,"Maal, se cierra solo, tiempo de carga excesivo, intentar más de 4 veces para que se haga un Plin",not_applicable
528,Pésimo app del banco no respeta la hora de mantenimiento y con muchos errores,not_applicable
529,"La peor banca móvil, años de años y no solucionan un problema tan sencillo como el plin y sus innumerables fallas",not_applicable
530,"Si pueden jamás abran una cuenta en este banco, es horriblemente malo y su plataforma de pagos digital es mucho peor",not_applicable
531,Muy mala el aplicativo se congela y dice que no se puedo hacer la transferencia y al rato aparece que te descontó y varias veces me descontó montos grandes,integrity
532,"Pésima app y pésimo banco, siempre están en problemas de conección",not_applicable
533,Tengo k abrir varias ceses el palicativo,not_applicable
534,No puedo ingresar ni al app ni a la web que está pasando cuando ingresood al apps me dale que hay un error y que intente más tarde y cuando entró por la web me sale que hay un problema de sistema y que están solucionandolo la verdda está así desde que se cayó el sistema de mal en peor ..,not_applicable
535,esta fallando la aplicación,not_applicable
536,Ascooooo,not_applicable
537,"He estado 2 semanas sin la posibilidad de entrar a realizar operaciones, pésimo >:(",not_applicable
538,"No me deja pagar aciertos contactos, sale que no tienen ninguna cuenta",not_applicable
539,Es una estafa. Te cobran comisiones sin pedir confirmación de la transferencia. Tengan cuidado.,integrity
540,Nunca abre la app y si lo hace demora mucho,not_applicable
541,Pesima aplicacion al entrar se cierre de nuevo sesion terminada entro dd nuevo lo mismo muy lento horrible experiencia con scotiabank hagan algo x mejor,not_applicable
542,No la vuelvo a descargar,not_applicable
543,"No estoy pidiendo ,exijo que arreglen su app por que no consigo hacer nada,yo he ido hasta el banco y nada de solución la app esta fallando constantemente y me causa mucho perficio econômico",not_applicable
544,Cuando piensas mejorar la app. Cada actualización funciona peor que la anterior,not_applicable
545,"Siempre falla, el Plin funciona a veces, dificultades constantes para ingresar a la aplicación",not_applicable
