numero_comentario,comentario,clasificacion_iso_25010
701,"La nueva versión no es disponible con mi dispositivo (nunca antes tuve problemas), ahora ya no puedo utilizar la aplicación ni tampoco hacer movimientos rápidos.",not_applicable
702,"No me deja abrir mi app en mi celular, muy mal",not_applicable
703,dice que no es compatible con mi teléfono que mal servicio,not_applicable
704,Maldita sea! No abre!!@,not_applicable
705,mala,not_applicable
706,pésimo banco no puedo entrar al app desde el viernes,not_applicable
707,"Su actualización hace que mi celular no sea compatible , ahora hay que tener uno de alta gama para entrar a su App. Pésimo servicio.",not_applicable
708,Mi S10+ ya quedo obsoleto para usar la app es el colmo.,not_applicable
709,Mala,not_applicable
710,Siempre q cambia de versión sale un loop y no deja ingresar al aplicativo. Ahora me sale que mi telf no es compatible con el aplicativo a pesar que ya se encontraba instalado. Mi cel es de alta gama y ult generación y no es compatible???,not_applicable
711,Terrible app,not_applicable
712,Mi celular es honor magic 5lite y no es compatible con este app 😡😡 pésimo,not_applicable
713,Pésima app...eh actualizado esta app y ahora me sale que no es compatible en mi equipo,not_applicable
714,Dice que Noe s compatible y mi celular es u. Redmi 13 nuevo,not_applicable
715,Excelente,not_applicable
716,sale que está app ya no es compatible con mi dispositivo......y ahora como realizo mis movimientos desde la app,not_applicable
717,Ya no es compatible con mi celular a pesar de tener Android 13,not_applicable
718,No abre mi banca xk se actualizo y dice k mi android no es compatible,not_applicable
719,Malisima,not_applicable
720,No puedo actualizar a la version.,not_applicable
721,"Tengo instalada la app, pero cuando quiero ingresar escribo mi DNI y me sale el error No hay detalles para AND versión 8.8.3 Necesito ayuda con eso. Mi teléfono no es de baja ni media gamma, hagan una nueva versión compatible.",not_applicable
722,No me permite ingresar a mi cuenta,not_applicable
723,Hoy 22 feb la aplicación no funciona. Sale esta aplicación no se encuentra disponible para este dispositivo. Cuando hasta ayer estaba utilizándolo sin problema alguno.,not_applicable
724,"Pésimo, en estos momentos necesito hacer pagos y no funciona el app,muy molesta,sus actualizaciones terrible en estos momentos. Perjudican a la hora de realizar pagos en todo momento",not_applicable
725,Como puede ser posible que ya no funcione en mi Xiaomi note 10s,not_applicable
726,"Buenas noches, no puedo abrir mi aplicativo desde hoy, llamé por teléfono y me dijeron que había intermitencias, lamentablemente hasta ahora no puedo abrir el aplicativo, en esta página me dice que mi celular no es compatible con esta aplicación..... pero hasta ayer entraba normal. Una pena.",not_applicable
727,Me sale que ni equipo no es compatible. Increíble. Solucionen eso. Enviado desde Samsung a55,not_applicable
728,El app no permite descargar parece que a caído el sistema de scotiabank,not_applicable
729,No es compatible con mi celular,not_applicable
730,Ayer use con normalidad y hoy no me dejó entrar a la aplicación y ya instale y desinstale la aplicación pero ahora no me deja instalar porque mi teléfono no es compatible😡😡,not_applicable
731,No me permite abrir me sale error que el equipo no es compatible,not_applicable
732,"No me deja entrar desde la última actualización, sale que ya no es compatible con mi dispositivo la versión, es un oneplus 12 versión global",not_applicable
733,No se que paso en esta última actualización me sale que esta app no es compatible con mi celular mi celular es el honor 8x B y la app siempre ha estado funcionando muy bien hasta esta última actualización podrían arreglarla por favor,not_applicable
734,Se para colgando el aplicativo.,not_applicable
735,"La desinstalo y me sale: ""Tu dispositivo no es compatible con esta versión"".. quiere solo nuevos celulares",not_applicable
736,Tiene errores,not_applicable
737,"Porque no me permite descargarlo ni instalar la app ,la tengo en mi otro celular funcionando todo bien y en este me sale que la versión 8.8.3 no es compatible con mi celular ayuda porfavor",not_applicable
738,Malísimo servicio no ingresa a la app. Porque es incompatible con mi honor mate 5 lite,not_applicable
739,"Tengo un samsung a54 5G y ya no es compatible con mi equipo desde el día de ayer, la nueva actualización no es compatible, solucionenlo rápido",not_applicable
740,Ahora la nueva versión no es compatible con mi equipo. Cual es la alternativa? Solo web? Porque no me voy a comprar un nuevo equipo por ustedes,not_applicable
741,"Esta ultimamente fallando, no se puede ni ingresar sale error cada momento no se puede ingresar, solucionen problema",not_applicable
742,"Tenia instalada la aplicación desde noviembre 2024 hasta hoy 22/02/25, ya que la desinstalé porque presentó problemas. Volví a instalarla esperando mejores resultados... y ¿qué sucedió? Me aparece este mensaje: tu teléfono no es compatible con la app .-. De verdad es tan difícil mantener un buen servicio?",not_applicable
743,"Por que no me deja instalar en el Mororola G53, osea ayer en la noche lo he utilizado normal y hoy ya no puedo. ¿Porque? Este equipo y SO no es tan antiguo",not_applicable
744,"Tengo telefono moderno, hasta hace unos dias estaba funcionando la aplicacion, y ahora resulta que no es compatible con mi celular",not_applicable
745,No me sirve,not_applicable
746,No puedo instalar el app scotiabank peru dice dispositivo no compactiblle arreglar eso,not_applicable
747,no puedo descargarlo alguna ayuda porfavor,not_applicable
748,A partir de hoy dice que 3l aplicativo no es compatible con mi dispositivo. Es el colmo. Ahora no puedo hacer ninguna transacción ni plin ni nada porque no puedo ni ingresar. En lugar de mejorar empeoran,not_applicable
749,"Ahora con esta nueva actualización me dice que no es compatible con teléfono, de verdad que cada día peor este banco y la app osea que debo comprar otro teléfono para poder usar el app yo me quito mejor",not_applicable
750,Me sale el siguiente error: Nueva versión disponible No hay detalles para AND versión 8.8.3.,not_applicable
751,Está app es un caos ahora me indica que no es compatible con mi dispositivo móvil..,not_applicable
752,Porque han borrado la app para android que desaatre ya no puedo usarla y muchisima gente mas,not_applicable
753,Cómo es posible que me digan qe esta aplicacion no es compatible con mi celular que x eso no puedo actualizar,not_applicable
754,Basura de aplicación,not_applicable
755,"Desde la actualización del 17 de febrero 2025, dejo de funcionar la APP, me indica Play Store que no es compatible con mi equipo celular. Cuando quiero ingresar a la APP me sale este mensaje. ""Nueva versión disponible No hay detalles para AND versión 8.8.3""",not_applicable
756,Tengo la versión Android 13 y no puedo abrirla App. Nunca más con ese banco,not_applicable
757,No da en mi celular,not_applicable
758,Cómo es posible que nonlamiueda usar entonces dispositivo actual Xiaomi 13 pro 5 g,not_applicable
759,"De un día para otro mi teléfono ya no es compatible con la aplicación y no se comunican ni informan si están trabajando para solucionarlo, de lo peor que puede pasar con una aplicación de banca. 😡",accountability
760,"Nunca informan de mantenimiento o similares, te dejan en el aire, no figuran los pagos en algunos casos, un desastre, espero mejoren realmente.",accountability
761,No puedo entrar al app me sale nueva versión ...8.o ingreso y no sale nada no puedo descargar.,not_applicable
762,Siempre me ha traído problemas,not_applicable
763,"no puedo instalar l aplicación. Ya la tenía usando pero me pidió actualizar y y ano me dejó usar, dice mi teléfono no es compatible, sin embargo es moderno mi teléfono. Android 14",not_applicable
764,No entra dice nueva actualización y a la. Vez teléfono no compatible pésima esta actualización,not_applicable
765,"Esta nueva actualizacion no me deja ingresar a mi cuenta ya que dice que no es compatible con mi dispositivo, y lo peor es que me bloquearon mi usuario.. Si van hacer actualizaciones que no afecten a sus clientes",authenticity
766,Ahora ya no es compatible la apk con mi celular. Tampoco dan una solución.,not_applicable
767,No funciona con la nueva actualización. Dice que ya no es compatible con el último Android,not_applicable
768,App mediocre que tiene sus errores siempre a pesar de los años PLIN,not_applicable
769,No me deja actualizar,not_applicable
770,"No tenía quejas con la app, me parece excelente y de fácil manejo, pero ayer actualice la app y ahora me dice que la app no está disponible para mí dispositivo móvil, que mal que pase esto ahora",not_applicable
771,Es una basura este app aparte que no puedo descargar la antigua versión estaba que se caía!!!,not_applicable
772,No puedo instalar la app me dice no compatible,not_applicable
773,"No la puedo instalar en mi telefono y me dejan sin app todo el fin de semana, es el colmo",not_applicable
774,Tenía el app y ahora q quiero descargar me dice equipo no compatible,not_applicable
775,"De un momento a otro dejó de darme acceso, creí que desinstalando y volviendo a instalar se solucionaría pero ahorae dale que mi dispositivo no es compatible :'v",not_applicable
776,No me deja descargarlo a mi celular me sale como app incompatible. Una solución.,not_applicable
777,alguien más tienes problemas hoy 22/02/25 para descargar la app del banco???,not_applicable
778,Es que no puedo abrir el app tengo préstamo que pagar y no puedo pagar,not_applicable
779,"En el android de mi samsung s23 ultra, ya no ingresa el app. Reporta como problema NO HAY DETALLE para ANDROID VERSION 8.8.3... Soluciones!!!!",not_applicable
780,"soy clienta de scotiabank ,pero ahora me sale q mi celular nonesta apto para este dispositivo cuando funciona. muuy bien",not_applicable
781,"Cada vez peor, no la puedo usar por qie me dice que hay una actualización y esta no es compatible con mi teléfono... Y tengo Android 12, o es que debo tener el iphone 14 para qie tenga compatibilidad??... Que lamentable!!!",not_applicable
782,"Cómo es posible que con la actualización, mi celular ya no sea compatible con la app? Tengo Samsung Galaxy S23U, no un teléfono cualquiera.Que malos desarrolladores tienen, una lástima.",not_applicable
783,"Tengo android 10 y me dice que la aplicación no es compatible con mi móvil, es una porquería está app, va de mal en peor.",not_applicable
784,La app ya no es compatible con mi celular apesar de tener la última versión de mi Android.,not_applicable
785,Asco de app,not_applicable
786,Algo han hecho con el app. Mi celular de s24 dice que no es compatible. Entonces que esperan? Porqué no prueban su aplicación antes de liberar alguna actualización??,not_applicable
787,Tengo mi equipo celular desde hace menos de un año y es un modelo reciente de Redmi. Como es posible que ahora la aplicación no es compatible con el equipo??? Extremadamente incompetentes son ustedes!!,not_applicable
788,"Porquería de app, ahora q tiene, menos mal que cambie de banco",not_applicable
789,Me dice que no es conpatible con mi celular y mu cel es samsung s24!!!! Osea khe????,not_applicable
790,Hoy quise entrar y me sale que mi equipo no es compatible con esta version del app. Justo cuando necesita plinear,not_applicable
791,Cambian de aplicativo cuando se les antoja no advierten de estos cambios unilaterales ahora mi dispositivo no es compatible con su renovación de app y tengo muchas actividades con esta aplicación m obligan a cambiarme de banco tienen un servicio pésimo.,accountability
792,No puedo descargar la nueva versión 8.8. 3 la App ya no compatible con honor 7xb,not_applicable
793,"Me está saliendo que está versión no es compatible con mi celular, por favor solicito apoyo para poder acceder a mi cuenta desde mi equipo. Deben considerar estas oportunidades al realizar sus versiones.",not_applicable
794,"Me dice que no es compatible, que porquería de app, me voy a cambiar de banco.",not_applicable
795,"No es posible que una app de banco deje ser compatible con el equipo de celular q siempre he usado, y que no tiene ni un año de antigüedad, que clase de app de banco es, ahora no puedo ingresar a ver mis movimientos ni transacciones. Pésimo servicio",not_applicable
796,"El día de hoy se actualizo la app del banco y ahora resulta que no puedo abrir la app, se indica que la app ya no es compatible con mi teléfono!!!!!!!! Que fue lo que pasó Scotiabank?",not_applicable
797,Actualice la app y ya no te permite ingresar,not_applicable
798,No puedo ingresar dice que no es compatible 🫨,not_applicable
799,"No me deja ingresar a la app la actualización, pero no me sale la actualización",not_applicable
800,Que fue ya no lo puedo usar,not_applicable
