numero_comentario,comentario,clasificacion_iso_25010
601,Muy mala app,not_applicable
602,No puedo entrar ala app,not_applicable
603,Para fallando 👎👎,not_applicable
604,Muy mala la aplicación no puedo actualizar,not_applicable
605,"Es una aplicación que tiene muchos problemas para transferir y pliniar, el banco debería de solucionar porque genera problemas cuando más se necesita",not_applicable
606,Es una porquería no funciona.,not_applicable
607,"Me indica que hay nueva actualización, sin embargo no me da la opción y no me permite ingresar al app.",not_applicable
608,Es una basura no lo descargue búscate otro me da mucho error al ingresar la contraseña y te bloquea,authenticity
609,"El app del banco está presentando fallas ... No permite ingresar Nueva versión disponible No hay detalles para AND versión 8.8.3 Al colocar el DNI, no me permite ingresar",not_applicable
610,Tengo un celular honor y no puedo abrir el aplicativo,not_applicable
611,No sirve desde el día 22 de febrero 2025 fui perjudicado rotundamente,not_applicable
612,"Deberian de informar sobre el mantenimiento del aplicativo, es con demasiada frecuencia y genera complicaciones a la hora de utilizar el plin para pagos inmediatos como son los taxis o compras en tiendas, realmente pésima gestión para la formación precisa hacia sus clientes",accountability
613,La app cada cierto tiempo no me permite entrar. No sé si es que le hacen mantenimiento pero a partir de las 11 pm muchas veces no te sirve la app o incluso hace transferencia de yape y no se visualiza en el receptor,not_applicable
614,"NO FUNCIONA, ME SALE QUE HSY FALLO!",not_applicable
615,No puedo abrirla,not_applicable
616,Malísima. Un desastre.,not_applicable
617,"Tengo instalada el App desde hace años y hasta ayer funcionaba bien. Hoy quise ingresar y me aparece un mensaje de error diciendo que tienen una nueva version, la desinstalo y vuelvo a instalar y me aparece el mismo mensaje. Repito la desinstalacion y vuelta a instalar y sale el mismo mensaje de error. Llamo al numero de atencion al cliente, marco la opcion para que me deriven a un representante y a la 2da timbrada se cuelga. Mal servicio del App y de atencion al cliente.",not_applicable
618,No me permite ingresar,not_applicable
619,No abre la app desde la última actualización.... Alguien podría ayudar,not_applicable
620,"Desde su última actualización, no permite ingresar parece que han restringido marcas de celulares o años de fabricación porque mi Android es el 14 y no funciona",not_applicable
621,"Desde la última actualización está aplicación no abre en mi celular. Siempre he tenido problemas de todo tipo, con Plin, mantenimientos de la nada, imposible de ver mis pagos y hasta dijo que mi Dni no existía 🤣. La verdad muy mala experiencia, no la recomiendo.",not_applicable
622,Horrible nose puede entrar ala app,not_applicable
623,"Luego de su terrible actualización que dejó de funcionar por 2 días, sigue igual de lento al entrar, los procesos de carga en cada acción son igual de lentos y para hacer un simple plin se demora demasiado. Le doy una estrella porque no se puede poner menos.",not_applicable
624,No sé puede actualizar el app en Perú,not_applicable
625,Nose puede descargar que pasa con este sistema,not_applicable
626,Muy mala aplicación no se pueden realizar pagos a altas horas de la noche hay veces que se cuelga la app...quiro cancelar o pagar alei y no me deja...que mi transacción no o se pudo realizar..que lo intente más tarde,not_applicable
627,"Terrible! Funcionaba muy bien hasta noviembre/diciembre 2024, pero desde entonces cada ingreso es un parto, y desde su última actualización es imposible entrar. La cag**ron!",not_applicable
628,No funciona. Ya voy esperando un día para actualizar y nada . Llamo a la banca por teléfono y tampoco responden.,not_applicable
629,Cuando arreglaran el problema de la app no se puede acceder,not_applicable
630,"Está nueva versión no trabaja para varios equipos Motorola, es un desastre, no permite ser instaladas, por lo cual te deja sin posibilidad de usar la banca",not_applicable
631,"pesimo , me sale que tengo que actualizarlo para seguir usandolo y no puedo actualizarlo , literalmente no me aparece ninguna actualizacion , lo desinstale y lo volvi a instalar y nada , pesima app ademas que no funciona bien",not_applicable
632,De regular para mala,not_applicable
633,Pésima app no hay compatibilidad no se xq de un momento a otro pasa ésto,not_applicable
634,"la verdad es que es demasiado mala esta app, nunca funciona, y ni te comunican nada y ni se disculpan, sales a la calle y no cuentas con la app para hacer pagos. No la recomiendo, vayan a otros bancos, éste va pésimo pésimo.",not_applicable
635,Es la peor app de bancos que existe,not_applicable
636,Actualicé y no puedo ingresar al app,not_applicable
