numero_comentario,comentario,clasificacion_iso_25010
201,"Es deficiente. Recargas mínimas de 10 soles, muchos servicios no se pueden pagar ya que no están afiliados y la cereza del pastel es que la app es demasiada lenta y con publicidad. Simplemente horrible.",not_applicable
202,cuando hago pago Plin me manda un mensaje q no se envió el dinero. pero al ver la cuenta si hizo la transferencia. una ves hice doble transferencia.. eso está mal,integrity
203,instalo la APP y no hay opción para abrir,not_applicable
204,la app presenta problemas constantemente porque cuando quieres ingresar te dice en estos momentos estamos presentando inconvenientes o problemas y se cierra. Que frustante,not_applicable
205,Esta aplicación es terrible.. algunas veces funciona otras no.. llevo varios días queriendo ingresar y no abre.,not_applicable
206,"muchas fallas consecutivas en el.plin te sale error y se envia el dinero, o apartir de las 12 am no se puede plinear.",integrity
207,No se puede enviar dinero es una perdida de tiempo,not_applicable
208,Nunca funciona bien el Plim,not_applicable
209,no pasa nada,not_applicable
210,"como un banco tan grande no puede solucionar problemas con transferencias a plin, yape. de que sirve tener la plata ahi si no puedes transferirte ni 10 a tu cuenta en otro banco de manera inmediata en la noche. definitivamente su foco de atencion esta muy lejos de donde deberia realmente estar",not_applicable
211,lo peor que puede existir,not_applicable
212,Pésima política de atención.,not_applicable
213,no puedo abrir mi cuenta,not_applicable
214,una porquería de servicio,not_applicable
215,pésimo,not_applicable
216,Hay momentos que se cierra el aplicativo de la nada y no deja entrar a revisar los movimientos. En lo personal hice un movimiento antes que se cierre pero al último paso se cerró y no dejó revisar para nada ni volver a entrar al aplicativo hasta el día siguiente y no llegó el monto a la persona que se debía plinear pero el día siguiente que recién deja entrar se realizó el movimiento conforme y por ende pagué doble al final y no me dan solución accesible.,integrity
217,"no funciona la aplicación, estoy que intento durante todo el día, y me ha hecho quedar mal ante los servicios que utilizado",not_applicable
218,mal mal siempre falla,not_applicable
219,"Es de lo peor, se demora mucho tiempo en hacer llegar la transferencia, que se realiza a otros bancos de la misma titular, solo estoy en esta porque la empresa realiza el pago por esta banca🙄.",not_applicable
220,"La peor app que conozco, pésima aplicación, se para colgando, no ingresa. realmente causa molestia.",not_applicable
221,me bloqueo la cuenta solo por varios intentos de contraseñas no sirve la app,not_applicable
222,es un estrés cambie de tarjeta y mi aplicación no sirve,not_applicable
