id,comentario,etiqueta
1601,"La nueva app es una tontera, se para cerrando siempre hay problemas, indican que están trabajando en eso, pero si esperan que la gente no acuda a los bancos, lo mínimo es que solucionen de inmediato los inconvenientes, además la nueva actualización es más compleja que la anterior.",not_applicable
1602,"Ésta app sigue siendo una reverenda porquería, lo han actualizado y tiene muchas fallas, desde hace varios días no pude ingresar porque tenía problemas, el día de hoy ingreso y cuando quiero pagar mis créditos y tarjeta, me sale un mensaje de que revise mi Wifi o plan de datos, como si no hubiera conexión, pero es falso, porque con mi Wifi y plan de datos puedo ver videos en Youtube y navegar sin problemas. Lo repito: BASURA DE APP BCP...!!!, por eso mi banca móvil principal es de otra entidad.",not_applicable
1603,La App al actualizar a su última versión ya no me permitió ingresar..me mostraba un código de error..ya tenía una sesión iniciada anteriormente. Borré los datos de la App desde ajustes y me salió una nueva interfaz dónde debo configurar nuevamente mis datos ..pero la momento de enviar el correo para validar con un código éste nunca llega..lo he intentado varias veces y el código no llega a mi correo. Podrían resolver ese problema por favor?,authenticity
1604,"Ha pasado mucho tiempo y hasta ahora no activan la opción de ingreso con tarjeta de crédito, son el único banco con el que tengo un servicio y no puedo usar la app. No tengo Credimás, cuando activarán la opción para poder ingresar a la App con tarjetas de crédito y realizar operaciones como lo hacen otros bancos",not_applicable
1605,La verdad una porquería está nueva actualización no sé si alguien más tenga el problema que usando mis datos (ENTEL) no puedo ingresar a la app pero mediante wifi o internet compartido mediante otro dispositivo entra fácil en estas épocas dónde se necesita más de la aplicación actualizan para mal con la antigua app todo funcionaba bien inclusive quitaron algunos filtros de verdad una reverenda porquería recuerden señores del bcp las actualización son para mejorar no todo lo contrario,not_applicable
1606,"Desde que cambiaron el entorno de la aplicación, todo fue de mal a peor. No se puede hacer nada sin que salga el error de la aplicación y no te deja hacer nada y tienes que volver a ingresar pero cuando ingresas sigue con error. Muy mala aplicación.",not_applicable
1607,"La porquería más grande, no permite definir las pregunta de seguridad para ingresar, dice que no puede hacer transferencias porque la hora no es la de Internetaunque si lo este, no permite hacer ninguna operacion, luego de reinstalar la aplicación se pierde el token, su departamento de sistemas son un grupo de animales que nisiquiera pueden hacer bien un análisis y un diseño nisiquiera tienen claro los procesos, no se que clase de profesionales tengan pero a la vista se ve que son de pésimas uni",authenticity
1608,"Buenas tardes, lamentablemente la app es pesima ya que llevo toda la semana intentando conectarme pero no ingresa, se queda en obteniendo sesión de usuario y da vueltas y vueltas y no ingresa y arroja el mensaje "" Uy parece que ocurrió un probelam"" reinentar, estamos trabajando . Toda la semana lo mismo, pueden arreglar este tema es bastante fastidioso e incomodo, ya que no se puede hacer nada.",not_applicable
1609,"La actualización es muy malísimaaaa, pesadaa.. lenta... apenas abro la app, el tiempo se agota !!! y aparece la palabra error continuamente... 😑 Por más intentos que hago por ingresar... No sirveee... 👎🏻👎🏻👎🏻👎🏻 ""Para mejor versión prefería la anterior....!!"" Espero la mejoren cuanto antes... Ya que urge en estos tiempos.... Gracias.",not_applicable
1610,"Pésima la actualización, no me deja hacer ningún pago, tampoco deja verificar el tokwn digital para hacer cualquier transferencia sale error. Mejoren en esos puntos, no deja hacer los pagos no ninguna operación, cuando quiero cambiar al token digital siempre sale error",authenticity
