id,comentario,etiqueta
901,"Sres bcp, su actualización en iOS, es horrible, en Android funciona bien no actualiza hasta ahora y es genial. Por favor pueden mejorar la información de las transferencias!!! En las transferencias debería salir la hora y la fecha para poder compartir los screenshots! Sería algo genial, especialmente hoy en día que hay tantas estafas. Gracias",not_applicable
902,"Que mala actualización, ya no puedo ocultar mis cuentas, yo ocultaba mis cuentas para poder ahorrar, si no veo cuanto tengo, no se cuánto puedo gastar y me facilitaba para ahorrar. Otra cosa, da cólera que se demora mucho tiempo en cargar y últimamente se va el sistema, no carga y se queda colgado. Es una verdadera pena que sucedan este tipo de situaciones. Por favor arreglen eso, ya que yo utilizo mi banca para realizar diversos pagos, como luz, agua, cable, celulares, Internet y transferencias",not_applicable
903,"La unica diferencia positiva a mi parecer es la pantalla de inicio, luego por dentro no varia en lo mas minimo. Como dato negativo comparandola con la antigua version, no permite la carga simultanea de tarjetas de empresas y de personas. O es una u otra. Pero no ambas. Por lo tanto puedo ver las cuentas de la empresa y la personal ya no tengo acceso. No me agrado. Saludos.",not_applicable
904,"Tenía la versión anterior por buen tiempo no lo actualizaba por los comentarios que venía leyendo, hasta que hace unos días se actualizó la aplicación y es la peor experiencia que he tenido como usuario, porque el app no es nada amigable tiene muchas fallas, cuando quiero hacer pagos no actualiza me resulta confuso. Deberían volver a la antigua aplicación, si van hacer mejoras antes deberían probarlo muy mal.",not_applicable
905,"Al realizar una transferencia me sale error pero si se realiza la operación y cuando quiero ver el detalle no puedo me deja ver las transferencias que realizo, lo que es un problema porque no se puede tomar captura para enviar dicho comprobante. Pésimo, no me gusta porque en la anterior actualización si se podía ver tus movimientos.",not_applicable
906,"Después de su última actualización agosto 2021 su aplicación está super lenta, demora la vida en cargar, errores de fecha y errores de ""Ocurrior un problema"",definitivamente una estrella es mucha calificación para esta app, estaré migrando todas mis cuentas al bbva u otro banco, prefiero pagar el costo por la transferencia interbancaria que irme al banco físicamente caba vez que quiero realizar algun trámite. Le recomiendo a todos sus usuarios que hagan los mismo ya pasaron 4 meses sin solución.",not_applicable
907,"Con la última actualización que lo anunciaron con bombos y platillos esto no pasó a ser una estafa el rendimiento dentro de la app está lenta parece que tiene lag interno, no puedes realizar transferencia o pago de servicios rápido . Deben regresar a su versión anterior. No ayuda para nada la actualización.😩",not_applicable
908,pésimo sistema las anteriores versiones eran mejores y eran funcionales ahora que trato de ingresar a mi cuenta no se cuelga con el reconocimiento facial y es una pérdida de tiempo ingresar a cada rato para completar el registro de tus datos si estás con la urgencia de hacer un pago o transferencia,authenticity
909,"No permite varias ""características comunes"" como: **Detalle de cada movimiento **Hora de los movimientos, y sobre todo; **Constancias (de parte del Aplicativo) de las operaciones en línea(Importante y principal), vendría ser el equivalente a un ""voucher"". **Y otros más.... 👆 Por favor, deben siquiera semejarse a los aplicativos de los otros bancos, que si están a la vanguardia de la tecnología actual Mejoren el Aplicativo y no solo estén variando el aspecto 👍",accountability
910,"Llevo 1 hora intentando entrar a mi cuenta con mi tarjeta y me sale que no me pertenece, tuve que desinstalar y volver a instalar, además de que cuando yapeas desde la app o pagas no se puede ver el nombre de la persona y no te permite ver el nombre de la persona si te saliste la opción de compartir foto del yapeo.",authenticity
