id,comentario,etiqueta
801,"Nada intuitiva la nueva actualización, la anterior tenía un menú como listado perfecto, donde se tenía muy bien identificada la sección de pago de servicios, transferencia y recarga de celulares, ahora todo esta mezclado. Muy mala la experiencia con esta nueva capa. Ojalá existiera la forma de regresar a la versión anterior pero es imposible.",not_applicable
802,"Un asco la nueva actualización. Antes era fácil de entender, ahora todo está desorganizado y con imágenes hasta por las puras, parece una aplicación para niños. Una verdadera porquería. Lo peor es que de nuevo tengo que activar mi Token digital, perdiendo el tiempo cuando tengo cosas que hacer. Si pudiera poner 0 estrellas, lo haría con gusto.",authenticity
803,"PÉSIMA.Parece un beta de una aplicación orientada al entretenimiento(colores brillosos, un dibujo que ocupa 1/3 de la pantalla, exceso en la navegación, reducción de la performance). Se ha perdido el objetivo de un app de un banco, que es que con menos clicks y menos navegación se haga lo mismo o más que la anterior(el tiempo es dinero los adornos en un app de banco no son sustanciales, solo un complemento), tiene problemas en la ejecución de operaciones y mala distribución de la información.",not_applicable
804,"No sé que pasó hoy, pero veo que no soy la única. La app no reconoce que el dispositivo en el que estoy ingresando es el mismo al que está vinculado el token digital. Y por ello no me permite usarlo y lo raro es que de manera automática se configuró el modo de confirmación al token físico, lo cual nunca realicé. Al parecer la única solución es hacer una nueva solicitud de token digital, desvincularlo de mi celular y volverlo a vincular al mismo celular... 🤦🏻‍♀️ Qué mal!!",authenticity
805,"La nueva interfaz está agradable a la vista y más moderna, pero aún falta mejorar su funcionalidad. Por ejemplo: no tiene opción de visualización de datos de la tarjeta por si queremos realizar pagos con tarjeta sin tenerla a mano y tampoco tiene la opción de web de colocar un alias a las cuentas para poder identificarlas en caso de tener más de una cuenta.",not_applicable
806,"en mi caso no me gusta usar el aplicativo de yape me gusta yapear desde la app bcp sin embargo hay unas cosas que extraño de yape por ejemplo a la hora de recibir un yapeo que me llegue la notificacion inmediatamente y gestionar todos los movimientos, esperó puedan agregar estas características que hacen falta. otro cosa es que dejen de llenar el app con tantas novedades, deberían optimizar bien su aplicación porque es lenta la mayor parte del tiempo",accountability
807,"Un desastre!!! Actualizan para empeorar, mejor no actualicen señores. Antes estaba medianamente bien. Ahora no carga los favoritos, es lenta en exageración, demora una eternidad en cada paso a cargar, pide que lo vuelva a intentar en 5 minutos, demoran en aparecer los otros bancos, en resumen: estuve 2 horas para hacer 2 transacciones, increíble. Esto nunca me ha pasado, mi celular es de última generación con red A1 y todo corre súper bien, menos su APP. Esto solo motiva cambiarse de banco.",not_applicable
808,Se ha actualizado y es totalmente inseguro. A quien se le ocurre colocar el token digital en la página de inicio? Encima se han borrado mis otras cuentas. Dónde quedó la seguridad y estabilidad del app? El hecho de que se vea bonito no significa que sea bueno. Terrible. No me queda más que desinstalar. Es totalmente inseguro usar el app ahora.,confidentiality
809,"2 cosas. La última actualización da demasiados errores, no puedo usar mi App como antes para operar, enviar transferencias o pagar servicios. Y lo otro es que deberían tener la opción de ingresar a la App sin que por default se queden guardados los datos de Número de Tarjeta y DNI. Antes tenían una opción que aparecía un candado y tu podías seleccionar si querías que se guarde o no se guarde los datos al ingresar a tu sesión en la App. Eso es súper importante para la seguridad.",confidentiality
810,"Esta actualización es Malísima. No exagero, todos los días aparece el mensaje ""ocurrió un problema! Nuestro equipo está trabajando para solucionarlo..."" tanto ya ps trabajan que hasta ahora no lo solucionan? Más parece que no trabajan. Tampoco llegan los e-mails de confirmación de los pagos o transferencias realizadas. Cambien esta version del app, regresen a la versión anterior hasta que esté bien probado la nueva.",accountability
