id,comentario,etiqueta
701,"La interfaz de la nueva actualización es visualmente mejor, pero en cuanto a experiencia de usuario es menos intuitiva, tiene menos opciones y tiene errores como: Al querer pagar con tarjeta e ingresar el token digital (verdadero) dice que no es el correcto y si lo es pide que configures tu fecha y hora del teléfono (que por cierto, es la primera app de pago que pide eso). Pido por favor que la experiencia de usuario y la interfaz gráfica sean proporcionalmente buenas, muchas gracias",authenticity
702,"La versión anterior estaba mucho mejor se veía más ordenada, ahora se ve todo revoloteado, y lo peor es que nunca funciona, siempre quiero transferir o pagar mis cuentas y me sale siempre ""ocurrió un problema"" que vaya a la página web o ""error"" es un tremendo fastidio. De qué vale su nueva forma o tanto diseño y colores, si no va a funcionar cuando uno lo necesita y con urgencia.",not_applicable
703,"Desde que la actualice no me permite ingresar a mi cuenta, se supone que debo crear una clave de internet pero el código nunca llega a mi correo, y siempre sale que hay problemas o fallos al intentar nuevamente. No puedo realizar operaciones",authenticity
704,"Lamentablemente actualize la app esperando sea mejor, pero noté que era más lenta la interfaz no es tan intuitiva como la anterior y sobre todo yo uso el token digital sin conexión a internet, pero ahora me pide internet para poder usar mi token y eso es un gran fastidio porque yo no tengo plan de datos en mi celular. Definitivamente la anterior versión era mucho mejor no tenía ningún problema. Gracias por malograr la facilidad y accesibilidad de la app😡",authenticity
705,"!Ocurrió un problema! Este es el texto que nos muestra cada vez que trato de ingresar en la app, y así estoy desde la anterior actualización, no puedo hacer transacciones, ni ver mi estado de cuenta, solo porque ustedes prometieron una super actualización desde hace meses. Pésimo servicio, toda una irrealidad, muy mal, espero que esto les perjudique hasta el punto en que rehagan la app.",not_applicable
706,"no puedo ingresar a la app, ya actualice y ya reinicie el móvil varias veces y no me deja ingresar.",not_applicable
707,"Daría una 0 estrellas si me lo permitirían por que a cada rato que entro a la app se produce error al ingresar "que están trabajando para solucionarlo "" jajaja mejor es que lo recomiendo afilarse a otro banco menos a este. Luego me lo agradecerán les escribo por experiencia 👍",not_applicable
708,"Muchas actualizaciones generan demora e interrumpe. Lo pésimo es que no se puede ver ningún detalle de las transacciones y menos el número de operación. Creo que esto es importante, sobre todo cuando tienes varias transacciones y/o necesitas llevar un control del gasto. Tampoco se sincronizan los ajustes que haces en la web como por ejemplo el nombre de los productos, y siempre que quiero usarla hay un problema en el app. Abran su cuenta en otro banco si pueden.",accountability
709,"una aplicación fatal! el reconocimiento facial que hace es horrible, he puesto el rostro en un lugar muy iluminado, la foto del DNI de igual forma, terrible su escaneo 4 intentos y nada, una pérdida de tiempo absurda, todo muy nítido y me sale ""ha ocurrido un error, por favor inténtelo más tarde""; lo intenté más tarde y nada, de igual forma me dice. ¡Una aplicación fatal! no la recomiendo. Sé que es necesario tener la app si ya tienes una cuenta de banco pero el tiempo que pierdes es terrible.",authenticity
710,"1 hora tratando de activar mi token digital mediante el reconocimiento facial (para cambiar de un teléfono a otro) ,pero a pesar que las fotos salían muy bien y con excelente iluminación , SIEMPRE ME SALIA ""Estamos teniendo problemas con el reconocimiento facial"" y no me decían exactamente qué... Si estaba borroso, poca iluminación, mal posicionado, etc. Ya me cansé y aún así no pude activarlo. (El teléfono es de buena calidad en cuanto a fotos). Me niego a ir a un Bcp solo para activarlo.",authenticity
711,"MALO ES POCO, Lamentablemente no se puede calificar con cero estrellas porque eso se merece, esta aplicación desde la última actualización se cuelga, sale error a cada rato y por todo, y ya no permite usar el toquen digital, dice que tienes que solicitarlo pero una vez que ingresas no te da opción a nada, en realidad pésima app, para ser un Banco tan grande y con una larga trayectoria deja mucho que desear con sus servicios digitales, pudiendo contratar a mejores especialistas en el desarrollo de Apps. Y lo peor es que si llamas para ser atendido tienes que esperar una eternidad y cuando te atienden el 90% de las veces no te resuelven nada, sino que fallan pero a su favor.",authenticity
712,"Es una muy mala aplicación; me rechaza la contraseña para entrar. Quizás sea un fallo del sistema, pero no me deja acceder. Es un mal servicio.",authenticity
713,"Aplicación actualizada recientemente va pésima. No está captando bien la red de datos móvil ni Wi-fi. La antigua versión era más fluida. El desarrollador del aplicativo, la ha lanzado sin ni siquiera probarlo en dispositivos. Aparte el Token se ha desactivado. Se supone que es una actualización de aplicación, más no una aplicación nueva a instalarse. Cada vez que una aplicación se actualiza, recoje los mismos datos anteriores. No hay porque solicitar nuevamente los datos. Reportados.",authenticity
714,"Si hubiera 0 estrellas sin duda les pondria esa. Con la nueva actualización despues de 500 intentos, entra a la app. Pero, oh sorpresa! Se queda solo en la pantalla de inicio. De que sirve la pantalla de inicio si no puedo realizar ninguna operación? Por favor, se matan con publicidad y promocionando una app que no sirve! Es una reverenda perdida de tiempo estar intentando abrir la app.",not_applicable
715,"Una pesima actualización, tengo problemas con la confirmación de token digital, siempre sale error con el modo de confirmación, y lo peor es que no hay solución rápida, fui al banco y me dijeron que desinstale y vuelva a instalar, pero sigue igual. La anterior versión estaba trabajando excelente, no sé para que actualizar si no van a mejorar, se preocuparon por la apariencia, pero no por la funcionalidad que es lo más importante.",authenticity
716,"App malísima, 0 customizable, no se puede escoger que ver y que no ver. Te piden escoger 3 cuentas al principio para ver como favoritas y luego ya no puedes editarlas si quieres ocultarlas o no. Tampoco funcionan ahora los pagos móviles. Solo tienen ciertas funcionalidas que la anterior. Si van a hacer un release de un app debe ser mejor y tener mejores funcionalidades que la anterior, no solo porque es mas ""bonita"". Para apps de bancos lo que se busca es mas funcionalidad no mejores graficos.",not_applicable
717,"Pésima actualización, es demasiado pesada, es lenta, no puedo hacer recargas virtuales porque sale error, cuando hago pagos, también me sale error y/o que no hay conexión a internet, cuando hago alguna operación me dice que revise mi token digital... Y así perdió total fluidez que es lo que más nos interesa, el diseño es lo de menos..",authenticity
718,"la última actualización es UN CAOS... gráficamente es muy bonita, pero tiene funciones innecesarias que ocupan mucho espacio en pantalla y no es tan intuitiva, a parte de que va super lenta. Pienso que no debieron cambiar nada, estaba bien como estaba, no era perfecta, pero era más eficiente... Un ejemplo muy claro de que la decoración y la modernización gráfica no sirve de nada sin una buena experiencia de usuario.",not_applicable
