ID,Comentario,Clasificacion_ISO_25010
1501,"Antes de la última actualización la app funcionaba de maravilla. Era la mejor de todas, pero ahora se cayó en picada. A cada instante me aparece ""ha ocurrido un error..."". Al inicio pensé que era por el internet, pero no. La app actualizada es en verdad tediosa, debo entrar varias veces y eso si luego tengo suerte y no me sale ""ha ocurrido un error"" ya estando dentro. Solucionen ese problema. Que sea como antes, cuando era de las mejores apps de banca móvil que había visto jamás.",not_applicable
1502,"Error constante, la app detecta sobre posición de algun malware, Nada funciona desde la actualización.",resistance
1503,"Buenas tardes, sería de mucha ayuda que implementaran la opción de poner un límite de compras por Internet (no solo activar y desactivar compras de la tarjeta) , para prevenir estafas o fraudes cibernéticos, de esa forma si lamentablemente se cae en fraude y está activado ese límite, los estafadores no podrán sobrepasar ese límite y el cliente se sentirá más protegido. La aplicación funciona bien, la calificación menor es para que puedan tomar atención a mi mensaje.",resistance
1504,"Es la tercera vez, en dos meses, que no se puede ingresar a la cuenta, no sé si por saturación o mantenimiento, tienes que ingresar a la Web dónde no cuentas con lo ya configurado en la App, pierdes tiempo y las transferencias demoran más de lo habitual, algo parecido sucede los fines de semana, Sábado y Domingo no puedes hacer depósitos a otras cuentas, peor en las noches. Mejoren eso por favor.",not_applicable
1505,era muy buena la aplicación pero últimamente está muy mal no me permite ingresar a la aplicación cuando quiero hacer pagos por Plim no me permite ingresar espero y puedan arreglar,not_applicable
1506,"Desde un tiempo aca, yano me permite realizar pagos con código para Bipay, sale error después de poner el token, y no termina de procesar el pago",authenticity
1507,"Es muy cansado y desesperante no poder entrar cada vez que estoy por comprar algo con plin. Ocurren errores o algo que no deja entrar a la aplicación y yo nunca llevo efectivo. Tengo que quedarme avergonzado frente a una tienda porque esta app empieza a fallar de un momento a otro. ¿Tanto les cuesta contratar buenos programadores? Si estas caídas continúan, tendré quje cambiar a otro banco, en serio es demasiado molesto tener que pasar por estas cosas una y otra vez.",not_applicable
1508,"Me parece que la última actualización ha afectado de alguna manera a su aplicación instalada en los celulares de la marca Huawei. Veo que ya son dos personas que se quejan de ese problema. Y me pasa también, no me permite ver mis movimientos. Cuando quiero bajar con el scroll, desaparece. Lo mismo para la tarjeta de crédito. Y no es un tema de falta de memoria ni algún mal funcionamiento del teclado porque hace unos días funcionaba bien, pero ahora luego de la actualización ha comenzado a fallar",not_applicable
1509,"Más que la aplicación, el banco es el problema. Cuando hago una transacción, no me aparece el detalle al instante, tiene que pasar más de una hora para que figure. El tema de reembolsos, una vez aprobada la solicitud se debería hacer rápido. No es una entidad publica, en el BCP es rápido una vez te aprueban el reembolso, acá no",accountability
1510,"La anterior versión la califiqué con 5 estrellas, esta por el contrario con 3, aunque deberia ser 2.5 estrellas en verdad. La aplicación está buena, las mejoras son bienvenidas, pero, al momento de ver los movimientos de tu tarjeta de crédito no se puede, al deslizar para arriba solo puedes ver el último movimiento, no muestra mas, algo similar pasa con las cuentas de ahorro, y eso es un serio problema.",accountability
