ID,Comentario,Clasificacion_ISO_25010
401,no puedo abrir la app,not_applicable
402,"tu app es una porquería no reconoce la ""contraseña"" y cuando le doy cambiar la contraseña y recibo el código de verificación me sale ""estamos teniendo problemas"" y me bloquean los códigos 1 día",authenticity
403,"pésima aplicación, no carga, siempre están en problemas y solucionando inconvenientes. es demasiado mala.",not_applicable
404,"desde la nueva actualización ya no eh podido hacer ninguna transacción ni hacer uso de mi plin , la clave dinámica jamás llega y no puedo hacer nada en la app , no puedo usar ni transferir por qué la clave dinámica jamás carga ni llega , pésima aplicación",authenticity
405,la app tiene inconvenientes para que llegue su código de confirmación y no dan solución por ningún canal,authenticity
406,muy lenta mucho problema,not_applicable
407,No me deja transferir dinero a bcp,not_applicable
408,"horrible, falta optimizar la interfaz, constantemente falla, no comprendo por qué permiten que aplicaciones así salgan al mercado",not_applicable
409,"muy buena la app y todo, pero aveces se paraliza o no me permite entrar, otras veces no carga, apesar de que tengo buena conexion de internet",not_applicable
410,No se puede abrir,not_applicable
411,"Terrible la última actualización, provocó que bloquean mi acceso",authenticity
412,"Qué aplicación más kk, sacar tu Interbank app para pagar tu taxi con plin y que te diga que algo salió mal durante media hora. Paltaza. Se enterró solita esta app.",not_applicable
413,No me permite hacer el plin a otra cuenta,not_applicable
414,NUNCA LLEGA EL CODIGO DE CONFIRMACIÓN PARA HACER PAGOS TX Y DEMAS. ES MOLESTOSO ESTAR A CADA RATO DESISTALANDO E INSTALANDO LA APP,authenticity
415,no sé por qué está lenta pero antes de eso funciona bien,not_applicable
416,"no carga la clave dinámicaaa, demora demasiadooo",authenticity
417,no me permite descargar Estado de cuenta,not_applicable
418,Demasiada propanga,not_applicable
419,"pésima app ,actualización tras actualización y la app empeora. Ahora te piden la clave dinámica a cada momento y lo peor de todo es que no llega nunca. PÉSIMO, una porquería",authenticity
420,"se para cerrando , no deja ingresar los números para plinear , únicamente funciona después de varios intentos volviendo incómodo el metodo de pago , para iniciar seción demora una eternidad , no se compara con yape xd",authenticity
421,La aplicación está muy lenta. El tiempo de espera para realizar mis operaciones es muy larga. Espero puedan solucionar eso.,not_applicable
422,"no puedo enviar ni 100 soles, pesimo",not_applicable
423,no es confiable de verdad 🥺😢,not_applicable
424,no me deja usarlo,not_applicable
425,"hace poco estava bien la app, ahora ultimo esta pesimo nose puede ni pagar",not_applicable
426,"después de su última actualización es horrible, no ingresa, demora mas de 1min, la clave dinámica una eternidad para que llegue para eso ya paso el tiempo estimado para vencer una clave dinámica, fatal fatal, debería a ver opción en ponerle -5 estrellas para que sepan en que están fallando los desarrolladores de la app",authenticity
427,"No puedo transferir dinero, al inicio pensé que era porque faltaba actualizar la app, pero después de actualizarla sigue igual, ya son 3 días que intento realizar la transacción y la bendita clave dinámica me llega cuando ya caducó, eso si es que llega",authenticity
428,"Está funcionando fatal la aplicación 😢 demora demasiado, desde entrar hasta en elegir cualquier opción",not_applicable
429,"Cada vez de mal en peor,no se puede transferir ni plinear",not_applicable
430,una porquería poóoooooorque no eliminan la clave dinámica si nunca va a llegar 0 estrellas,authenticity
431,no me aparece la opción retiro sin tarjeta que pasa con esta app 😡,not_applicable
432,agregaron un sonido horrible a la hora de depositar a la alcancía. Mejor era cuando no sonaba,not_applicable
433,No llega la clave dinámica. una demora. No sirve,authenticity
434,siempre tiene inconvenientes,not_applicable
435,se para cerrando cuando quiero pagar. y se tiene que ir al banco para activar el plin. tomando en cuenta que el BCP solo te pide los datos de tu tarjeta para activar el yape. sin mencionar que Gatito FBI los hackeo.,resistance
436,Es una porquería la App antes funcionaba bien ahora demora mucho en cargar demora en cargar la clave dinámica y nunca llega ya he perdido dinero por culpa de la app hasta ise mi reclamo en banco y según ellos dijeron que todo estába bien cuando todo fue error de la porquería de la app Ya pues señores de Interbank con tanto dinero que se manejan no pueden hacer una buena App si siguen así poco a poco su porquería de app y sus empresas van a ir decayendo,integrity
437,"Horrible lo que hicieron con la app, el código de verificación no te llega nunca, no puedes plinear ni transferir",authenticity
438,un dolor de cabeza está app deseo hacer una transferencia y no llega el token o código de verificación,authenticity
439,no me deja enviar de plin a yape me para saliendo error,not_applicable
440,"cada vez más deficiente su app,falla todo el tiempo ,no se puede plinear,por mantenimiento,o porque el código de verificación nunca llega,malisimo",authenticity
441,"Tiene fallas, los reembolsos no son claros cuando ocurren, y no indican las tasas de cambio de dólares a soles que utilizan en las compras en dólares NO USAN EL CAMBIO INTERBANCARIO usan uno muy desventajoso que nunca muestran. A las 00:00 H todos los días se cuelga siempre el sistema u ocurren errores en las transacciones y pagos.",accountability
442,más lenta,not_applicable
443,está app es una mrd no vale para nada . nunca llega ese código de mrd y no puedo hacer ningún pago por plin,authenticity
444,El código de confirmación nunca llega.,authenticity
445,la clave dinamica demora demasiado en llegar tampoco me deja hacer transferencias entre mis cuentas.,authenticity
446,"Estas dos últimas semanas funciona muy lento, no carga. Uno no puedo realizar operaciones. Desde que ocurrió lo de la filtración de datos, el servicio es deficiente. El tiempo es dinero.",confidentiality
447,los mensajes de confirmación nunca llegan,authenticity
448,"pésimo, a cada rato se cae el sistema",not_applicable
449,"demora en llegar la clave dinámica para confirmar un plin o una transferencia, el servicio me parece pésimo.",authenticity
450,muy lento,not_applicable
451,"La verdad esperaba más del banco Interbank, su aplicación demora en mandar la clave dinámica lo cual no permite realizar pagos y transferencias, una pena realmente quería hacer muchas cosas (tarjeta de crédito, préstamos, etc) pero no brinda la seguridad o confianza que esperaba",authenticity
452,"terrible!!! nunca llega clave dinamica, voy a tener que cerrar mis cuentas e irme a otro banco, ys no sirve!!!",authenticity
453,"una de las peores aplicaciones de banco, su clave dinámica no llega , lo único que genera es retraso e incomodidad",authenticity
454,"No me deja transferir, ni realizar pagos por plin, pésimo servicio.",not_applicable
455,actualizen la aplicación la clave dinámica de demora bastante en llegarrr,authenticity
456,muy lento,not_applicable
457,"La última actualización es una desgracia!! La clave dinámica demora demasiado en llegar, no puedo plinear ni transferir!!! Antes funcionaba muy bien, era mejor q otras apps pero ahora está lenta, no carga los datos y peor no puedo hacer pagos. Soluciónenlo por favor!!!",authenticity
458,"Es una porquería la app no puede hacer transferencias nunca lleva la clave dinámica, no puede planear, esta por gusto mejor cambiarse de banco una decepción su aplicativo",authenticity
459,"La clave dinámica nunca llega y si llega después de una hora cuando no es necesaria, después del hackeo ha ido a peor",resistance
460,"Pésimo servicio de interbank. Demora en llegar la clave dinámica, una larga eternidad para que llegue al celular.",authenticity
461,"Tiene menos opciones, tiene errores en alcancía",not_applicable
462,LA CLAVE DINÁMICA NUNCA LLEGA ARREGLEN SU APP!!!!!!!!! sería excelente si la app funcionará sin la necesidad de datos o onsumir mis gigas y las actualizaciones llegan SIN previo aviso causando malestar y actualizar la app mientras se quiere pagar HAGAN BIEN SU TRABAJO!!!!!!,authenticity
463,"que molesto es actualizar cada semana, a veces hasta 2 o 3 veces por semana",not_applicable
464,No funcionq,not_applicable
465,Actualicen la aplicación!!!!!! la clave dinámica no llegaaaaa,authenticity
