ID,Comentario,Clasificacion_ISO_25010
1601,Últimamente demasiada lentitud para hacer las operaciones. Tampoco he podido retirar el dinero que está en alcancía virtual,not_applicable
1602,70% de las veces que intento entrar indican que por el momento no es posible . Pésimo!! Por qué el promedio de opiniones es 4.2 si todas las opiniones le dan 1 o 2 estrellas?,not_applicable
1603,"Hay veces no abre la Banca Móvil, como ahorita El 22 de este mes me pidió actualizar, y nuevamente ahora, he vuelto a Actualizar y no puedo abrir la APP",not_applicable
1604,"la clave dinamica llega muy tarde, llega después de que la app caduca la seción lo que no me permite realizar ningúna operación ni usar Plin.",authenticity
1605,Bnas tardes ayer me pidieron y lo hice y hoy nuevamente?? debe ser cada 3 o mas meses y voluntariamente incomoda esto y aparte estoy q borro cosas y cada vez m piden borrar mas ni grabo ni tomo foto hace tiempo.,not_applicable
1606,"Pésimo, no puedo plinear, me aparece un aviso de que no es posible la operación y que se esta trabajando en ello.",not_applicable
1607,"Tanto dinero y no pueden contratar buenos programadores para desarrollar una app estable, caída de sistema, no te lees todo los movimientos que haces con la tarjeta que es lo más importante, para así saber en qué tienda lo usé, que compre por internet, etc. Horrible de verdad, me pasaré a otro banco mejor .",accountability
1608,"el servicio pésimo casi todo los días, están en problemas para ingresar cae a casa rato, aveces quieres pagar hacer una transferencia y no ingresa por problemas",not_applicable
1609,"A cada rato problemas de conexión , se cae cada rato el plin. Pensando seriamente en cambiarme de banco",not_applicable
1610,"pésima, super lenta, se demora en dar código de transferencia y además sale clave vencida tanto para plinear como para transferir",authenticity
1611,"Cada vez que intento hacer un plin el codigo de validación nunca llega o llega después de horas, que fallo tan horrible ahora todo lo tengo que tener en yape",authenticity
1612,"MALISIMA, a cada rato hay mantenimientos que no son avisados y cuando quieres realizar algún pago con plin no TE DEJA.",not_applicable
1613,Esta que falla entro a la aplicación y al. Instante sale notificaciones y no me permite hacer nada.,not_applicable
1614,"Acabo de actualizar la app y no funciona el boton que permite mover dinero de la alcancia, me urge mover dinero y no puedo, arreglenlo",not_applicable
1615,"No puedo revisar todas mis operaciones, el scrolling no permite bajar mas allá de la pantalla mostrada.",accountability
1616,Es la peor app que e visto hace 3 meses que lo descargue y no puedo ingresar siempre me dice estamos trabajando un desastre,not_applicable
1617,"Casi siempre falla ,cuando voy hacer pagos ,me dice estamos en mantenimiento. Es un problema",not_applicable
1618,"cada 2 días debo de despistada y volver a instalar el app para poder iniciar sesión, un desastre.",not_applicable
1619,"Pésima su app, días enteros que no llega la clave dinámica y no se puede realizar operaciones",authenticity
