ID,Comentario,Clasificacion_ISO_25010
1302,"Muy seguido pide actualizar... No deja tomar capturas de pantalla (Interbank no quiere que la gente tenga pruebas de sus ahorros), ni siquiera de los plin que uno hace... Es la peor APP de banco que hay. La tengo solo por necesidad",not_applicable
1303,"Tengo la cuenta sueldo desde enero del 2024. Y estuve utilizando el app con regularidad. Desde el 01 de febrero de este año 2025, no puedo realizar operaciones por el app. He llamado y realizado reclamos con más de 4 personas y hasta hoy nadie me ayuda. Solo me dicen ingrese el reclamo y espero. Una decepción este banco!!!",not_applicable
1304,desde su última actualización demora en llegar la clave dinámica y cuando llega sale que ya expiró y es una molestia al momento de querer plinear. Si no se soluciona este domingo 13 que hacen una actualización lamentablemente me cambiaré de banco..,authenticity
1305,"La Aplicación Interbank está cada día peor, no funciona correctamente, no permite que se use la Clave Dinámica para pagar, recargar, transferencia a otros Bancos. Parece que al Banco Interbank no le interesa dar solución a dicho problema.",authenticity
1306,"Sres. Interbank deben cambiar el sistema de operación de la ""clave dinamica"" ... demora un parto, y cuando llega, ya el tiempo se ha agotado y tienes que hacer como 20 intentos ... para 01 movimiento... por otro lado también deben ampliar el monto máximo por movimiento ... 500 soles es muy poco.",authenticity
1307,"deficiente el servicio, hay que desinstalar, reiniciar, etc porque aparece constantemente tenemos inconvenientes, estamos trabajando el ello y uno se queda en el aire sin poder hacer los movimientos que requiere. Pésimo!",not_applicable
1308,"siempre hay inconvenientes como que no se puede ingresar a la cuenta aun cuando pongo mi contraseña correcta, ya va sucediendo varias veces, se vuelve un gran problema, estoy considerando cambiarme a otro banco seriamente",authenticity
1309,"Recien estoy usando la app y esa clave dinámica para hacer transferencias a veces llega a veces no, o llega después de mucho tiempo, es un fastidio estar así a cada rato, mejoren la app.",authenticity
1310,"Pésima actualización. De la mejor app bancaria pasó a ser una de las peores. Ahora por más que uno marca ""Recordar datos"", esta opción se desmarca sola al iniciar sesión y uno tiene que buscar su tarjeta y escribirlo cada vez que entra, lo cual es muy incómodo. Además de eso, a cada rato te ponen anuncios para adquirir productos cuando uno solo quiere ver sus saldos o hacer operaciones rápidas como Plin. Ojalá lo arreglen de una vez porque se ha vuelto muy mala la app.",not_applicable
1311,solo calificó una estrella por que es una incomodidad app de Interbank no se puede abrir la aplicación en mi celular Huawei y6..estoy intentando repetidas veces lo que sale el mensaje LO SENTIMOS NO PODIMOS REALIZAR TU OPERACIÓN ESTAMOS TRABAJANDO..que fastidió de aplicación,not_applicable
