ID,Comentario,Clasificacion_ISO_25010
701,"Horrible actualización, la app SE CONGELA y no sirve, CAMBIO URGENTE! Junio 9!!!",not_applicable
702,desde la última actualización demora en llegar la clave dinámica y cuando llega es demasiado tarde ya que el app no permite ni transferir ni plinear,authenticity
703,"Pésima, desde la ultima actualizacion practicamente se volvio inservible",not_applicable
704,"nunca llega la clave dinámica , una porquería te deja en aprietos en pleno taxi",authenticity
705,"Plin es nefasto, nunca llega el codigo",authenticity
706,la clave dinámica no me llega desde la última actualización cuando me saldo después de cansarme de esperar unos minutos después llega,authenticity
707,"no puedo cambiar la contraseña, me pide foto pero no sé activa",authenticity
708,Una pena 😢,not_applicable
709,"terrible acabo de actualizar la App en un s24 ultra y no se despliega el teclado táctil para ingresar la clave de ingreso, no hay manera de usar la app",authenticity
710,"pésimo banco, pésima app, tarda una eternidad",not_applicable
711,una desgracia cada vez peor no puedo realizar las operaciones más importantes...,not_applicable
712,"una app inservible, ya que van 5 días que su verificación por foto no funciona y ya se aviso el banco y dice 6 días más para dar solución",authenticity
713,"Deberían actualizar más el sistema para utilizar Plin, por ejemplo yape los está ganando, haciendo préstamos personales desde su app",not_applicable
714,no funciona bien. a veces no deja hacer ni Plin ni Yape. Que pena !,not_applicable
715,problemas al intentar ingresar a la aplicación. solo funciona cuando desinstalo y vuelvo a instalar,not_applicable
716,"La clave dinámica nunca llega, no puedo hacer ningún movimiento de plin. Realmente una perdida de usuarios, no da ganas de tener guardado dinero en este banco, porque nunca funciona.",authenticity
717,"buen día, no sé usar solo deseo ver el número de mi cuenta millonaria. Gracias",not_applicable
718,No puedo transferir porque no me bota la clave dinámica,authenticity
719,"pésimo, no deja hacer pagos a yape o Plim en algunos números, creo q ue mejor me cambio de Banco-- ES UNA BASURA DE APP",not_applicable
720,"El app de Interbank no está funcionando, colocas bien la clave y sale que es incorrecto y después te sale acceso bloqueado, cambiar clave o esperar hasta mañana 😡😡😡 deben arreglar su aplicativo... Presenta demasiadas fallas",authenticity
721,"Para nada les recomiendo usar esta app para manejar dinero, siempre bota error y no deja ingresar, ya me ha malogrado otro que momento.",not_applicable
722,asco 🤮 no puedo ingresar,not_applicable
723,"Ahora hasta para plinear 5 soles te pide clave, que nunca llega y me quedo sin pagar o comprar algo, muy malo.",authenticity
724,"Pésimo, quiero entrar y me sale como si no tuviera Internet. Y si tengo.",not_applicable
725,"Hay un error, cuando quiero ver mis movimientos de mi tarjeta de crédito, el despliegue de los movimientos tiene un error, no deja visualizar los movimientos, la pantalla no lo permite. Arreglen ese detalle, es importante ver el detalle de nuestros gastos cono clientes.",accountability
726,Nunca funciona. La peor app de banco del Perú. la mitad del tiempo sale mensaje de que están actualizándola o algo. recomiendo tener siempre otro banco y otra app xq si dependen solo de esta van a pasar un mal rato.,not_applicable
727,"mala experiencia con el plin, la bendita clave dinámica no llega grrrr",authenticity
728,"Cada vez que intento ingresar el aplicativo dice ""en este momento no está disponible la app intente más tarde"" tengo que desinstalar y volver a hacerlo para que funcione. Deberían mejorar el aplicativo para el acceso sea en cualquier momento y sin trabas",not_applicable
