ID,Comentario,Clasificacion_ISO_25010
101,"FATAL!!!! Ya actualicé y la opción abrir app no funciona, clickeo allí y nada q abre y necesito hacer una transferencia urgenteeeeeee!!!! MAL MAL MAL‼️",not_applicable
102,ninguna 🌟. no carga. creo que voy. a descargar. yape.,not_applicable
103,"no puedo abrir ni app, dice que ya no es compatible con mi teléfono, osea que tengo que tener un iPhone 16 para que pueda funcionar, si mi Android es el 11 y actualizado",not_applicable
104,"está app es pésima, no confío, pues a veces demora tanto en hacer un plin pues no sale el codigo y me a pasado que luego sale y pago el doble. ahora tengo que pasarme a mi Yape para hacer algún pago y a veces ni eso se puede hacer",integrity
105,"extremadamente lenta al abrir plin, los desarrolladores de software son malos no optimizan la app para todo tipo de celulares, son mediocres esos programadores",not_applicable
106,horrible cuando quiero plinear no llega código después de 10 minutos llega código ya no sirve ya,authenticity
107,buenas aplicación,not_applicable
108,"esta app es demasiado mala, si tienen la oportunidad de usar cualquier cosa menos el interbank, es muy, muy mala",not_applicable
109,Pésimo todo lo referente al aplicativo Interbank se cuelga constantemente y las configuraciones son lentisimas,not_applicable
110,"App complicada y lenta, el codigo muchas veces se demora o no llega nunca. realmente la utilizo solo por necesidad, por q no hay otra opcion",authenticity
111,"Interbank me descontó 71,50 soles de mi cuenta alegando que fue una transacción que no se había realizado y nunca me los devolvieron, cerré mi cuenta y más nunca tendré nada que ver de nuevo con los ladrones de intercorp",integrity
112,antes era mejor .se podían realizar las transacciones fácilmente sin complicaciones..ahora toma más tiempo y a veces no se puede transferir.,not_applicable
113,"Es un desastre, casi nunca funciona.",not_applicable
114,muy buena la atención,not_applicable
115,"Una desgracia, me pide actualizar la app, lo hago y ahora para hacer transferencia a otro banco me dice que demora 2 días cuando antes demoraba máximo 10 minutos. Por favor si van hacer una actualización que sea para mejorar no para empeorar.",not_applicable
116,muy mala la app te da poco tiempo para ingresar tus datos una decepción la app no me gusta,authenticity
117,"Hola, nunca me llegan las claves dinámicas y quedo mal con mis pagos , deberian chequear eso. Gracias.",authenticity
118,"El soporte técnico del app es pésimo.. siempre tengo problemas, creo q es hora de migrar a otro banco.",not_applicable
119,hasta la.gueva la aplicación,not_applicable
120,muy buena la app me saca mucho de apuros puedo transferir y plinear pero mucha actualización piden,not_applicable
121,es pésima la aplicación hace semanas estoy que intento cambiar mi contraseña no me llega el código de verificación a mi correo de mal a peor,authenticity
122,"mala demora en abrir, a veces ni abre",not_applicable
123,no me indica que pueda instalar la app,not_applicable
124,"a mi no me deja registrarme, eso solamente tengo inconvenientes al ingresar al app de interbank",authenticity
125,mucho falla la app,not_applicable
126,diseño no es amigable,not_applicable
127,pésimo no se puede hacer pagos de plan ni yape,not_applicable
128,"Horrible, no carga los beneficios",not_applicable
129,"pésima , tiene fallas constantes no se puede realizar los pagos de sale antes de poder finalizar el pago antes no tenia estos problemas que tiene ahora",not_applicable
130,"Demora demaciado, anteriormente cargaba normal, ahora es demaciado",not_applicable
131,pésima experiencia...te bloquean sin Razón alguno perjudicando operaciones importantes...y lo peor que te dicen que llames a ciertos números donde si bien de desbloquean la tarjeta no te desbloquean en la aplicación que es lo que uno utiliza diariamente. por último la app te pide esperar 24 horas para volver a intentar! .... Que estamos locos señores!!! locos!. no lo recomiendo personalmente.,authenticity
132,Me molesta que pida activar las notificaciones para hacer cualquier operación y cuando las activo me viene su maldita publicidad en vez de las notificaciones importantes,resistance
133,yape y BCP es mejor,not_applicable
134,"Pésimo servicio, se demora en transferir el dinero.",not_applicable
135,últimamente pésima el codigo de transferencia llega demasiado tarde cuando ya expiró la seción.,authenticity
136,se queda trabas la aplicación y no plinea,not_applicable
137,"la app venía funcionando bien ,pero desde que actualice la última versión el plin de la aplicación está pésima demora en llegar la clave dinámica,al final el tiempo expira y no se puede hacer trasferencias",authenticity
138,"La app de este banco es el peor castigo que me ha tocado vivir. Definitivamente mi tiempo no es valioso, toma eternidades hacer pagos simples, la aplicación está plagada de bugs y el sistema de clave dinámica sencillamente no sirve. Me cambiaría de banco, pero mi trabajo me paga en las cuentas de este servicio basura. Una completa tragedia y una vergüenza de sistema, completamente disfuncional desde hace 2 años.",authenticity
139,Nunca me llega el código de verificación a mi correo cuando intento cambiar de contraseña!!,authenticity
140,"algo anda mal en la app, cuando hago plin, quiero compartir la captura, coloco compartir y se pone la pantalla negra y se sale de la aplicación. no estoy pudiendo enviame mis capturas",non_repudiation
141,"Nunca llega el tokken digital, no deja realizar operaciones.",authenticity
142,demasiado lenta. es muy mala.,not_applicable
143,hola soporte de Interbank a app está horrible no puedo iniciar seción en la app me sale reconexión no hay red algo así porfavor si lo pueden solucionar es tedioso estar en los cajeros retirando dinero pero aún por las delincuencia que hay,authenticity
144,"De lo peor, asquerosa la app",not_applicable
145,estoy haciendo transferencias entre mis cuentas y no figuran que desastre,integrity
146,"Mala, cada actualización es una falla más de la aplicación debería ser al revés.... lo he actualizado hace una semana y ahora no puedo usar plin",not_applicable
147,demasiada mala el peor banco,not_applicable
