ID,Comentario,Clasificacion_ISO_25010
201,cada día está más peor el aplicativo de Plin,not_applicable
202,"cada rato cayéndose, la verdad muy mala aplicación en momentos cruciales es cuando deja de funcionar por disque mantenimiento. 🙄",not_applicable
203,es un asco esta app,not_applicable
204,"terrible aplicación, a veces no funciona y te deja colgado",not_applicable
205,"una porquería esta aplicación, uno quiere hacer pagos urgentes y sale que hay problemas en cargar la aplicación",not_applicable
206,es una basura el app,not_applicable
207,a cada rato se queda sin sistema,not_applicable
208,que barbaridad. toda las veces su app deja de funcionar. y lo peor hasta la web. ni uno ni lo otro. que desastre con interbank,not_applicable
209,es una m cada rato actualización no puedo hacer nasa,not_applicable
210,pésima app,not_applicable
211,"pésima, siempre sale con inconvenientes",not_applicable
212,"muy mala, se cae a cada rato, el plin es horrible, mejor yape",not_applicable
213,"horrible, siempre está inhabilitado prácticamente secuestran mi dinero sin poder hacer ninguna transacción.",integrity
214,"siempre falla su app, que esperan para solucionar las fallas, siempre es lo mismo",not_applicable
215,asco de aplicativo. cómo va dejar de funcionar cuando le da la gana,not_applicable
216,Deja de funcionar casi siempre,not_applicable
217,Muy mala app. Noc para q actualizan tanto si igual va a star fallando deben tener un soporte más eficiente y cuando te quejas por redes lo único que dicen es las disculpas del caso. Q sentido tiene decir eso. Si esto es una app con dinero nuestro q deja mucho q desear de verdad.,not_applicable
218,El código llega tarde o nunca. Es la única App que siempre funciona muy mal.,authenticity
219,"horrible aplicación que los servidores se paran trabando un asco no pongan su dinero en esta aplicación, suele caerse y no sirve para emergencias hoy 24 de julio del 2025",not_applicable
220,una porquería te manda a banca por Internet osea el app está por las puras en una emergencia no sirve que es ésto trabajen en mejorar eso las otras apps se los llevan de encuentro .,not_applicable
221,"se para cayendo a cada rato, salen mensajes de error, está en mantenimiento, errores con plin y es demasiado lenta",not_applicable
222,"Una porquería su sistema demasiado lento, encima pide actualizar y en lugar de mejorar más lento lo ponen... No saca de apuros más complica las cosas...",not_applicable
223,"de verdad son una verdadera porquería, lento, con errores cada 2 días, no te llegan los códigos de verificación, son lo peor que hay por banca móvil, son el único banco que hacen ir a sus cliente al banco hacer transacciones que otros banco y app lo pueden hacer",authenticity
224,"Todo el tiempo falla el sistema, pésimo servicio",not_applicable
225,"El app no siempre permite iniciar sesión, últimamente se crean bucles para iniciar sesión. Me he quedado esperando para poder pagar y he terminado usando mi efectivo.",authenticity
226,HASTA LAS HUEVAS!,not_applicable
227,"últimamente al realizar un plim o transferencia no aparece la clave dinámica, por lo tanto no hay forma de realizar una operación desde el telf.",authenticity
228,Para actualizar la clave es un problema,authenticity
229,Se cuelga,not_applicable
230,reinstale la app y la función de cámara automática no funciona a pesar de no moverme y estar bien iluminado. el sensor de huellas digitales no reconoce mi huella y no encuentro la opción para reingresar mis huellas dactilar,authenticity
231,"está aplicación deja mucho que desear , no funciona correctamente",not_applicable
232,"Está app deja mucho que desear ,no me sirve para plinear,ni hacer transferencias , pide clave dinámica que demora siglos en llegar y no puedo hacer más que ir a un agente y realizar mis pagos 😡",authenticity
233,no es posible que siempre que tenga que realizar algún pago importante o transacción siempre falle es una estupidez de app,not_applicable
234,Para pagar con plin tengo que abrir la aplicación desde que salgo de casa :),not_applicable
235,no se xq me blokean al querer comprar criptos,authenticity
236,"pésimo servicio, app terrible",not_applicable
237,no me brindan la clave dinámica para generar mis pagos,authenticity
238,llega el código de verificación después que se agota el tiempo de uso no se puede usar,authenticity
239,"muy lenta,, horrible aplicación, ni para Plin, ni tranferencia, nunca llega clave, desespera,",authenticity
240,Esta super lenta la aplicación,not_applicable
241,"Desastre de app, lo peor",not_applicable
242,"La app presenta fallas ya no se logra visualizar los movimientos de la tarjeta, la pantalla no se desliza para ver los movimientos. arreglen esos inconvenientes por favor.",accountability
243,no es tan efectivo,not_applicable
244,No me llega los créditos extracash,not_applicable
245,se corta constantemente,not_applicable
246,el plin funciona cuando se le da la gana me eh quedado con problemas muchas veces porque no podía pagar una pena lo peor nunca le dan solución pura perdida tiempo,not_applicable
247,cuando quiero plinear la pantalla demora y se me congela toda la pantalla,not_applicable
248,cuando inicio trabajaba bien ahora cada actualización simplemente dificulta las transacciones y esa clave dinámica es mejor cambiarse de banco a seguir lidiando con un sistema tan lento,authenticity
249,"que pasa con la app interbank, no carga el código para poder plinear o transferir, ya lleva mucho tiempo con la fallaaaa!!!",authenticity
250,la verdad es una pésima app,not_applicable
251,muy mala,not_applicable
