numero_comentario,comentario,clasificacion_iso_25010
2202,Llevo todo un dia intentando usar desde la app mi tarjeta de crédito y todo el dia sale que no puedo realizar el servicio que interbank esta solucionando el tema y en todo el día no lo ha solucionado ... Pésimo servicio y no es la primera vez que sucede... Por favor revisar su app URGENTE!,not_applicable
2203,LA OPERACION NO PUDO REALUZARSE. PRUEBE MAS TARDE Pense que era lo de la actualizacion q hace meses pide pero no actualizaba. Salia un error. El dia de hoy actualice pero igual NO FUNCIONA Para que ponen el número de WhatsApp si no te ayudan?¿¡!¡?¿ El bot es para funciones muy basicas,not_applicable
2204,"Dos estrellas por lo siguiente, los recibos de pago no concuerdan con el nro de referencia o operación, es decir si hacen dos depósitos del mismo monto no sabes cuál es el de cada quien ya que no muestra los número de recibo o referencia.. Deben actualizar eso, el número de recibo o referencia debe aparecer y coincidir con el del depósito.",accountability
2205,"Siempre suelo usar la alcancía virtual como seguridad ya que al tener el dinero en mi cuenta ""libre"" ocasionalmente notaba que mi dinero disminuía sin razón alguna, pero ahora al momento de transferir el dinero de mi alcancía hacia mi cuenta noté que no me llegaba ni un solo centavo, y aún así en los movimientos me aparecía como una transacción realizada. Son reiteradas veces que pasa lo mismo.",integrity
2206,"No deseo q se escriba de forma automatica el sms cuando hago los pagos pero sin embargo lo hace, a pesar q seleccione q yo mismo lo escribiria. Que mal esta funcionando la app para mi me expone mas a un robo y encima no se puede activar las notificaciones para saber cuando entro a mis cuentas o hago pagos....deberian regresar como antes....para mi esta forma me expone mas a robos q la antigua configuracion",resistance
2207,"Ue hicieron con la aplicación desarrolladores,desde la última actualización la aplicación este muy inutilizable,se cae a cada rato, siempre da errores o fallos a medio uso .para eso mejor déjenla como estaba antes de esta última actualización, se caía a veces pero era utilizable , espero solucionen los problemas que da actualmente su aplicación.😠",not_applicable
2208,"No funciona la app para envío de dinero mediante plin, todo el tiempo me pide afiliación, estoy con plin desde diciembre 2021, no sé q ha pasado, ya más de un mes q no puedo recibir ni enviar dinero a contactos. He hecho de todo. Sigo esperando una tercera respuesta del banco.",not_applicable
2209,"No eh podido ingresar mi clave, tampoco eh podido cambiar la clave, nos han asustado pensando que nos han robado por que cuando nos envían el correo nos sale que no tenemos saldo, tuve que desinstalar e instalar la aplicación... ni quiero que me digan ""comunícate con tal número de atención al cliente"" por que es como me digan ""acá te dejamos un número ve lo que puedas hacer"".",authenticity
2210,"Porque ha desaparecido dentro de las opciones del producto mi tarjeta de crédito visa. Según me informan como había generado mi clave con tarjeta débito, ahora ya no es posible visualizar los movimientos de mi tarjeta de crédito. Tampoco en la página web. Cual es la solución.?",accountability
2211,"Muy básico aspecto . No informa al cliente el detalle de las operaciones hechas , y no comunica (algunas veces) al correo electrónico la operación. Tengo una operación de pago a Movistar hecha , la noche de ayer , no aparece , aunque ya se descontó el pago de mi saldo .",accountability
2212,"Pésima APP, todos los fines de mes lo mismo!..solo atinan a decir ""lo sentimos no hemos podido realizar tu operación"" y no hay solución...que terrible!! Cuántos clientes queriendo pagar deudas o sencillamente querer ver su estado de cuenta!! Por favor más seriedad!!",not_applicable
