ID,Comentario,Clasificacion_ISO_25010
1002,"Malaso, no tesponde cuándo uno quiere hacer plineos",not_applicable
1003,"Van de mal en peor, no genera clave dinámica al momento de plinear tiene un aplicativo nefasto, no sirve !! simple y sencillo por eso les andan hackeado.",authenticity
1004,El aplicativo se cierra cada vez que quiero hacer transacciones y la clave dinámica se completa,authenticity
1005,"siempre tengo el problema que se demora en cargar la clave dinámica, es un fastidio",authenticity
1006,ok,not_applicable
1007,"horrible... No aparece la clave dinámica, que fastidio, la actualizaron para ponerla más lenta y obsoleta.",authenticity
1008,"terrible, está versión está muy estropeada, no puedo transferir dinero por qué la clave dinámica nunca llega estoy nada de cambiar de banco zzzz",authenticity
1009,quieren una opinión negativa les haré una desde que la actualice la aplicación está demasiado lenta no puedo hacer casi nada más que hacer algunos pagos la aplicación es lenta demasiado lenta,not_applicable
1010,Basura de app,not_applicable
1011,actualizan a cad rato y después no pueden procesar porque están trabajando en inconvenientes si no hicieran esas inútiles actualizaciones no tendrian problemas sino tienen un adecuado personal en sistemas porque actualizan cuánta deficiencia,not_applicable
1012,"llevo 2 días sin poder ingresar ala app me dice: ""hay una nueva actualización"". y no deja actualizar.... desinstale la app y la volví a instalar y me sale lo mismo... ayudaaa",not_applicable
1013,Es una buena aplicación para gestionar mi tarjeta.,not_applicable
1014,totalmente descontenta con esta app anteriormente podía transferir y solo confirmaba y ahora las notificaciones de Interbank se desconfiguran automáticamente,authenticity
1015,Realmente siempre cumplí con el banco y me negaron 1000 soles,not_applicable
1016,muchos anuncios,not_applicable
1017,👍👍👍,not_applicable
1018,"Era mi App favorita, desde hace unos meses hacer una transferencia por plin es un problema, la clave dinámica tarda en cargar no hay forma de hacer una transferencia rápida, es más ni aparece, he tenido que utilizar otra app que me permita pagar rápido. Pensé que era un problema en en mi celular pero leyendo los comentarios me doy cuenta que mucha gente tiene el mismo problema. Es una pena.",authenticity
1019,No tiene la seguridad que debería tener, resistance
1020,"En resumen, una porqueria. No se para que crean aplicativos inservibles... mejor usen otros bancos, interbank tiene el peor monedero virtual",not_applicable
1021,"la clave dinamica demora mucho en llegar, por otro lado, exactamente a las 12 am es bien lento la app, inclusive si vuelvo a aperturar o reiniciar el celular.",authenticity
1022,buena en todo se todo lo malo en mi caso es que no me llegan los mensajes de seguridad y cuando llegan me llegan después de media hora a veces hasta más tarde eso es lo único malo por lo demás toda una maravilla,authenticity
1023,mucho demora la aplicacion,not_applicable
1024,cada vez que lo uso me sale para actualizar el APP TODOS LOS DIAS,not_applicable
1025,"no sé si solo me pasa a mí, la clave dinámica SMS para transferencias demoran en llegar 10 a 15 minutos cuando la app ya caducó y tienes que volver a ingresar nuevamente prácticamente no se puede hacer transferencias es muy estresante, estoy pensando cambiarme de Banco muy seriamente.",authenticity
1026,a veces la app se cuelga o no aparece la tranferencia que me hicieron en mis movimientos y debo llamar para que me lo actualicen eso si me da desconfianza ya que se demoran en actualizar y deberia ser automatico en tranferencias y plin,integrity
1027,"La peor aplicación de banca movil, no te deja hacer transferencias sistema deficiente, prácticamente inservible",not_applicable
1028,pésimo su app,not_applicable
1029,"Me parece fastidioso tener q estar actualizando la app a cada rato, lo hice hace unos días y ahora de nuevo me pide actualizarla.",not_applicable
1030,"no puedo abrir la app porque dice que debo actualizar, ya lo actualice y sigue saliendo el mismo mensaje.",not_applicable
1031,por lo pronto me quedo con la que tengo. Por favor no impidan mi acceso.,not_applicable
1032,"Es una porquería, nunca aparece la clave dinámica, en soporte me dicen que debo desinstalarlo y volverlo a instalar, desde que hackearon la app de Interbank no ha vuelto a ser el mismo. Yo pago todo con la app y ahora casi nada se puede hacer con ella.",authenticity
1033,Porqué me pide actualizar cada rato 😎,not_applicable
1034,lo acabo de actualizar y pésimo no me deja realizar tranferencia,not_applicable
1035,cada rato actualiza.,not_applicable
1036,La clave dinámica llega horas después. No puedo hacer mis operaciones ni pagar mis tarjetas porque no puedo hacerme transferencias vía aplicativo.,authenticity
1037,"Si no actualizo, no puedo ingresar a la aplicación?",not_applicable
1038,es INCOMODO NO LO DESEO QUIERO ALGO MAS SIMPLE SOY MUY VIEJO,not_applicable
1039,muy regular,not_applicable
1040,Esta app no te permite que la actualización se pueda hacer después. Es incómodo querer hacer un pago por plin y tengas que esperar a que el proceso termine. un punto en contra a diferencia de otros bancos que también tienen implementado el plin.,not_applicable
1041,ya pues dejen de jugar no nos hagan perder más tiempo,not_applicable
1042,lento,not_applicable
1043,no puedo ingresar me pide actualizar y cuando lo hago me salen otros teléfonos que no son los míos,confidentiality
1044,No entiendo como puede permanecer En el banco Interbank esa gente tan deficiente Ke trabaja en el área de sistemas e informática .. Ke terrible está la app de Interbank ( No pasa nada )👎 cada día está peor el banco todo un maltrato al cliente y una app ke no da ni confianza y defectos terribles a su vez una app ke aburre y es un fastidio la app realmente Ke mal Interbank una app ke está peor de lo peor una verdadera desgracia😡 le doy un puntaje ( 0 )👎,authenticity
1045,mal,not_applicable
1046,pide actualizaciones a cada rato y a pesar de eso está lentísima para las operaciones frecuentes. Pésimo servicio.,not_applicable
1047,"es lenta, pide frecuentemente actualizaciones, se cuelga, muchas veces notifica q no puede realizar la operación.",not_applicable
1048,"me pide actualizar casi diario, muy mala app",not_applicable
1049,la clave dinámica no llega,authenticity
1050,últimamente está demorando los plineos,not_applicable
1051,cada cierto tiempo se bloquea el acceso por mantenimiento,not_applicable
1052,Malisima!!!!,not_applicable
1053,no se entiende nada peor para los de 3ra edad no bloqueen las consultas,not_applicable
1054,"Pide actualizar a cada rato, lo peor es cuando más necesitas👎",not_applicable
1055,otra vez actualizan Pero es bien lenta para hacer operaciones ( clave dinámica),authenticity
1056,"Los hackearon, y los dejaron vulnerables, de allí en adelante, sus sistemas se caen, su app q es la más usada, tiene hasta problemes con él login, el famoso estamos trabajando.. mantenimientos y actualizaciones constantes, pero no sé que, perdieron pero, Pero tengo q usar otros bancos porque yá es hasta normal, q intentes ingresar a la app pata hacerme una transferencia y no se pueda ingresar.",resistance
1057,La app pide actualizar pero no hay opción de actualizar y no se puede entrar a la cuenta.... Que pasa?.... Es tan tedioso....,not_applicable
1058,cuantas veces los van a hackear? si no para guardar mi dinero bajo mi cama,resistance
1059,no es muy amigable,not_applicable
1060,cada rato pide actualizar y nada de bueno tiene .,not_applicable
1061,la aplicación está con fallas por favor mejoren sus interacción con el cliente así van a tener menos clientes,not_applicable
1062,"no sirve pa nada la aplicación, hace actualizaciones sin aviso y no deja hacer pagos en el momento, mejorenlo gracias",not_applicable
1063,una lágrima a cada momento pide actualización,not_applicable
1064,"está tardando en llegar la clave dinámica, no se pueden realizar plineos",authenticity
1065,perfecto,not_applicable
1066,me sale mensaje de actualizar todos los días. la desinstalo y la instalo otra vez y a las horas vuelve a lo mismo.,not_applicable
1067,"A cada rato hacen actualizacíones, es molesto, uno quiere usar su app si estar teniendo ese tipo de retrazos.",not_applicable
1068,mi opinión es óptima,not_applicable
1069,mucho demora actualizando,not_applicable
1070,"pesima app , todos los dias en horas de la madrugada falla, se que siempre pasaran fallas pero que sea recurrente y todos los dias ya aburre , en vez de mejorar va de mal en peor , me tiene estresado esta app si nonfuese por que en mi trabajo practicamente me obligan a usar Interbank no lo usaria , esa gente de sistemas o el encargado de hacer actualizaciones trabaja encerio ? por que si trabaja pues pesimo trabajo , deberian buscar a alguien que si sepa de estas cosas .",not_applicable
1071,buenas 12,not_applicable
1072,"quiero hacer transferencia o quiero plinear me llegó el código después de 10 min cuando ya se cerró la app ,pésimo Interbank no puedo hacer pagos de la apps por eso me cambié de banco",authenticity
1073,"pésimo el servicio, en cada momento quieren actualizar",not_applicable
1074,"Su app bien pésimo, actualización cada rato, su gente de sistema tan malos son para no dar una buena solución.",not_applicable
1075,"Hay demasiados problemas con la Clave Dinámica, con muchos usuarios y sus sistema es el peor de todos los bancos.",authenticity
1076,complica la vida ingresar a mi cuenta,not_applicable
1077,una ves yapehe y no le llego ala otra persona...,integrity
1078,"No se puede usar bien, cada vez que ingreso, no acepta y debo reiniciar el celular para acceder a mis cuentas. Algo ha pasado, asi ni estaba, esta malo, muy malo. Hoy 25 de Mayo 2025 sigue igual.",authenticity
1079,por qué paran actualizando???? todo se malograr 😤 no se puede entra al app,not_applicable
1080,se demora mucho para pagar no es como el yape y la señal para que te manden la clave dinámica se demora. demaciado para pagar,authenticity
1081,"Malísima la última actualización no llega la clave dinámica, llevo todo el día queriendo transferir, ni por plin, ni por cuenta.",authenticity
1082,"No funciona la clave dinámica desde hace 2 días, cómo pueden solucionar?",authenticity
1083,"Porquería de aplicación, no puedes usar nunca los pagos a través de QR o plin. el tiempo de espera para que salga la clave dinámica es exageradamente alto o muchas veces no funciona. Terrible!!!",authenticity
1084,"a cada rato actualiza el app, cuando uno quiere hacer un plin y una transferencia urgente te pide actualizar el app",not_applicable
1085,muchas actualizaciones y es lo mismo,not_applicable
1086,Presento muchos problemas con esta app,not_applicable
1087,"Pésima app, he intentado hacer trasferencias interbancarias y plinear desde la app interbank y siempre me sale un mensaje de ""Lo sentimos..."" sin embargo me manda un correo como si se hubiera hecho la operación incluso con la actualización el problema persiste.",integrity
1088,Mucho de Actualizar y nada mm,not_applicable
1089,la peor de las apps muy intermitente ya ni sabes cuando entrará en mantenimiento,not_applicable
1090,se cuelga,not_applicable
1091,ahora me sale que mensual tengo que actualizar el app. 😒 que fastidio,not_applicable
1092,buena experiencia,not_applicable
1093,mala actualización en 3 días volvieron a pedir actualización para variar demora.,not_applicable
1094,"generalmente por las tardes deja de funcionar, pero es bastante intuitiva y adicionar que es supremamente inoportuna en sus actualizaciones, en el momento que urge una transferencia, decide actualizarse.",not_applicable
1095,mucha actualización,not_applicable
1096,2 estrellas porque cada cierto tiempo algo le pasa y no se puede acceder al plin,not_applicable
1097,es el peor banco de la vida,not_applicable
1098,Más desarrollado a problemas con Interbank que con el aplicativo,not_applicable
1099,pésima,not_applicable
1100,la clave dinámica.del.plin se demora en llegar o se cuelga,authenticity
1101,Tantas actualizaciones que pide y siempre pesima,not_applicable
