ID,Comentario,Clasificacion_ISO_25010
1202,"pésima, uno quiere depositar o plinear y no llegan las claves dinámicas, deberían de quitarlo o mejorarlo",authenticity
1203,"No puedo descargar la aplicación, borre datos para más memoria y nada aún. No se que hacer.",not_applicable
1204,la cable dinámica llega al año..horrible,authenticity
1205,no sirve,not_applicable
1206,"pésima actualización, no llega la clave dinámica, no deja hacer operaciones sin clave dinámica",authenticity
1207,"Este año en particular empecé hacer como de costumbre mis transacciones mediante el App, y tuve problemas ya que la clave dinámica no aparece o al solicitar una llega de un buen rato, eso en particular dificulta mis pagos y ventas con clientes. fuera de ello se jactan de dar promociones mediante Plin y no se puede realizar por el mismo problema. Ya tiene tiempo este problema una decepción tremenda con esta aplicación.",authenticity
1208,"Una porquería de app , solo falla y falla",not_applicable
1209,pésimo no carga las transferencias,not_applicable
1210,"últimamente muestra mucha deficiencia este app, en muchos intentos y con ayuda en línea no pude hacer una transferencia interbancaria... tiempo de ver otra banca con mayores facilidades y beneficios.",not_applicable
1211,Una reverenda cagada que solo 2 días funcione bien el App y luego tenga q desinstalar e instalar. Que mierd les pasa PTMRE,not_applicable
1212,"Solo tiene un método de validación de identidad, que es mediante foto desde la cámara frontal. Si está falla, no puedes usar la app.",authenticity
1213,no puedo ingresar ala aplicación siempre dice en mantenimiento pésimo,not_applicable
1214,no funciona.se cuelga,not_applicable
1215,"Actualizando mi calificación a 3! porque la aplicación se encuentra en mantenimiento a cada rato, cada que quiero ingresar a la app aparece ese mensaje de mantenimiento y que espere minutos... me ha dejado colgada más de una vez",not_applicable
1216,"Cada que deseo hacer pagos con plin nunca llega la clave para poder confirmar el pago, pésimo.",authenticity
1217,"Un dolor de cabezas. - En el login por más que ingreso el dni correcto me sale que está mal. - al plinear en varias ocasiones se queda colgado, la clave dinámica y demora varios minutos incluso horas en normalizarce, lo que impide hacer el plineo. - Muchas veces suele estar en mantenimiento la app, o aveces ni abre. son errores que se deberían mejorar, el uso de Plim al igual que yape su objetivo es hacer transferencias rápidas ya que es como una billetera digital para pagos.",authenticity
1218,"Aunque hice todo su proceso de activar mi tarjeta para uso en el extranjero, la bloquearon cuando hice una compra. Peor intentas comunicarte por medio de sus redes y siempre te indican llamar, llamas desde el extranjero y su centro de atención demora una eternidad, con lo costoso que es llamar de por si, lo peor no solucionan nada. Realmente mal servicio últimamente, lo más irónico no puedo ni transferir a otro banco porque está bloqueado. Que lío realmente.",not_applicable
1219,"Antes me parecía muy confiable, pero de un tiempo oara acá estoy presentando problemas con la app. Cuando quiero plinear, no se puede generar el pago. Sin embargo, después aparece la operación y desaparece mi dinero. Y digo desaparece porque a quién supuestamente le envié dinero, no le llega nada; el banco lo retiene. Asimismo, desaparecen cantidades cada cierto tiempo y no hay registro de a donde va ese dinero; voy al banco a quejarme y me dicen que no hay nada raro y que SI QUIERO ponga queja",integrity
